Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f13.7s2""","=""2F*""","=""7/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L16359"""
"=""Md II (5f13.7s 3F*<4>)""","=""Limit""","=""---""","=""[""","=""6.58""","=""]""","=""0.07""","=""""","=""L16359"""
