Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d2""","=""""","=""2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Db V (5f14.6d 2D<3/2>)""","=""Limit""","=""---""","=""(""","=""33.0""","="")""","=""1.7""","=""""","=""L8672c99"""
