Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5s2.5p2""","=""3P""","=""0""","=""""","=""0.0000""","=""""","=""0""","=""""","=""""","=""L3466"""
"=""5s2.5p2""","=""3P""","=""1""","=""""","=""0.5890""","=""""","=""""","=""0.5890""","=""""","="""""
"=""5s2.5p2""","=""3P""","=""2""","=""""","=""1.0123""","=""""","=""""","=""0.423""","=""""","="""""
"=""5s2.5p2""","=""1D""","=""2""","=""""","=""2.1521""","=""""","=""""","=""1.140""","=""""","="""""
"=""5s.5p3""","=""1*""","=""1""","=""""","=""10.27652""","=""""","=""""","=""8.1244""","=""""","="""""
"=""""","=""2*""","=""1""","=""""","=""11.44385""","=""""","=""""","=""1.1673""","=""""","="""""
"=""5s.5p3""","=""3*""","=""2""","=""""","=""11.61810""","=""""","=""""","=""0.1743""","=""""","="""""
"=""5s.5p3""","=""3P*""","=""2""","=""""","=""11.78155""","=""""","=""""","=""0.1634""","=""""","="""""
"=""5s.5p3""","=""3P*""","=""1""","=""""","=""11.97370""","=""""","=""""","=""0.1921""","=""""","="""""
"=""5s.5p3""","=""1D*""","=""2""","=""""","=""12.45587""","=""""","=""""","=""0.4822""","=""1.13""","="""""
"=""""","=""4*""","=""1""","=""""","=""12.54088""","=""""","=""""","=""0.0850""","=""""","="""""
"=""5s2.5p.5d""","=""3F*""","=""2""","=""""","=""12.98224""","=""""","=""""","=""0.4414""","=""""","="""""
"=""5s2.5p.5d""","=""3F*""","=""3""","=""""","=""13.18021""","=""""","=""""","=""0.1980""","=""1.07""","="""""
"=""5s2.5p.6s""","=""3P*""","=""0""","=""""","=""13.32360""","=""""","=""""","=""0.1434""","=""""","="""""
"=""5s2.5p.6s""","=""3P*""","=""1""","=""""","=""13.35529""","=""""","=""""","=""0.0317""","=""1.37""","="""""
"=""5s2.5p.6s""","=""3P*""","=""2""","=""""","=""14.30976""","=""""","=""""","=""0.9545""","=""1.28""","="""""
"=""""","=""5*""","=""2""","=""""","=""13.51503""","=""""","=""""","=""-0.7947""","=""""","="""""
"=""5s2.5p.6s""","=""1P*""","=""1""","=""""","=""14.16022""","=""""","=""""","=""0.6452""","=""1.00""","="""""
"=""5s2.5p.5d""","=""3D*""","=""1""","=""""","=""14.34986""","=""""","=""""","=""0.1896""","=""""","="""""
"=""5s2.5p.5d""","=""3D*""","=""3""","=""""","=""14.98928""","=""""","=""""","=""0.6394""","=""1.35""","="""""
"=""5s2.5p.5d""","=""3D*""","=""2""","=""""","=""15.18932""","=""""","=""""","=""0.2000""","=""""","="""""
"=""5s2.5p.5d""","=""3P*""","=""0""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5s2.5p.5d""","=""3P*""","=""2""","=""""","=""14.47043""","=""""","=""""","=""""","=""1.34""","="""""
"=""5s2.5p.5d""","=""3P*""","=""1""","=""""","=""14.60402""","=""""","=""""","=""0.1336""","=""1.26""","="""""
"=""""","=""6*""","=""1 or 2""","=""""","=""15.14110""","=""""","=""""","=""0.5371""","=""""","="""""
"=""5s2.5p.5d""","=""1D*""","=""2""","=""""","=""15.47116""","=""""","=""""","=""0.3301""","=""""","="""""
"=""5s2.5p.5d""","=""1P*""","=""1""","=""""","=""15.76876""","=""""","=""""","=""0.2976""","=""""","="""""
"=""5s2.5p.5d""","=""1F*""","=""3""","=""""","=""15.77597""","=""""","=""""","=""0.0072""","=""""","="""""
"=""5s2.5p.6p""","=""3D""","=""1""","=""""","=""15.94659""","=""""","=""""","=""0.1706""","=""0.68""","="""""
"=""5s2.5p.6p""","=""3D""","=""2""","=""""","=""16.40672""","=""""","=""""","=""0.4601""","=""1.16""","="""""
"=""5s2.5p.6p""","=""3D""","=""3""","=""""","=""17.35155""","=""""","=""""","=""0.9448""","=""1.28""","="""""
"=""5s2.5p.6p""","=""3P""","=""1""","=""""","=""16.38038""","=""""","=""""","=""-0.9712""","=""1.24""","="""""
"=""5s2.5p.6p""","=""3P""","=""0""","=""""","=""16.39845""","=""""","=""""","=""0.0181""","=""""","="""""
"=""5s2.5p.6p""","=""3P""","=""2""","=""""","=""17.31619""","=""""","=""""","=""0.9177""","=""1.43""","="""""
"=""5s2.5p.6p""","=""1P""","=""1""","=""""","=""17.14574""","=""""","=""""","=""-0.1704""","=""1.02""","="""""
"=""5s2.5p.6p""","=""3S""","=""1""","=""""","=""17.58133""","=""""","=""""","=""0.4356""","=""1.76""","="""""
"=""5s2.5p.6p""","=""1D""","=""2""","=""""","=""17.72751""","=""""","=""""","=""0.1462""","=""1.14""","="""""
"=""5s2.5p.6d""","=""3P*""","=""0""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5s2.5p.6d""","=""3P*""","=""1""","=""""","=""19.98534""","=""""","=""""","=""""","=""1.43""","="""""
