Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d3.7s2""","=""4F""","=""3/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L7830"""
"=""Sg III (6d3.7s <1>)""","=""Limit""","=""---""","=""[""","=""17.1""","=""]""","=""0.5""","=""""","=""L7830"""
