Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""1s2.2s.8s""","=""1S""","=""0""","=""""","=""73.91319""","=""""","=""""","=""0.1059""","="""""
"=""1s2.2s.8p""","=""1P*""","=""1""","=""""","=""73.92817""","=""""","=""""","=""0.0150""","="""""
"=""1s2.2s.8d""","=""3D""","=""1""","=""""","=""74.02189""","=""""","=""""","=""0.0937""","="""""
"=""1s2.2s.8d""","=""3D""","=""2""","=""""","=""74.02189""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.8d""","=""3D""","=""3""","=""""","=""74.02189""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.8d""","=""1D""","=""2""","=""""","=""74.06185""","=""""","=""""","=""0.0400""","="""""
"=""1s2.2s.8s""","=""3S""","=""1""","=""""","=""74.07828""","=""""","=""""","=""0.0164""","="""""
"=""1s2.2p.(2P*<3/2>).4d""","=""1P*""","=""1""","=""""","=""74.20928""","=""""","=""""","=""0.1310""","="""""
"=""1s2.2s.9s""","=""3S""","=""1""","=""""","=""74.59156""","=""""","=""""","=""0.3823""","="""""
"=""1s2.2s.9p""","=""1P*""","=""1""","=""""","=""74.71403""","=""""","=""""","=""0.1225""","="""""
"=""1s2.2s.9d""","=""3D""","=""1""","=""""","=""74.74582""","=""""","=""""","=""0.0318""","="""""
"=""1s2.2s.9d""","=""3D""","=""2""","=""""","=""74.74582""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.9d""","=""3D""","=""3""","=""""","=""74.74582""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.9d""","=""1D""","=""2""","=""""","=""74.77578""","=""""","=""""","=""0.0300""","="""""
"=""1s2.2s.10s""","=""3S""","=""1""","=""""","=""75.15210""","=""""","=""""","=""0.3763""","="""""
"=""1s2.2s.10p""","=""1P*""","=""1""","=""""","=""75.23587""","=""""","=""""","=""0.0838""","="""""
"=""1s2.2s.10d""","=""3D""","=""1""","=""""","=""75.26637""","=""""","=""""","=""0.0305""","="""""
"=""1s2.2s.10d""","=""3D""","=""2""","=""""","=""75.26637""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.10d""","=""3D""","=""3""","=""""","=""75.26637""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.10d""","=""1D""","=""2""","=""""","=""75.28852""","=""""","=""""","=""0.0222""","="""""
"=""1s2.2s.11s""","=""3S""","=""1""","=""""","=""75.56413""","=""""","=""""","=""0.2756""","="""""
"=""1s2.2s.11p""","=""1P*""","=""1""","=""""","=""75.62364""","=""""","=""""","=""0.0595""","="""""
"=""1s2.2s.11d""","=""3D""","=""1""","=""""","=""75.65094""","=""""","=""""","=""0.0273""","="""""
"=""1s2.2s.11d""","=""3D""","=""2""","=""""","=""75.65094""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.11d""","=""3D""","=""3""","=""""","=""75.65094""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.11d""","=""1D""","=""2""","=""""","=""75.66597""","=""""","=""""","=""0.0150""","="""""
"=""1s2.2s.12p""","=""1P*""","=""1""","=""""","=""75.91907""","=""""","=""""","=""0.2531""","="""""
"=""1s2.2s.12d""","=""3D""","=""1""","=""""","=""75.94343""","=""""","=""""","=""0.0244""","="""""
"=""1s2.2s.12d""","=""3D""","=""2""","=""""","=""75.94343""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.12d""","=""3D""","=""3""","=""""","=""75.94343""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.12d""","=""1D""","=""2""","=""""","=""75.95540""","=""""","=""""","=""0.0120""","="""""
"=""1s2.2s.13p""","=""1P*""","=""1""","=""""","=""76.14989""","=""""","=""""","=""0.1945""","="""""
"=""1s2.2s.13d""","=""3D""","=""1""","=""""","=""76.17349""","=""""","=""""","=""0.0236""","="""""
"=""1s2.2s.13d""","=""3D""","=""2""","=""""","=""76.17349""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.13d""","=""3D""","=""3""","=""""","=""76.17349""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.13d""","=""1D""","=""2""","=""""","=""76.18463""","=""""","=""""","=""0.0111""","="""""
"=""1s2.2s.14d""","=""3D""","=""1""","=""""","=""76.36117""","=""""","=""""","=""0.1765""","="""""
"=""1s2.2s.14d""","=""3D""","=""2""","=""""","=""76.36117""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.14d""","=""3D""","=""3""","=""""","=""76.36117""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.15d""","=""3D""","=""1""","=""""","=""76.50305""","=""""","=""""","=""0.1419""","="""""
"=""1s2.2s.15d""","=""3D""","=""2""","=""""","=""76.50305""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2s.15d""","=""3D""","=""3""","=""""","=""76.50305""","=""""","=""""","=""0.0000""","="""""
"=""N V (2s 2S<1/2>)""","=""Limit""","=""---""","=""""","=""77.4735""","=""""","=""0.0004""","=""""","=""L7288,L876"""
"=""1s2.2p.(2P*).5s""","=""3P*""","=""0""","=""""","=""77.65812""","=""""","=""""","=""0.1846""","="""""
"=""1s2.2p.(2P*).5s""","=""3P*""","=""1""","=""""","=""77.66932""","=""""","=""""","=""0.0112""","="""""
"=""1s2.2p.(2P*).5s""","=""3P*""","=""2""","=""""","=""77.68997""","=""""","=""""","=""0.0207""","="""""
"=""1s2.2p.(2P*<3/2>).5s""","=""1P*""","=""1""","=""""","=""77.92988""","=""""","=""""","=""0.2399""","="""""
"=""1s2.2p.(2P*<1/2>).5p""","=""1P""","=""1""","=""""","=""78.09086""","=""""","=""""","=""0.1610""","="""""
"=""1s2.2p.(2P*).5p""","=""3D""","=""1""","=""""","=""78.14337""","=""""","=""""","=""0.0525""","="""""
"=""1s2.2p.(2P*).5p""","=""3D""","=""2""","=""""","=""78.15141""","=""""","=""""","=""0.0080""","="""""
"=""1s2.2p.(2P*).5p""","=""3D""","=""3""","=""""","=""78.16869""","=""""","=""""","=""0.0173""","="""""
"=""1s2.2p.(2P*).5p""","=""3P""","=""0""","=""""","=""78.331""","=""""","=""""","=""0.162""","="""""
"=""1s2.2p.(2P*).5p""","=""3P""","=""1""","=""""","=""78.33417""","=""""","=""""","=""0.003""","="""""
"=""1s2.2p.(2P*).5p""","=""3P""","=""2""","=""""","=""78.34167""","=""""","=""""","=""0.0075""","="""""
"=""1s2.2p.(2P*).5d""","=""3D*""","=""1""","=""""","=""78.62562""","=""""","=""""","=""0.2840""","="""""
"=""1s2.2p.(2P*).5d""","=""3D*""","=""2""","=""""","=""78.62865""","=""""","=""""","=""0.0030""","="""""
"=""1s2.2p.(2P*).5d""","=""3D*""","=""3""","=""""","=""78.63864""","=""""","=""""","=""0.0100""","="""""
"=""1s2.2p.(2P*).5d""","=""3P*""","=""0""","=""""","=""78.68899""","=""""","=""""","=""0.0504""","="""""
"=""1s2.2p.(2P*).5d""","=""3P*""","=""1""","=""""","=""78.68899""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).5d""","=""3P*""","=""2""","=""""","=""78.68899""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*<3/2>).5d""","=""1P*""","=""1""","=""""","=""78.9119""","=""""","=""""","=""0.2229""","="""""
"=""1s2.2p.(2P*).6s""","=""3P*""","=""0""","=""""","=""80.78688""","=""""","=""""","=""1.8750""","="""""
"=""1s2.2p.(2P*).6s""","=""3P*""","=""1""","=""""","=""80.79701""","=""""","=""""","=""0.0101""","="""""
"=""1s2.2p.(2P*).6s""","=""3P*""","=""2""","=""""","=""80.82033""","=""""","=""""","=""0.0233""","="""""
"=""1s2.2p.(2P*<1/2>).6p""","=""1P""","=""1""","=""""","=""81.03978""","=""""","=""""","=""0.2194""","="""""
"=""1s2.2p.(2P*).6p""","=""3D""","=""1""","=""""","=""81.06""","=""""","=""""","=""0.02""","="""""
"=""1s2.2p.(2P*).6p""","=""3D""","=""2""","=""""","=""81.07443""","=""""","=""""","=""0.01""","="""""
