Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f3.7s2""","=""4I*""","=""9/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L14620"""
"=""U III (5f4 5I<4>)""","=""Limit""","=""---""","=""""","=""11.6""","=""""","=""0.4""","=""""","=""L14620"""
