Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f4.6d.7s""","=""7L""","=""5""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13741"""
"=""Np III (5f5 6H*<5/2>)""","=""Limit""","=""---""","=""[""","=""11.5""","=""]""","=""0.4""","=""""","=""L13741c99"""
