Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f4.6d.7s2""","=""6L""","=""11/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L15992"""
"=""Np II (5f4.6d.7s 7L<5>)""","=""Limit""","=""---""","=""""","=""6.265608""","=""""","=""0.000019""","=""""","=""L23048"""
