Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f4.5s2.5p6""","=""5I""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L4095"""
"=""Sm VI (4f3.5s2.5p6 4I*<9/2>)""","=""Limit""","=""---""","=""[""","=""62.7""","=""]""","=""0.4""","=""""","=""L4095"""
