Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f8.5p6""","=""7F""","=""6""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L4095"""
"=""Dy VI (4f8.5s2.5p5*)""","=""Limit""","=""---""","=""[""","=""62.1""","=""]""","=""0.3""","=""""","=""L4095"""
