Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Leading percentages,Reference
"=""3d.4s2""","=""2D""","=""3/2""","=""""","=""0.00000000""","=""""","=""0.00000000""","=""""","=""0.79933""","=""  98                                         ""","=""L7185"""
"=""3d.4s2""","=""2D""","=""5/2""","=""""","=""0.0208711""","=""""","=""0.0000003""","=""0.0208711""","=""1.20029""","=""  98                                         ""","="""""
"=""3d2.(3F).4s""","=""4F""","=""3/2""","=""""","=""1.4282931""","=""""","=""0.0000003""","=""1.4074220""","=""0.400""","="" 100                                         ""","="""""
"=""3d2.(3F).4s""","=""4F""","=""5/2""","=""""","=""1.4329667""","=""""","=""0.0000003""","=""0.0046736""","=""1.026""","="" 100                                         ""","="""""
"=""3d2.(3F).4s""","=""4F""","=""7/2""","=""""","=""1.4394858""","=""""","=""0.0000003""","=""0.0065191""","=""1.244""","="" 100                                         ""","="""""
"=""3d2.(3F).4s""","=""4F""","=""9/2""","=""""","=""1.4478022""","=""""","=""0.0000004""","=""0.0083164""","=""1.325""","="" 100                                         ""","="""""
"=""3d2.(3F).4s""","=""2F""","=""5/2""","=""""","=""1.8505957""","=""""","=""0.0000014""","=""0.402794""","=""0.861""","="" 100                                         ""","="""""
"=""3d2.(3F).4s""","=""2F""","=""7/2""","=""""","=""1.8649582""","=""""","=""0.0000010""","=""0.014363""","=""1.134""","="" 100                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4F*""","=""3/2""","=""""","=""1.9431497""","=""""","=""0.0000003""","=""0.078191""","=""0.426""","=""  96                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4F*""","=""5/2""","=""""","=""1.9535607""","=""""","=""0.0000003""","=""0.0104110""","=""1.036""","=""  96                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4F*""","=""7/2""","=""""","=""1.9690809""","=""""","=""0.0000003""","=""0.0155202""","=""1.232""","=""  98                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4F*""","=""9/2""","=""""","=""1.9870393""","=""""","=""0.0000004""","=""0.0179584""","=""1.33""","=""  99                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4D*""","=""1/2""","=""""","=""1.9849552""","=""""","=""0.0000004""","=""-0.0020841""","=""0.002""","=""  97                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""""","=""1.9864474""","=""""","=""0.0000003""","=""0.0014922""","=""1.039""","=""  92                                         ""","="""""
"=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""""","=""2.0012291""","=""""","=""0.0000003""","=""0.0147817""","=""1.336""","=""  79             :     9  3d.4s.(1D).4p 2D*  ""","="""""
"=""3d.4s.(3D).4p""","=""4D*""","=""7/2""","=""""","=""2.0098848""","=""""","=""0.0000004""","=""0.0086557""","=""1.43""","=""  96                                         ""","="""""
"=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""""","=""1.9865643""","=""""","=""0.0000004""","=""-0.0233205""","=""1.19""","=""  43             :    34  3d.4s.(3D).4p 2D*  ""","="""""
"=""3d.4s.(1D).4p""","=""2D*""","=""3/2""","=""""","=""1.9957592""","=""""","=""0.0000003""","=""0.0091949""","=""0.956""","=""  50             :    39  3d.4s.(3D).4p 2D*  ""","="""""
"=""3d2.(1D).4s""","=""2D""","=""5/2""","=""""","=""2.1093125""","=""""","=""0.0000010""","=""0.113553""","=""1.226""","=""  94             :     4  3d2.(3P).4s   4P   ""","="""""
"=""3d2.(1D).4s""","=""2D""","=""3/2""","=""""","=""2.1108467""","=""""","=""0.0000015""","=""0.001534""","=""0.815""","=""  98                                         ""","="""""
