Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4d7""","=""4F""","=""9/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Ag VI (4d6 5D<4>)""","=""Limit""","=""---""","=""(""","=""65.0""","="")""","=""1.9""","=""""","=""L8672c99"""
