Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f7.6d.7s2""","=""9D*""","=""2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L15992"""
"=""Cm II (5f7.7s2 8S*<7/2>)""","=""Limit""","=""---""","=""""","=""5.992241""","=""""","=""0.000020""","=""""","=""L22423"""
