Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d5.7s""","=""""","=""3""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13544"""
"=""Hs IV (6d4.7s <1/2>)""","=""Limit""","=""---""","=""[""","=""29.3""","=""]""","=""0.5""","=""""","=""L13544"""
