Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5d8""","=""3F""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Pt IV (5d7 4F<9/2>)""","=""Limit""","=""---""","=""(""","=""29.0""","="")""","=""1.6""","=""""","=""L8672c99"""
