Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f3.5s2.5p6""","=""4I*""","=""9/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L4095"""
"=""Pm VI (4f3.5s2.5p5)""","=""Limit""","=""---""","=""[""","=""61.7""","=""]""","=""0.3""","=""""","=""L4095"""
