Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f2.6p6""","=""3H""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""U VI (5f.6p6 2F*<5/2>)""","=""Limit""","=""---""","=""(""","=""46.0""","="")""","=""1.9""","=""""","=""L8672c99"""
