Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6p4""","=""3P""","=""2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""L3466"""
"=""6p4""","=""3P""","=""0""","=""""","=""0.931703""","=""""","=""""","=""0.931703""","=""L3488"""
"=""6p4""","=""3P""","=""1""","=""""","=""2.086854""","=""""","=""""","=""1.15515""","=""L3488"""
"=""6p4""","=""1D""","=""2""","=""""","=""2.687867""","=""""","=""""","=""0.60101""","=""L3488"""
"=""6p3.(4S*).7s""","=""5S*""","=""2""","=""""","=""4.845450""","=""""","=""""","=""2.15758""","=""L3488"""
"=""6p3.(4S*).7s""","=""3S*""","=""1""","=""""","=""5.058890""","=""""","=""""","=""0.21344""","=""L3488"""
"=""6p4""","=""1S""","=""0""","=""""","=""5.2964""","=""""","=""""","=""0.2375""","=""L3466"""
"=""6p3.(4S*).7p""","=""5P?""","=""3?""","=""""","=""6.283678""","=""""","=""""","=""0.9873""","=""L3488"""
"=""6p3.(4S*).7p""","=""""","=""""","=""""","=""6.315122""","=""""","=""""","=""0.03144""","=""L3488"""
"=""6p3.(4S*).7p""","=""""","=""1 or 2""","=""""","=""6.402100""","=""""","=""""","=""0.08698""","=""L3488"""
"=""6p3.(4S*).6d""","=""5D*?""","=""2""","=""""","=""6.411606""","=""""","=""""","=""0.00951""","=""L3488"""
"=""6p3.(4S*).6d""","=""5D*?""","=""3""","=""""","=""6.459444""","=""""","=""""","=""0.04784""","=""L3488"""
"=""6p3.(4S*).6d""","=""3*""","=""1""","=""""","=""6.513153""","=""""","=""""","=""0.05371""","=""L3488"""
"=""6p3.(4S*).6d""","=""4*""","=""2""","=""""","=""6.574586""","=""""","=""""","=""0.06143""","=""L3488"""
"=""""","=""19*""","=""1""","=""""","=""6.6656""","=""""","=""""","=""0.0910""","=""L3466"""
"=""""","=""5*""","=""1""","=""""","=""6.726175""","=""""","=""""","=""0.0606""","=""L3488"""
"=""""","=""20*""","=""1""","=""""","=""6.7535""","=""""","=""""","=""0.0273""","=""L3466"""
"=""6p3.(4S*).8s""","=""5S*?""","=""2""","=""""","=""6.876828""","=""""","=""""","=""0.1233""","=""L3488"""
"=""""","=""*""","=""2?""","=""""","=""6.933668""","=""""","=""""","=""0.05684""","=""L3488"""
"=""6p3.(4S*).8s""","=""3S*?""","=""1?""","=""""","=""6.976385""","=""""","=""""","=""0.04272""","=""L3488"""
"=""6p3.(2D*).7s""","=""3D*""","=""1?""","=""""","=""7.076776""","=""""","=""""","=""0.10039""","=""L3488"""
"=""6p3.(4S*).8p""","=""5P?""","=""3""","=""""","=""7.351099""","=""""","=""""","=""0.27432""","=""L3488"""
"=""6p3.(4S*).8p""","=""10""","=""1 or 2""","=""""","=""7.359016""","=""""","=""""","=""0.00792""","=""L3488"""
"=""6p3.(4S*).7d""","=""11*""","=""2?""","=""""","=""7.373298""","=""""","=""""","=""0.01428""","=""L3488"""
"=""6p3.(4S*).8p""","=""12""","=""1 or 2""","=""""","=""7.387358""","=""""","=""""","=""0.01406""","=""L3488"""
"=""""","=""13*""","=""1 or 2""","=""""","=""7.6645""","=""""","=""""","=""0.2771""","=""L3466"""
"=""6p3.(4S*).9p""","=""5P?""","=""3?""","=""""","=""7.771452""","=""""","=""""","=""0.1070""","=""L3488"""
"=""6p3.(4S*).9p""","=""14""","=""1 or 2""","=""""","=""7.774300""","=""""","=""""","=""0.00285""","=""L3488"""
"=""6p3.(4S*).9p?""","=""15""","=""1 or 2""","=""""","=""7.7870""","=""""","=""""","=""0.0127""","=""L3466"""
"=""6p3.(4S*).8d""","=""16*""","=""1 or 2""","=""""","=""7.796770""","=""""","=""""","=""0.0098""","=""L3488"""
"=""6p3.(4S*).8d""","=""17*""","=""1 or 2""","=""""","=""7.805982""","=""""","=""""","=""0.00921""","=""L3488"""
"=""6p3.(4S*).10p?""","=""18""","=""1 or 2""","=""""","=""7.9909""","=""""","=""""","=""0.1849""","=""L3466"""
"=""Po II (6p3 4S*<3/2>)""","=""Limit""","=""---""","=""""","=""8.418070""","=""""","=""0.000004""","=""""","=""L20887,L20886"""
