Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6p""","=""2P*""","=""1/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L15918"""
"=""At VI (6s2 1S<0>)""","=""Limit""","=""---""","=""[""","=""50.39""","=""]""","=""""","=""""","=""L15918"""
