Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""3s2.3p5""","=""2P*""","=""3/2""","=""""","=""0.00000000""","=""""","=""0.00000010""","=""""","=""""","=""L15349"""
"=""3s2.3p5""","=""2P*""","=""1/2""","=""""","=""0.17749368""","=""""","=""0.00000010""","=""0.1774937""","=""""","=""L15349"""
"=""3s.3p6""","=""2S""","=""1/2""","=""""","=""13.4797526""","=""""","=""0.0000015""","=""13.302259""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4D""","=""7/2""","=""""","=""16.40650186""","=""""","=""0.00000005""","=""2.926749""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4D""","=""5/2""","=""""","=""16.42557623""","=""""","=""0.00000005""","=""0.01907437""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4D""","=""3/2""","=""""","=""16.44411446""","=""""","=""0.00000005""","=""0.01853823""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4D""","=""1/2""","=""""","=""16.45737782""","=""""","=""0.00000007""","=""0.01326336""","=""""","=""L15349"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""","=""""","=""16.64385439""","=""""","=""0.00000004""","=""0.18647657""","=""1.598""","=""L15349"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""""","=""16.74852891""","=""""","=""""","=""0.10467452""","=""1.722""","=""L15349"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""""","=""16.81247225""","=""""","=""0.00000004""","=""0.06394334""","=""2.650""","=""L15349"""
"=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""""","=""17.140027439""","=""""","=""0.000000025""","=""0.32755519""","=""1.334""","=""L15349"""
"=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""""","=""17.265833524""","=""""","=""0.000000025""","=""0.12580609""","=""0.676""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4F""","=""9/2""","=""""","=""17.62885633""","=""""","=""0.00000004""","=""0.36302281""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""""","=""17.69466481""","=""""","=""0.00000004""","=""0.06580848""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""""","=""17.74309101""","=""""","=""0.00000004""","=""0.04842620""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""""","=""17.77579262""","=""""","=""0.00000006""","=""0.03270161""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""""","=""17.94175110""","=""""","=""0.00000004""","=""0.16595848""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""""","=""18.06063988""","=""""","=""0.00000004""","=""0.11888878""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4P""","=""1/2""","=""""","=""18.25395203""","=""""","=""0.00000010""","=""0.1933122""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""","=""""","=""18.28805528""","=""""","=""0.00000006""","=""0.0341032""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""4P""","=""5/2""","=""""","=""18.33428084""","=""""","=""0.00000005""","=""0.04622556""","=""""","=""L15349"""
"=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""""","=""18.426549103""","=""""","=""0.000000025""","=""0.09226826""","=""0.803""","=""L15349"""
"=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""""","=""18.454114013""","=""""","=""0.000000025""","=""0.02756491""","=""1.202""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""""","=""18.495869040""","=""""","=""0.000000025""","=""0.04175503""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""""","=""18.615942491""","=""""","=""0.000000025""","=""0.12007345""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""""","=""18.656521057""","=""""","=""0.000000025""","=""0.04057857""","=""""","=""L15349"""
"=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""""","=""18.732439371""","=""""","=""0.000000025""","=""0.07591831""","=""""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2G""","=""9/2""","=""""","=""19.11606897""","=""""","=""0.00000004""","=""0.38362960""","=""""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2G""","=""7/2""","=""""","=""19.11886231""","=""""","=""0.00000004""","=""0.00279334""","=""""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""""","=""19.222902151""","=""""","=""0.000000025""","=""0.10403984""","=""1.599""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""""","=""19.261084163""","=""""","=""0.000000025""","=""0.03818201""","=""1.720""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""""","=""19.30534490""","=""""","=""0.00000004""","=""0.04426074""","=""2.638""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""7/2""","=""""","=""19.49453389""","=""""","=""0.00000004""","=""0.18918899""","=""1.427""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""","=""""","=""19.549011775""","=""""","=""0.000000025""","=""0.05447789""","=""1.334""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""""","=""19.61030789""","=""""","=""0.00000004""","=""0.06129612""","=""1.199""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""","=""""","=""19.64258207""","=""""","=""0.00000005""","=""0.03227418""","=""0.000""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""""","=""19.680048951""","=""""","=""0.000000025""","=""0.03746688""","=""1.241""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""""","=""19.762261075""","=""""","=""0.000000025""","=""0.08221212""","=""0.918""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""""","=""19.801086565""","=""""","=""0.000000025""","=""0.03882549""","=""0.983""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""""","=""19.867157038""","=""""","=""0.000000025""","=""0.06607047""","=""1.244""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""""","=""19.96749907""","=""""","=""0.00000004""","=""0.10034203""","=""1.987""","=""L15349"""
"=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""""","=""19.972538226""","=""""","=""0.000000025""","=""0.00503916""","=""1.695""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""""","=""20.24656525""","=""""","=""0.00000005""","=""0.27402702""","=""""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""""","=""20.272226904""","=""""","=""0.000000025""","=""0.02566165""","=""""","=""L15349"""
"=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""","=""""","=""20.74354606""","=""""","=""0.00000005""","=""0.47131916""","=""1.993""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""","=""""","=""21.127033505""","=""""","=""0.000000025""","=""0.38348745""","=""0.857""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""""","=""21.143075448""","=""""","=""0.000000025""","=""0.01604194""","=""1.140""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""""","=""21.351799846""","=""""","=""0.000000025""","=""0.20872440""","=""1.332""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""""","=""21.42648951""","=""""","=""0.00000005""","=""0.07468966""","=""0.677""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""""","=""21.36689104""","=""""","=""0.00000011""","=""-0.0595985""","=""""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""""","=""21.42814610""","=""""","=""0.00000019""","=""0.0612551""","=""""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""""","=""21.492402391""","=""""","=""0.000000025""","=""0.06425629""","=""0.804""","=""L15349"""
"=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""""","=""21.498049871""","=""""","=""0.000000025""","=""0.00564748""","=""1.202""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""""","=""21.62407061""","=""""","=""0.00000019""","=""0.12602074""","=""""","=""L15349"""
"=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""""","=""21.67504277""","=""""","=""0.00000022""","=""0.0509722""","=""""","=""L15349"""
"=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""","=""""","=""22.26659804""","=""""","=""0.00000010""","=""0.5915553""","=""""","=""L15349"""
"=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""""","=""22.30870487""","=""""","=""0.00000015""","=""0.0421068""","=""""","=""L15349"""
"=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""","=""""","=""22.514803938""","=""""","=""0.000000025""","=""0.20609907""","=""1.603""","=""L15349"""
