Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5d5""","=""6S""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Ir VI (5d4 5D<0>)""","=""Limit""","=""---""","=""(""","=""57.0""","="")""","=""1.9""","=""""","=""L8672c99"""
