Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""2s2.2p2""","=""3P""","=""0""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""L7288"""
"=""2s2.2p2""","=""3P""","=""1""","=""""","=""0.0140323""","=""""","=""""","=""0.0140323""","="""""
"=""2s2.2p2""","=""3P""","=""2""","=""""","=""0.0379607""","=""""","=""""","=""0.023928""","="""""
"=""2s2.2p2""","=""1D""","=""2""","=""""","=""2.513565""","=""""","=""""","=""2.475604""","="""""
"=""2s2.2p2""","=""1S""","=""0""","=""""","=""5.354349""","=""""","=""""","=""2.84078""","="""""
"=""2s.2p3""","=""5S*""","=""2""","=""""","=""7.479321""","=""""","=""""","=""2.12497""","="""""
"=""2s.2p3""","=""3D*""","=""3""","=""""","=""14.88123""","=""""","=""""","=""7.40191""","="""""
"=""2s.2p3""","=""3D*""","=""2""","=""""","=""14.88472""","=""""","=""""","=""0.0035""","="""""
"=""2s.2p3""","=""3D*""","=""1""","=""""","=""14.88532""","=""""","=""""","=""0.0006""","="""""
"=""2s.2p3""","=""3P*""","=""2""","=""""","=""17.65299""","=""""","=""""","=""2.7677""","="""""
"=""2s.2p3""","=""3P*""","=""1""","=""""","=""17.65309""","=""""","=""""","=""0.0001""","="""""
"=""2s.2p3""","=""3P*""","=""0""","=""""","=""17.65454""","=""""","=""""","=""0.0015""","="""""
"=""2s.2p3""","=""1D*""","=""2""","=""""","=""23.19174""","=""""","=""""","=""5.5372""","="""""
"=""2s.2p3""","=""3S*""","=""1""","=""""","=""24.43576""","=""""","=""""","=""1.2440""","="""""
"=""2s.2p3""","=""1P*""","=""1""","=""""","=""26.09394""","=""""","=""""","=""1.6582""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""0""","=""""","=""33.135857""","=""""","=""""","=""7.04192""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""1""","=""""","=""33.150537""","=""""","=""""","=""0.01468""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""2""","=""""","=""33.182387""","=""""","=""""","=""0.03185""","="""""
"=""2s2.2p.(2P*).3s""","=""1P*""","=""1""","=""""","=""33.857770""","=""""","=""""","=""0.67538""","="""""
"=""2p4""","=""3P""","=""2""","=""""","=""35.181719""","=""""","=""""","=""1.32395""","="""""
"=""2p4""","=""3P""","=""1""","=""""","=""35.208710""","=""""","=""""","=""0.02699""","="""""
"=""2p4""","=""3P""","=""0""","=""""","=""35.220427""","=""""","=""""","=""0.01172""","="""""
"=""2s2.2p.(2P*).3p""","=""1P""","=""1""","=""""","=""36.074225""","=""""","=""""","=""0.85380""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""1""","=""""","=""36.434801""","=""""","=""""","=""0.36058""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""2""","=""""","=""36.451709""","=""""","=""""","=""0.01691""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""3""","=""""","=""36.479011""","=""""","=""""","=""0.02730""","="""""
"=""2s2.2p.(2P*).3p""","=""3S""","=""1""","=""""","=""36.892572""","=""""","=""""","=""0.41356""","="""""
"=""2p4""","=""1D""","=""2""","=""""","=""36.98374""","=""""","=""""","=""0.09117""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""0""","=""""","=""37.223767""","=""""","=""""","=""0.24003""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""1""","=""""","=""37.233938""","=""""","=""""","=""0.01017""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""2""","=""""","=""37.250129""","=""""","=""""","=""0.01619""","="""""
"=""2s2.2p.(2P*).3p""","=""1D""","=""2""","=""""","=""38.011829""","=""""","=""""","=""0.76170""","="""""
"=""2s2.2p.(2P*).3p""","=""1S""","=""0""","=""""","=""38.906585""","=""""","=""""","=""0.89476""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""2""","=""""","=""40.228518""","=""""","=""""","=""1.32193""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""3""","=""""","=""40.252809""","=""""","=""""","=""0.02429""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""4""","=""""","=""40.274907""","=""""","=""""","=""0.02210""","="""""
"=""2s2.2p.(2P*).3d""","=""1D*""","=""2""","=""""","=""40.262089""","=""""","=""""","=""-0.01282""","="""""
