Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5d3.(4F).6s""","=""a 5F""","=""1""","=""""","=""0.000000""","=""""","=""0""","=""""","=""0.000""","=""L3466"""
"=""5d3.(4F).6s""","=""a 5F""","=""2""","=""""","=""0.127869""","=""""","=""""","=""0.127869""","=""1.008""","=""L3466"""
"=""5d3.(4F).6s""","=""a 5F""","=""3""","=""""","=""0.327590""","=""""","=""""","=""0.19972""","=""1.250""","=""L3466"""
"=""5d3.(4F).6s""","=""a 5F""","=""4""","=""""","=""0.547477""","=""""","=""""","=""0.21989""","=""1.350""","=""L3466"""
"=""5d3.(4F).6s""","=""a 5F""","=""5""","=""""","=""0.767056""","=""""","=""""","=""0.21958""","=""1.33""","=""L3466"""
"=""5d2.6s2""","=""a 3F""","=""2""","=""""","=""0.394275""","=""""","=""""","=""-0.37278""","=""0.750""","=""L3466"""
"=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""0.846979""","=""""","=""""","=""0.45270""","=""1.098""","=""L3466"""
"=""5d2.6s2""","=""a 3F""","=""4""","=""""","=""1.208391""","=""""","=""""","=""0.36141""","=""1.225""","=""L3466"""
"=""5d2.6s2""","=""a 3P""","=""0""","=""""","=""0.511406""","=""""","=""""","=""-0.69698""","=""0.000""","=""L3466"""
"=""5d2.6s2""","=""a 3P""","=""1""","=""""","=""0.660918""","=""""","=""""","=""0.14951""","=""1.550""","=""L3466"""
"=""5d2.6s2""","=""a 3P""","=""2""","=""""","=""0.701503""","=""""","=""""","=""0.04058""","=""1.340""","=""L3466"""
"=""5d3.(4F).6s""","=""b 3F""","=""2""","=""""","=""1.201464""","=""""","=""""","=""0.49996""","=""1.063""","=""L3466"""
"=""5d3.(4F).6s""","=""b 3F""","=""3""","=""""","=""1.807814""","=""""","=""""","=""0.60635""","=""1.004""","=""L3466"""
"=""5d3.(4F).6s""","=""b 3F""","=""4""","=""""","=""2.292923""","=""""","=""""","=""0.48511""","=""1.23""","=""L3466"""
"=""5d3.(4P).6s""","=""a 5P""","=""1""","=""""","=""1.328280""","=""""","=""""","=""-0.96464""","=""2.374""","=""L3466"""
"=""5d3.(4P).6s""","=""a 5P""","=""2""","=""""","=""1.472369""","=""""","=""""","=""0.14409""","=""1.48""","=""L3466"""
"=""5d3.(4P).6s""","=""a 5P""","=""3""","=""""","=""1.541849""","=""""","=""""","=""0.06948""","=""1.614""","=""L3466"""
"=""5d3.(2G).6s""","=""a 3G""","=""3""","=""""","=""1.458939""","=""""","=""""","=""-0.08291""","=""0.915""","=""L3466"""
"=""5d3.(2G).6s""","=""a 3G""","=""4""","=""""","=""1.575259""","=""""","=""""","=""0.11632""","=""1.021""","=""L3466"""
"=""5d3.(2G).6s""","=""a 3G""","=""5""","=""""","=""1.590834""","=""""","=""""","=""0.01558""","=""1.280""","=""L3466"""
"=""5d4""","=""a 5D""","=""0""","=""""","=""1.562309""","=""""","=""""","=""-0.02853""","=""0.000""","=""L3466"""
"=""5d4""","=""a 5D""","=""1""","=""""","=""1.670737""","=""""","=""""","=""0.10843""","=""1.510""","=""L3466"""
"=""5d4""","=""a 5D""","=""2""","=""""","=""1.797139""","=""""","=""""","=""0.12640""","=""1.472""","=""L3466"""
"=""5d4""","=""a 5D""","=""3""","=""""","=""1.949783""","=""""","=""""","=""0.15264""","=""1.476""","=""L3466"""
"=""5d4""","=""a 5D""","=""4""","=""""","=""2.136399""","=""""","=""""","=""0.18662""","=""1.23""","=""L3466"""
"=""5d2.6s2""","=""a 1D""","=""2""","=""""","=""1.681257""","=""""","=""""","=""-0.45514""","=""1.111""","=""L3466"""
"=""5d2.6s2""","=""a 1G""","=""4""","=""""","=""1.761261""","=""""","=""""","=""0.08000""","=""""","=""L3466"""
"=""5d3.(2D2).6s""","=""a 3D""","=""1""","=""""","=""1.813610""","=""""","=""""","=""0.05235""","=""0.850""","=""L3466"""
"=""5d3.(2D2).6s""","=""a 3D""","=""2""","=""""","=""2.128623""","=""""","=""""","=""0.31501""","=""1.211""","=""L3466"""
"=""5d3.(2D2).6s""","=""a 3D""","=""3""","=""""","=""2.300382""","=""""","=""""","=""0.17176""","=""1.33""","=""L3466"""
"=""5d3.(2H).6s""","=""a 3H""","=""5""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d3.(2H).6s""","=""a 3H""","=""6""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d3.(2H).6s""","=""a 3H""","=""4""","=""""","=""1.965288""","=""""","=""""","=""""","=""1.16""","=""L3466"""
"=""5d3.(4P).6s""","=""b 3P""","=""0""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d3.(4P).6s""","=""b 3P""","=""1""","=""""","=""2.154239""","=""""","=""""","=""""","=""1.171""","=""L3466"""
"=""5d3.(4P).6s""","=""b 3P""","=""2""","=""""","=""2.293782""","=""""","=""""","=""0.13954""","=""1.462""","=""L3466"""
"=""5d3.(2F).6s""","=""c 3F""","=""2""","=""""","=""2.842787""","=""""","=""""","=""0.54900""","=""0.700""","=""L3466"""
"=""5d3.(2F).6s""","=""c 3F""","=""4""","=""""","=""2.861890""","=""""","=""""","=""0.01910""","=""1.026""","=""L3466"""
"=""5d3.(2F).6s""","=""c 3F""","=""3""","=""""","=""2.928551""","=""""","=""""","=""0.06666""","=""1.076""","=""L3466"""
"=""5d3.(2D2).6s""","=""b 1D""","=""2""","=""""","=""2.888175""","=""""","=""""","=""-0.04038""","=""1.120""","=""L3466"""
"=""5d3.(2P).6s""","=""c 3P""","=""2""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d3.(2P).6s""","=""c 3P""","=""1""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d3.(2P).6s""","=""c 3P""","=""0""","=""""","=""2.898898""","=""""","=""""","=""""","=""0.000""","=""L3466"""
"=""5d3.(2P).6s""","=""a 1P""","=""1""","=""""","=""2.901992""","=""""","=""""","=""0.00309""","=""1.15""","=""L3466"""
"=""5d4""","=""b 3H""","=""6""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d4""","=""b 3H""","=""4""","=""""","=""3.029279""","=""""","=""""","=""""","=""0.978""","=""L3466"""
"=""5d4""","=""b 3H""","=""5""","=""""","=""3.150928""","=""""","=""""","=""0.12165""","=""1.052""","=""L3466"""
"=""5d3.(2F).6s""","=""a 1F""","=""3""","=""""","=""3.083439""","=""""","=""""","=""-0.06749""","=""0.995""","=""L3466"""
"=""5d4""","=""b 3G""","=""4""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d4""","=""b 3G""","=""5""","=""""","=""""","=""""","=""""","=""""","=""""","=""L3466"""
"=""5d4""","=""b 3G""","=""3""","=""""","=""3.326383""","=""""","=""""","=""""","=""0.855""","=""L3466"""
"=""""","=""292*""","=""2""","=""""","=""3.627390""","=""""","=""""","=""0.30101""","=""0.522""","=""L3466"""
"=""""","=""337*""","=""1""","=""""","=""4.179073""","=""""","=""""","=""0.55168""","=""0.291""","=""L3466"""
"=""""","=""337*""","=""2""","=""""","=""4.180146""","=""""","=""""","=""0.00107""","=""0.800""","=""L3466"""
"=""""","=""361*""","=""3""","=""""","=""4.477438""","=""""","=""""","=""0.29729""","=""""","=""L3466"""
"=""""","=""361*""","=""2""","=""""","=""4.485391""","=""""","=""""","=""0.00795""","=""0.947""","=""L3466"""
"=""""","=""367*""","=""3""","=""""","=""4.558122""","=""""","=""""","=""0.07273""","=""1.169""","=""L3466"""
"=""""","=""369*""","=""1""","=""""","=""4.585894""","=""""","=""""","=""0.02777""","=""0.685""","=""L3466"""
"=""""","=""5G*""","=""2""","=""""","=""4.616031""","=""""","=""""","=""0.03014""","=""0.64""","=""L3466"""
"=""""","=""5G*""","=""3""","=""""","=""4.830719""","=""""","=""""","=""0.21469""","=""1.001""","=""L3466"""
"=""""","=""5G*""","=""4""","=""""","=""4.927583""","=""""","=""""","=""0.09686""","=""1.222""","=""L3466"""
"=""""","=""5F*""","=""2""","=""""","=""4.775320""","=""""","=""""","=""-0.15226""","=""1.026""","=""L3466"""
"=""""","=""5F*""","=""1""","=""""","=""4.777763""","=""""","=""""","=""0.00244""","=""0.472""","=""L3466"""
"=""""","=""5F*""","=""3""","=""""","=""4.872062""","=""""","=""""","=""0.09430""","=""1.140""","=""L3466"""
"=""""","=""5F*""","=""4""","=""""","=""5.222575""","=""""","=""""","=""0.35051""","=""1.265""","=""L3466"""
"=""""","=""5F*""","=""5""","=""""","=""5.527876""","=""""","=""""","=""0.30530""","=""1.245""","=""L3466"""
"=""""","=""400*""","=""0""","=""""","=""4.962314""","=""""","=""""","=""-0.56556""","=""""","=""L3466"""
"=""""","=""402*""","=""2""","=""""","=""4.988322""","=""""","=""""","=""0.02601""","=""1.158""","=""L3466"""
"=""""","=""403*""","=""1""","=""""","=""4.997156""","=""""","=""""","=""0.00883""","=""1.232""","=""L3466"""
"=""""","=""411*""","=""2""","=""""","=""5.101330""","=""""","=""""","=""0.10417""","=""1.161""","=""L3466"""
"=""""","=""413*""","=""1""","=""""","=""5.127374""","=""""","=""""","=""0.02604""","=""1.893""","=""L3466"""
"=""""","=""415*""","=""3""","=""""","=""5.152104""","=""""","=""""","=""0.02473""","=""1.204""","=""L3466"""
"=""""","=""417*""","=""5""","=""""","=""5.171259""","=""""","=""""","=""0.01916""","=""""","=""L3466"""
"=""""","=""417*""","=""4""","=""""","=""5.179476""","=""""","=""""","=""0.00822""","=""0.72""","=""L3466"""
"=""""","=""421*""","=""2""","=""""","=""5.226346""","=""""","=""""","=""0.04687""","=""1.210""","=""L3466"""
"=""""","=""429*""","=""3""","=""""","=""5.326310""","=""""","=""""","=""0.09996""","=""1.117""","=""L3466"""
"=""""","=""430*""","=""2""","=""""","=""5.339373""","=""""","=""""","=""0.01306""","=""1.061""","=""L3466"""
"=""""","=""435*""","=""3""","=""""","=""5.398822""","=""""","=""""","=""0.05945""","=""1.086""","=""L3466"""
"=""""","=""435*""","=""1""","=""""","=""5.399992""","=""""","=""""","=""0.00117""","=""1.50""","=""L3466"""
"=""""","=""440*""","=""4""","=""""","=""5.455944""","=""""","=""""","=""0.05595""","=""""","=""L3466"""
"=""""","=""442*""","=""1""","=""""","=""5.480869""","=""""","=""""","=""0.02493""","=""0.255""","=""L3466"""
"=""""","=""442*""","=""2""","=""""","=""5.487441""","=""""","=""""","=""0.00657""","=""1.251""","=""L3466"""
"=""""","=""444*""","=""3""","=""""","=""5.508665""","=""""","=""""","=""0.02122""","=""0.950""","=""L3466"""
"=""""","=""5D*""","=""0""","=""""","=""5.509201""","=""""","=""""","=""0.00054""","=""0.00""","=""L3466"""
"=""""","=""5D*""","=""1""","=""""","=""5.608283""","=""""","=""""","=""0.09908""","=""1.461""","=""L3466"""
"=""""","=""5D*""","=""2""","=""""","=""5.751290""","=""""","=""""","=""0.14301""","=""1.31""","=""L3466"""
"=""""","=""446*""","=""4""","=""""","=""5.532919""","=""""","=""""","=""-0.21837""","=""1.264""","=""L3466"""
"=""""","=""448*""","=""3""","=""""","=""5.558860""","=""""","=""""","=""0.02594""","=""1.34""","=""L3466"""
"=""""","=""454*""","=""2""","=""""","=""5.634699""","=""""","=""""","=""0.07584""","=""1.150""","=""L3466"""
"=""""","=""461*""","=""1""","=""""","=""5.724924""","=""""","=""""","=""0.09022""","=""1.361""","=""L3466"""
"=""""","=""462*""","=""4""","=""""","=""5.738853""","=""""","=""""","=""0.01393""","=""1.405""","=""L3466"""
"=""""","=""462*""","=""5""","=""""","=""5.739857""","=""""","=""""","=""0.00100""","=""""","=""L3466"""
"=""""","=""466*""","=""4""","=""""","=""5.783343""","=""""","=""""","=""0.04349""","=""1.210""","=""L3466"""
"=""""","=""468*""","=""3""","=""""","=""5.806352""","=""""","=""""","=""0.02301""","=""1.204""","=""L3466"""
"=""""","=""468*""","=""2""","=""""","=""5.808745""","=""""","=""""","=""0.00239""","=""1.097""","=""L3466"""
