Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f5.5s2.5p6""","=""6H*""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L3974,L3420"""
"=""Pm IV (4f4.5s2.5p6 5I<4>)""","=""Limit""","=""---""","=""[""","=""22.44""","=""]""","=""0.08""","=""""","=""L19883c180"""
