Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6s2.6p""","=""2P*""","=""1/2""","=""""","=""0.00000""","=""""","=""0""","=""""","=""L3466"""
"=""6s2.6p""","=""2P*""","=""3/2""","=""""","=""0.96617""","=""""","=""""","=""0.96617""","="""""
"=""6s2.7s""","=""2S""","=""1/2""","=""""","=""3.28279""","=""""","=""""","=""2.3166""","="""""
"=""6s2.7p""","=""2P*""","=""1/2""","=""""","=""4.23529""","=""""","=""""","=""0.9525""","="""""
"=""6s2.7p""","=""2P*""","=""3/2""","=""""","=""4.35942""","=""""","=""""","=""0.1241""","="""""
"=""6s2.6d""","=""2D""","=""3/2""","=""""","=""4.47805""","=""""","=""""","=""0.1186""","="""""
"=""6s2.6d""","=""2D""","=""5/2""","=""""","=""4.48822""","=""""","=""""","=""0.0102""","="""""
"=""6s2.8s""","=""2S""","=""1/2""","=""""","=""4.80388""","=""""","=""""","=""0.3157""","="""""
"=""6s2.8p""","=""2P*""","=""1/2""","=""""","=""5.12899""","=""""","=""""","=""0.3251""","="""""
"=""6s2.8p""","=""2P*""","=""3/2""","=""""","=""5.17520""","=""""","=""""","=""0.0462""","="""""
"=""6s2.7d""","=""2D""","=""3/2""","=""""","=""5.20875""","=""""","=""""","=""0.0335""","="""""
"=""6s2.7d""","=""2D""","=""5/2""","=""""","=""5.21341""","=""""","=""""","=""0.0047""","="""""
"=""6s2.5f""","=""2F*""","=""5/2,7/2""","=""""","=""5.24681""","=""""","=""""","=""0.0334""","="""""
"=""6s2.9s""","=""2S""","=""1/2""","=""""","=""5.35193""","=""""","=""""","=""0.1051""","="""""
"=""6s2.9p""","=""2P*""","=""1/2""","=""""","=""5.50253""","=""""","=""""","=""0.1506""","="""""
"=""6s2.9p""","=""2P*""","=""3/2""","=""""","=""5.52505""","=""""","=""""","=""0.0225""","="""""
"=""6s2.8d""","=""2D""","=""3/2""","=""""","=""5.53870""","=""""","=""""","=""0.0137""","="""""
"=""6s2.8d""","=""2D""","=""5/2""","=""""","=""5.54119""","=""""","=""""","=""0.0025""","="""""
"=""6s2.6f""","=""2F*""","=""5/2,7/2""","=""""","=""5.55741""","=""""","=""""","=""0.0162""","="""""
"=""6s.6p2""","=""4P""","=""1/2""","=""""","=""5.6066""","=""""","=""""","=""0.0492""","="""""
"=""6s.6p2""","=""4P""","=""3/2""","=""""","=""6.174""","=""""","=""""","=""0.567""","="""""
"=""6s.6p2""","=""4P""","=""5/2""","=""""","=""6.577""","=""""","=""""","=""0.40""","="""""
"=""6s2.10s""","=""2S""","=""1/2""","=""""","=""5.61609""","=""""","=""""","=""-0.961""","="""""
"=""6s2.10p""","=""2P*""","=""1/2""","=""""","=""5.69575""","=""""","=""""","=""0.0797""","="""""
"=""6s2.10p""","=""2P*""","=""3/2""","=""""","=""5.70868""","=""""","=""""","=""0.0129""","="""""
"=""6s2.9d""","=""2D""","=""3/2""","=""""","=""5.71549""","=""""","=""""","=""0.0068""","="""""
"=""6s2.9d""","=""2D""","=""5/2""","=""""","=""5.71695""","=""""","=""""","=""0.0015""","="""""
"=""6s2.7f""","=""2F*""","=""5/2,7/2""","=""""","=""5.72625""","=""""","=""""","=""0.0093""","="""""
"=""6s2.11s""","=""2S""","=""1/2""","=""""","=""5.75992""","=""""","=""""","=""0.0337""","="""""
"=""6s2.11p""","=""2P*""","=""1/2""","=""""","=""5.80913""","=""""","=""""","=""0.0492""","="""""
"=""6s2.11p""","=""2P*""","=""3/2""","=""""","=""5.81698""","=""""","=""""","=""0.0079""","="""""
"=""6s2.10d""","=""2D""","=""3/2""","=""""","=""5.82105""","=""""","=""""","=""0.0041""","="""""
"=""6s2.10d""","=""2D""","=""5/2""","=""""","=""5.82205""","=""""","=""""","=""0.0010""","="""""
"=""6s2.8f""","=""2F*""","=""5/2,7/2""","=""""","=""5.82783""","=""""","=""""","=""0.0058""","="""""
"=""6s2.12s""","=""2S""","=""1/2""","=""""","=""5.84944""","=""""","=""""","=""0.0216""","="""""
"=""6s2.12p""","=""2P*""","=""1/2""","=""""","=""5.88213""","=""""","=""""","=""0.0327""","="""""
"=""6s2.12p""","=""2P*""","=""3/2""","=""""","=""5.88645""","=""""","=""""","=""0.0043""","="""""
