Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""3s2.3p2""","=""3P""","=""0""","=""""","=""0.00000""","=""""","=""0""","=""""","=""L495"""
"=""3s2.3p2""","=""3P""","=""1""","=""""","=""0.06100""","=""""","=""""","=""0.06100""","="""""
"=""3s2.3p2""","=""3P""","=""2""","=""""","=""0.16637""","=""""","=""""","=""0.1054""","="""""
"=""3s2.3p2""","=""1D""","=""2""","=""""","=""1.70696""","=""""","=""""","=""1.5406""","="""""
"=""3s2.3p2""","=""1S""","=""0""","=""""","=""4.03541""","=""""","=""""","=""2.3284""","="""""
"=""3s.3p3""","=""5S*""","=""2""","=""""","=""8.0590""","=""+x""","=""""","=""4.0236""","="""""
"=""3s.3p3""","=""3D*""","=""1""","=""""","=""12.7396""","=""""","=""""","=""4.681""","="""""
"=""3s.3p3""","=""3D*""","=""2""","=""""","=""12.7440""","=""""","=""""","=""0.004""","="""""
"=""3s.3p3""","=""3D*""","=""3""","=""""","=""12.7541""","=""""","=""""","=""0.010""","="""""
"=""3s.3p3""","=""3P*""","=""2""","=""""","=""14.9098""","=""""","=""""","=""2.156""","="""""
"=""3s.3p3""","=""3P*""","=""1""","=""""","=""14.9121""","=""""","=""""","=""0.002""","="""""
"=""3s.3p3""","=""3P*""","=""0""","=""""","=""14.9153""","=""""","=""""","=""0.003""","="""""
"=""3s.3p3""","=""1D*""","=""2""","=""""","=""16.0361""","=""""","=""""","=""1.121""","="""""
"=""3s.3p3""","=""3S*""","=""1""","=""""","=""20.4228""","=""""","=""""","=""4.387""","="""""
"=""3s.3p3""","=""1P*""","=""1""","=""""","=""20.6734""","=""""","=""""","=""0.251""","="""""
"=""3s2.3p(2P*)3d""","=""3P*""","=""2""","=""""","=""22.5209""","=""""","=""""","=""1.848""","="""""
"=""3s2.3p(2P*)3d""","=""3P*""","=""1""","=""""","=""22.5742""","=""""","=""""","=""0.053""","="""""
"=""3s2.3p(2P*)3d""","=""3P*""","=""0""","=""""","=""22.6023""","=""""","=""""","=""0.028""","="""""
"=""3s2.3p(2P*)3d""","=""3D*""","=""1""","=""""","=""23.1860""","=""""","=""""","=""0.584""","="""""
"=""3s2.3p(2P*)3d""","=""3D*""","=""2""","=""""","=""23.2066""","=""""","=""""","=""0.021""","="""""
"=""3s2.3p(2P*)3d""","=""3D*""","=""3""","=""""","=""23.2279""","=""""","=""""","=""0.021""","="""""
"=""3s2.3p(2P*)4s""","=""3P*""","=""0""","=""""","=""26.65983""","=""""","=""""","=""3.4319""","="""""
"=""3s2.3p(2P*)4s""","=""3P*""","=""1""","=""""","=""26.70487""","=""""","=""""","=""0.0450""","="""""
"=""3s2.3p(2P*)4s""","=""3P*""","=""2""","=""""","=""26.83862""","=""""","=""""","=""0.1337""","="""""
"=""3s2.3p(2P*)4s""","=""1P*""","=""1""","=""""","=""27.2088""","=""""","=""""","=""0.3702""","="""""
"=""3s2.3p(2P*)4p""","=""3D""","=""1""","=""""","=""30.69544""","=""""","=""""","=""3.4866""","="""""
"=""3s2.3p(2P*)4p""","=""3D""","=""2""","=""""","=""30.75133""","=""""","=""""","=""0.0559""","="""""
"=""3s2.3p(2P*)4p""","=""3D""","=""3""","=""""","=""30.86725""","=""""","=""""","=""0.1159""","="""""
"=""3s2.3p(2P*)4p""","=""3P""","=""0""","=""""","=""31.17848""","=""""","=""""","=""0.3112""","="""""
"=""3s2.3p(2P*)4p""","=""3P""","=""1""","=""""","=""31.21002""","=""""","=""""","=""0.0315""","="""""
"=""3s2.3p(2P*)4p""","=""3P""","=""2""","=""""","=""31.29320""","=""""","=""""","=""0.0832""","="""""
"=""3s.3p2(4P)4s""","=""5P""","=""1""","=""""","=""36.2220""","=""+x""","=""""","=""4.9288""","="""""
"=""3s.3p2(4P)4s""","=""5P""","=""2""","=""""","=""36.2852""","=""+x""","=""""","=""0.063""","="""""
"=""3s.3p2(4P)4s""","=""5P""","=""3""","=""""","=""36.3770""","=""+x""","=""""","=""0.092""","="""""
"=""3s2.3p(2P*)5s""","=""3P*""","=""0""","=""""","=""38.7757""","=""""","=""""","=""2.399""","="""""
"=""3s2.3p(2P*)5s""","=""3P*""","=""1""","=""""","=""38.8059""","=""""","=""""","=""0.030""","="""""
"=""3s2.3p(2P*)5s""","=""3P*""","=""2""","=""""","=""38.9589""","=""""","=""""","=""0.153""","="""""
"=""3s2.3p(2P*)5s""","=""1P*""","=""1""","=""""","=""39.0700""","=""""","=""""","=""0.111""","="""""
"=""3s2.3p(2P*)5p""","=""3P""","=""2""","=""""","=""44.8922""","=""""","=""""","=""5.822""","="""""
"=""3s2.3p(2P*)5p""","=""3D""","=""2""","=""""","=""45.7031""","=""""","=""""","=""0.811""","="""""
"=""Cl V (3p 2P*<1/2>)""","=""Limit""","=""---""","=""[""","=""53.24""","=""]""","=""0.12""","=""""","=""L11770"""
