Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f7""","=""8S*""","=""7/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Bk VI (5f6 7F<0>)""","=""Limit""","=""---""","=""(""","=""56.0""","="")""","=""1.9""","=""""","=""L8672c99"""
