Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""4s2.4p""","=""2P*""","=""1/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""""","=""L7213"""
"=""4s2.4p""","=""2P*""","=""3/2""","=""""","=""0.2191243""","=""""","=""""","=""0.2191243""","=""""","="""""
"=""4s.4p2""","=""4P""","=""1/2""","=""""","=""6.3945948""","=""""","=""""","=""6.175471""","=""""","="""""
"=""4s.4p2""","=""4P""","=""3/2""","=""""","=""6.4832505""","=""""","=""""","=""0.088656""","=""""","="""""
"=""4s.4p2""","=""4P""","=""5/2""","=""""","=""6.6166322""","=""""","=""""","=""0.133382""","=""""","="""""
"=""4s2.5s""","=""2S""","=""1/2""","=""""","=""7.7369894""","=""""","=""""","=""1.120357""","=""2.003""","="""""
"=""4s.4p2""","=""2D""","=""3/2""","=""""","=""8.0609160""","=""""","=""""","=""0.323927""","=""0.803""","="""""
"=""4s.4p2""","=""2D""","=""5/2""","=""""","=""8.0818775""","=""""","=""""","=""0.020961""","=""1.197""","="""""
"=""4s2.5p""","=""2P*""","=""1/2""","=""""","=""9.7956013""","=""""","=""""","=""1.713724""","=""0.668""","="""""
"=""4s2.5p""","=""2P*""","=""3/2""","=""""","=""9.8401911""","=""""","=""""","=""0.044590""","=""1.330""","="""""
"=""4s2.4d""","=""2D""","=""3/2""","=""""","=""10.0224958""","=""""","=""""","=""0.182305""","=""0.800""","="""""
"=""4s2.4d""","=""2D""","=""5/2""","=""""","=""10.0442820""","=""""","=""""","=""0.021786""","=""1.200""","="""""
"=""4s.4p2""","=""2S""","=""1/2""","=""""","=""10.649071""","=""""","=""""","=""0.604789""","=""""","="""""
"=""4s.4p2""","=""2P""","=""1/2""","=""""","=""11.28457""","=""""","=""""","=""0.63550""","=""""","="""""
"=""4s.4p2""","=""2P""","=""3/2""","=""""","=""11.42176""","=""""","=""""","=""0.1372""","=""""","="""""
"=""4s2.6s""","=""2S""","=""1/2""","=""""","=""11.7517655""","=""""","=""""","=""0.33001""","=""1.996""","="""""
"=""4s2.5d""","=""2D""","=""3/2""","=""""","=""12.4095747""","=""""","=""""","=""0.657809""","=""0.797""","="""""
"=""4s2.5d""","=""2D""","=""5/2""","=""""","=""12.4146385""","=""""","=""""","=""0.005064""","=""1.201""","="""""
"=""4s2.4f""","=""2F*""","=""7/2""","=""""","=""12.4377579""","=""""","=""""","=""0.023119""","=""1.143""","="""""
"=""4s2.4f""","=""2F*""","=""5/2""","=""""","=""12.4378438""","=""""","=""""","=""0.000086""","=""0.857""","="""""
"=""4s2.6p""","=""2P*""","=""1/2""","=""""","=""12.5346098""","=""""","=""""","=""0.096766""","=""""","="""""
"=""4s2.6p""","=""2P*""","=""3/2""","=""""","=""12.5527349""","=""""","=""""","=""0.018125""","=""""","="""""
"=""4s2.7s""","=""2S""","=""1/2""","=""""","=""13.382378""","=""""","=""""","=""0.829643""","=""""","="""""
"=""4s2.6d""","=""2D""","=""3/2""","=""""","=""13.685137""","=""""","=""""","=""0.30276""","=""""","="""""
"=""4s2.6d""","=""2D""","=""5/2""","=""""","=""13.687562""","=""""","=""""","=""0.00243""","=""""","="""""
"=""4s2.5f""","=""2F*""","=""7/2""","=""""","=""13.700822""","=""""","=""""","=""0.01326""","=""""","="""""
"=""4s2.5f""","=""2F*""","=""5/2""","=""""","=""13.700901""","=""""","=""""","=""0.00008""","=""""","="""""
"=""4s2.5g""","=""2G""","=""7/2""","=""""","=""13.7459363""","=""""","=""""","=""0.045035""","=""""","="""""
"=""4s2.5g""","=""2G""","=""9/2""","=""""","=""13.7459404""","=""""","=""""","=""0.000004""","=""""","="""""
"=""4s2.7p""","=""2P*""","=""1/2""","=""""","=""13.764267""","=""""","=""""","=""0.018327""","=""""","="""""
"=""4s2.7p""","=""2P*""","=""3/2""","=""""","=""13.773597""","=""""","=""""","=""0.00933""","=""""","="""""
"=""4s2.8s""","=""2S""","=""1/2""","=""""","=""14.213359""","=""""","=""""","=""0.43976""","=""""","="""""
"=""4s2.7d""","=""2D""","=""3/2""","=""""","=""14.379415""","=""""","=""""","=""0.16606""","=""""","="""""
"=""4s2.7d""","=""2D""","=""5/2""","=""""","=""14.380775""","=""""","=""""","=""0.00136""","=""""","="""""
"=""4s2.6f""","=""2F*""","=""7/2""","=""""","=""14.3872790""","=""""","=""""","=""0.006504""","=""""","="""""
"=""4s2.6f""","=""2F*""","=""5/2""","=""""","=""14.387351""","=""""","=""""","=""0.000072""","=""""","="""""
"=""4s2.6g""","=""2G""","=""7/2""","=""""","=""14.415240""","=""""","=""""","=""0.02789""","=""""","="""""
"=""4s2.6g""","=""2G""","=""9/2""","=""""","=""14.415240""","=""""","=""""","=""0.00000""","=""""","="""""
"=""4s2.8p""","=""2P*""","=""1/2""","=""""","=""14.427022""","=""""","=""""","=""0.01178""","=""""","="""""
"=""4s2.8p""","=""2P*""","=""3/2""","=""""","=""14.432580""","=""""","=""""","=""0.00556""","=""""","="""""
"=""4s2.9s""","=""2S""","=""1/2""","=""""","=""14.695009""","=""""","=""""","=""0.26243""","=""""","="""""
"=""4s2.8d""","=""2D""","=""3/2""","=""""","=""14.796164""","=""""","=""""","=""0.10115""","=""""","="""""
"=""4s2.8d""","=""2D""","=""5/2""","=""""","=""14.796987""","=""""","=""""","=""0.00082""","=""""","="""""
"=""4s2.7f""","=""2F*""","=""7/2""","=""""","=""14.800480""","=""""","=""""","=""0.00349""","=""""","="""""
"=""4s2.7f""","=""2F*""","=""5/2""","=""""","=""14.800532""","=""""","=""""","=""0.00005""","=""""","="""""
"=""4s2.7g""","=""2G""","=""7/2""","=""""","=""14.8188189""","=""""","=""""","=""0.018287""","=""""","="""""
"=""4s2.7g""","=""2G""","=""9/2""","=""""","=""14.8188192""","=""""","=""""","=""0.000000""","=""""","="""""
"=""4s2.9p""","=""2P*""","=""1/2""","=""""","=""14.825733""","=""""","=""""","=""0.006914""","=""""","="""""
"=""4s2.9p""","=""2P*""","=""3/2""","=""""","=""14.829473""","=""""","=""""","=""0.00374""","=""""","="""""
"=""4s2.10s""","=""2S""","=""1/2""","=""""","=""14.999243""","=""""","=""""","=""0.16977""","=""""","="""""
"=""4s2.9d""","=""2D""","=""3/2""","=""""","=""15.065489""","=""""","=""""","=""0.06625""","=""""","="""""
"=""4s2.9d""","=""2D""","=""5/2""","=""""","=""15.066042""","=""""","=""""","=""0.00055""","=""""","="""""
"=""4s2.8f""","=""2F*""","=""7/2""","=""""","=""15.068080""","=""""","=""""","=""0.00204""","=""""","="""""
"=""4s2.8f""","=""2F*""","=""5/2""","=""""","=""15.068117""","=""""","=""""","=""0.00004""","=""""","="""""
"=""4s2.8g""","=""2G""","=""7/2""","=""""","=""15.080678""","=""""","=""""","=""0.01256""","=""""","="""""
"=""4s2.8g""","=""2G""","=""9/2""","=""""","=""15.080678""","=""""","=""""","=""0.00000""","=""""","="""""
"=""4s2.10p""","=""2P*""","=""1/2""","=""""","=""15.084273""","=""""","=""""","=""0.00359""","=""""","="""""
"=""4s2.10p""","=""2P*""","=""3/2""","=""""","=""15.087109""","=""""","=""""","=""0.00284""","=""""","="""""
"=""4s.4p.(3P*).5s""","=""4P*""","=""1/2""","=""""","=""15.21215""","=""""","=""""","=""0.12504""","=""""","="""""
"=""4s.4p.(3P*).5s""","=""4P*""","=""3/2""","=""""","=""15.29980""","=""""","=""""","=""0.0877""","=""""","="""""
"=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""","=""""","=""15.46485""","=""""","=""""","=""0.1651""","=""""","="""""
"=""4s2.10d""","=""2D""","=""3/2""","=""""","=""15.249492""","=""""","=""""","=""-0.21536""","=""""","="""""
"=""4s2.10d""","=""2D""","=""5/2""","=""""","=""15.249862""","=""""","=""""","=""0.00037""","=""""","="""""
"=""4s2.9f""","=""2F*""","=""7/2""","=""""","=""15.251139""","=""""","=""""","=""0.00128""","=""""","="""""
"=""4s2.9f""","=""2F*""","=""5/2""","=""""","=""15.251167""","=""""","=""""","=""0.00003""","=""""","="""""
"=""4s2.9g""","=""2G""","=""7/2""","=""""","=""15.260141""","=""""","=""""","=""0.00897""","=""""","="""""
"=""4s2.9g""","=""2G""","=""9/2""","=""""","=""15.260141""","=""""","=""""","=""0.00000""","=""""","="""""
"=""4s2.11p""","=""2P*""","=""3/2""","=""""","=""15.262777""","=""""","=""""","=""0.00264""","=""""","="""""
"=""4s2.10f""","=""2F*""","=""5/2""","=""""","=""15.38183""","=""""","=""""","=""0.11905""","=""""","="""""
"=""4s2.10f""","=""2F*""","=""7/2""","=""""","=""15.38183""","=""""","=""""","=""0.0000""","=""""","="""""
"=""4s2.10g""","=""2G""","=""7/2""","=""""","=""15.388469""","=""""","=""""","=""0.00664""","=""""","="""""
"=""4s2.10g""","=""2G""","=""9/2""","=""""","=""15.388469""","=""""","=""""","=""0.00000""","=""""","="""""
"=""4s2.11f""","=""2F*""","=""5/2""","=""""","=""15.47834""","=""""","=""""","=""0.08987""","=""""","="""""
"=""4s2.11f""","=""2F*""","=""7/2""","=""""","=""15.47834""","=""""","=""""","=""0.0000""","=""""","="""""
