Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""6s2.6p""","=""2P*""","=""1/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""""","=""L2579"""
"=""6s2.6p""","=""2P*""","=""3/2""","=""""","=""1.7458307""","=""""","=""""","=""1.7458307""","=""1.33""","=""L2579"""
"=""6s.6p2""","=""4P""","=""1/2""","=""""","=""7.179984""","=""""","=""""","=""5.434153""","=""""","=""L2579"""
"=""6s.6p2""","=""4P""","=""3/2""","=""""","=""8.198397""","=""""","=""""","=""1.01841""","=""1.64""","=""L2579"""
"=""6s.6p2""","=""4P""","=""5/2""","=""""","=""9.1631400""","=""""","=""""","=""0.964743""","=""1.52""","=""L2579"""
"=""6s2.7s""","=""2S""","=""1/2""","=""""","=""7.370682""","=""""","=""""","=""-1.792458""","=""2.01""","=""L2579"""
"=""6s2.6d""","=""2D""","=""5/2""","=""""","=""8.5504847""","=""""","=""""","=""1.179803""","=""1.29""","=""L2579"""
"=""6s2.6d""","=""2D""","=""3/2""","=""""","=""8.6466088""","=""""","=""""","=""0.096124""","=""0.81""","=""L2579"""
"=""6s2.7p""","=""2P*""","=""1/2""","=""""","=""9.231738""","=""""","=""""","=""0.585129""","=""0.60""","=""L2579"""
"=""6s2.7p""","=""2P*""","=""3/2""","=""""","=""9.580578""","=""""","=""""","=""0.34884""","=""1.33""","=""L2579"""
"=""6s.6p2""","=""2D""","=""3/2""","=""""","=""10.3010""","=""""","=""""","=""0.7204""","=""""","=""L3466"""
"=""6s.6p2""","=""2D""","=""5/2""","=""""","=""11.031142""","=""""","=""""","=""0.7301""","=""""","=""L2579"""
"=""6s.6p2""","=""2P""","=""1/2""","=""""","=""10.9414""","=""""","=""""","=""-0.0897""","=""""","=""L3466"""
"=""6s.6p2""","=""2P""","=""3/2""","=""""","=""12.9773""","=""""","=""""","=""2.036""","=""""","=""L3466"""
"=""6s2.8s""","=""2S""","=""1/2""","=""""","=""11.056933""","=""""","=""""","=""-1.9204""","=""""","=""L2579"""
"=""6s2.5f""","=""2F*""","=""7/2""","=""""","=""11.470428""","=""""","=""""","=""0.41349""","=""1.11""","=""L2579"""
"=""6s2.5f""","=""2F*""","=""5/2""","=""""","=""11.472340""","=""""","=""""","=""0.00191""","=""0.84""","=""L2579"""
"=""6s2.7d""","=""2D""","=""3/2""","=""""","=""11.689798""","=""""","=""""","=""0.21746""","=""0.80""","=""L2579"""
"=""6s2.7d""","=""2D""","=""5/2""","=""""","=""11.816221""","=""""","=""""","=""0.12642""","=""1.18""","=""L2579"""
"=""6s2.8p""","=""2P*""","=""1/2""","=""""","=""11.7880""","=""""","=""""","=""-0.0282""","=""""","=""L3466"""
"=""6s2.8p""","=""2P*""","=""3/2""","=""""","=""11.9320""","=""""","=""""","=""0.144""","=""""","=""L3466"""
"=""6s2.9s""","=""2S""","=""1/2""","=""""","=""12.5653""","=""""","=""""","=""0.633""","=""1.96""","=""L3466"""
"=""6s2.6f""","=""2F*""","=""7/2""","=""""","=""12.7540""","=""""","=""""","=""0.189""","=""1.14""","=""L3466"""
"=""6s2.6f""","=""2F*""","=""5/2""","=""""","=""12.7556""","=""""","=""""","=""0.002""","=""0.83""","=""L3466"""
"=""6s2.8d""","=""2D""","=""3/2""","=""""","=""12.8192""","=""""","=""""","=""0.064""","=""0.76?""","=""L3466"""
"=""6s2.8d""","=""2D""","=""5/2""","=""""","=""12.9179""","=""""","=""""","=""0.099""","=""1.21""","=""L3466"""
"=""6s2.5g""","=""2G""","=""7/2,9/2""","=""""","=""12.8397""","=""""","=""""","=""-0.078""","=""""","=""L3466"""
"=""6s.6p2""","=""2S""","=""1/2""","=""""","=""12.9312""","=""""","=""""","=""0.091""","=""""","=""L3466"""
"=""6s2.9p""","=""2P*""","=""1/2""","=""""","=""12.9467""","=""""","=""""","=""0.015""","=""""","=""L3466"""
"=""6s2.9p""","=""2P*""","=""3/2""","=""""","=""13.0208""","=""""","=""""","=""0.074""","=""""","=""L3466"""
"=""6s2.10s""","=""2S""","=""1/2""","=""""","=""13.3816""","=""""","=""""","=""0.361""","=""""","=""L3466"""
"=""6s2.7f""","=""2F*""","=""7/2""","=""""","=""13.4559""","=""""","=""""","=""0.074""","=""""","=""L3466"""
"=""6s2.7f""","=""2F*""","=""5/2""","=""""","=""13.4570""","=""""","=""""","=""0.001""","=""""","=""L3466"""
