Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5d8""","=""3F""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Au V (5d7 4F<9/2>)""","=""Limit""","=""---""","=""(""","=""45.0""","="")""","=""1.7""","=""""","=""L8672c99"""
