Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""2s2.2p5""","=""2P*""","=""3/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""L3462"""
"=""2s2.2p5""","=""2P*""","=""1/2""","=""""","=""0.05010710""","=""""","=""0.00000025""","=""0.05010710""","=""L5746"""
"=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""""","=""12.696690""","=""""","=""""","=""12.646583""","="""""
"=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""""","=""12.730752""","=""""","=""""","=""0.03406""","="""""
"=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""","=""""","=""12.750582""","=""""","=""""","=""0.01983""","="""""
"=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""""","=""12.984995""","=""""","=""""","=""0.23441""","="""""
"=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""""","=""13.025319""","=""""","=""""","=""0.04032""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""""","=""14.371989""","=""""","=""""","=""1.34667""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""","=""""","=""14.387235""","=""""","=""""","=""0.01525""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""1/2""","=""""","=""14.399969""","=""""","=""""","=""0.01273""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""","=""""","=""14.504588""","=""""","=""""","=""0.10462""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""","=""""","=""14.526486""","=""""","=""""","=""0.02190""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""","=""""","=""14.544408""","=""""","=""""","=""0.01792""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""","=""""","=""14.554747""","=""""","=""""","=""0.01034""","="""""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""","=""""","=""14.583383""","=""""","=""""","=""0.02864""","="""""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""","=""""","=""14.614380""","=""""","=""""","=""0.03100""","="""""
"=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""","=""""","=""14.680382""","=""""","=""""","=""0.06600""","="""""
