Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5d9""","=""2D""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Au IV (5d8 3F<4>)""","=""Limit""","=""---""","=""(""","=""30.0""","="")""","=""1.6""","=""""","=""L8672c99"""
