Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d2""","=""""","=""2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L7830"""
"=""Sg VI (5f14.6d 2D<3/2>)""","=""Limit""","=""---""","=""[""","=""47.2""","=""]""","=""0.5""","=""""","=""L7830"""
