Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4d5""","=""6S""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Rh VI (4d4 5D<0>)""","=""Limit""","=""---""","=""(""","=""63.0""","="")""","=""1.9""","=""""","=""L8672c99"""
