Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""3s2.3p3""","=""4S*""","=""3/2""","=""""","=""0.00000""","=""""","=""0.00025""","=""""","=""L7185"""
"=""3s2.3p3""","=""2D*""","=""3/2""","=""""","=""2.97717""","=""""","=""0.00025""","=""2.9772""","=""L7185"""
"=""3s2.3p3""","=""2D*""","=""5/2""","=""""","=""3.00657""","=""""","=""0.00025""","=""0.0294""","=""L7185"""
"=""3s2.3p3""","=""2P*""","=""1/2""","=""""","=""4.92938""","=""""","=""0.00025""","=""1.9228""","=""L7185"""
"=""3s2.3p3""","=""2P*""","=""3/2""","=""""","=""4.96931""","=""""","=""0.00025""","=""0.0399""","=""L7185"""
"=""3s.3p4""","=""4P""","=""5/2""","=""""","=""16.94077""","=""""","=""0.00025""","=""11.9715""","=""L7185"""
"=""3s.3p4""","=""4P""","=""3/2""","=""""","=""17.11447""","=""""","=""0.00025""","=""0.1737""","=""L7185"""
"=""3s.3p4""","=""4P""","=""1/2""","=""""","=""17.20952""","=""""","=""0.00025""","=""0.0951""","=""L7185"""
"=""3s.3p4""","=""2D""","=""3/2""","=""""","=""21.02518""","=""""","=""0.00025""","=""3.8157""","=""L7185"""
"=""3s.3p4""","=""2D""","=""5/2""","=""""","=""21.04084""","=""""","=""0.00025""","=""0.0157""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""2P""","=""3/2""","=""""","=""24.15275""","=""""","=""0.00025""","=""3.1119""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""2P""","=""1/2""","=""""","=""24.34197""","=""""","=""0.00025""","=""0.1892""","=""L7185"""
"=""3s.3p4""","=""2S""","=""1/2""","=""""","=""25.51594""","=""""","=""0.00025""","=""1.1740""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4F""","=""3/2""","=""""","=""25.6300""","=""""","=""0.0012""","=""0.1141""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4F""","=""5/2""","=""""","=""25.6852""","=""""","=""0.0012""","=""0.055""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4D""","=""5/2""","=""""","=""27.5699""","=""""","=""0.0012""","=""1.885""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4D""","=""3/2""","=""""","=""27.6126""","=""""","=""0.0012""","=""0.043""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4P""","=""5/2""","=""""","=""31.9712""","=""""","=""0.0012""","=""4.359""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4P""","=""3/2""","=""""","=""32.1461""","=""""","=""0.0012""","=""0.175""","=""L7185"""
"=""3s2.3p2.(3P).3d""","=""4P""","=""1/2""","=""""","=""32.2019""","=""""","=""0.0012""","=""0.056""","=""L7185"""
"=""3s.3p4""","=""2P""","=""3/2""","=""""","=""32.1389""","=""""","=""0.0012""","=""-0.063""","=""L7185"""
"=""3s.3p4""","=""2P""","=""1/2""","=""""","=""32.3452""","=""""","=""0.0012""","=""0.206""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2D""","=""5/2""","=""""","=""34.7881""","=""""","=""0.0012""","=""2.443""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2D""","=""3/2""","=""""","=""34.8439""","=""""","=""0.0012""","=""0.056""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2P""","=""3/2""","=""""","=""35.9847""","=""""","=""0.0012""","=""1.141""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2P""","=""1/2""","=""""","=""36.0526""","=""""","=""0.0012""","=""0.068""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2F""","=""5/2""","=""""","=""36.2650""","=""""","=""0.0012""","=""0.212""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2F""","=""7/2""","=""""","=""36.3224""","=""""","=""0.0012""","=""0.057""","=""L7185"""
"=""3s2.3p2.(1D).3d""","=""2S""","=""1/2""","=""""","=""36.3258""","=""""","=""0.0012""","=""0.003""","=""L7185"""
"=""3s2.3p2.(1S).3d""","=""2D""","=""5/2""","=""""","=""37.6726""","=""""","=""0.0012""","=""1.347""","=""L7185"""
"=""3s2.3p2.(1S).3d""","=""2D""","=""3/2""","=""""","=""37.7502""","=""""","=""0.0012""","=""0.078""","=""L7185"""
"=""3s2.3p2.(3P).4s""","=""4P""","=""1/2""","=""""","=""41.7366""","=""""","=""0.0012""","=""3.986""","=""L7185"""
"=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""""","=""41.8626""","=""""","=""0.0012""","=""0.126""","=""L7185"""
"=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""","=""""","=""42.0520""","=""""","=""0.0012""","=""0.189""","=""L7185"""
"=""3s2.3p2.(3P).4s""","=""2P""","=""1/2""","=""""","=""42.6183""","=""""","=""0.0012""","=""0.566""","=""L7185"""
"=""3s2.3p2.(3P).4s""","=""2P""","=""3/2""","=""""","=""42.8415""","=""""","=""0.0012""","=""0.223""","=""L7185"""
"=""3s2.3p2.(1D).4s""","=""2D""","=""5/2""","=""""","=""44.2638""","=""""","=""0.0012""","=""1.422""","=""L7185"""
"=""3s2.3p2.(1D).4s""","=""2D""","=""3/2""","=""""","=""44.2686""","=""""","=""0.0012""","=""0.005""","=""L7185"""
"=""3s2.3p2.(1S).4s""","=""2S""","=""1/2""","=""""","=""47.2372""","=""""","=""0.0012""","=""2.969""","=""L7185"""
"=""K VI (3p2 3P<0>)""","=""Limit""","=""---""","=""[""","=""82.66""","=""]""","=""0.16""","=""""","=""L241"""
