Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""6s""","=""2S""","=""1/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""""","=""L11975"""
"=""5d""","=""2D""","=""3/2""","=""""","=""0.6042806""","=""""","=""""","=""0.6042806""","=""0.79""","=""L9224"""
"=""5d""","=""2D""","=""5/2""","=""""","=""0.7035864""","=""""","=""""","=""0.099306""","=""1.12""","=""L9224"""
"=""6p""","=""2P*""","=""1/2""","=""""","=""2.5121134""","=""""","=""""","=""1.808527""","=""""","=""L9224"""
"=""6p""","=""2P*""","=""3/2""","=""""","=""2.7217512""","=""""","=""""","=""0.209638""","=""1.32""","=""L9224"""
"=""7s""","=""2S""","=""1/2""","=""""","=""5.2513724""","=""""","=""""","=""2.529621""","=""1.98""","=""L9224"""
"=""6d""","=""2D""","=""3/2""","=""""","=""5.6970085""","=""""","=""""","=""0.445636""","=""0.79""","=""L9224"""
"=""6d""","=""2D""","=""5/2""","=""""","=""5.7224717""","=""""","=""""","=""0.025463""","=""1.18""","=""L9224"""
"=""4f""","=""2F*""","=""5/2""","=""""","=""5.9833059""","=""""","=""""","=""0.260834""","=""""","=""L9224"""
"=""4f""","=""2F*""","=""7/2""","=""""","=""6.0111671""","=""""","=""""","=""0.027861""","=""""","=""L9224"""
"=""7p""","=""2P*""","=""1/2""","=""""","=""6.1235575""","=""""","=""""","=""0.112390""","=""""","=""L9224"""
"=""7p""","=""2P*""","=""3/2""","=""""","=""6.2006159""","=""""","=""""","=""0.077058""","=""""","=""L9224"""
"=""5f""","=""2F*""","=""5/2""","=""""","=""7.1155675""","=""""","=""""","=""0.914952""","=""""","=""L9224"""
"=""5f""","=""2F*""","=""7/2""","=""""","=""7.1454250""","=""""","=""""","=""0.029858""","=""""","=""L9224"""
"=""8s""","=""2S""","=""1/2""","=""""","=""7.1942093""","=""""","=""""","=""0.048784""","=""""","=""L9224"""
"=""7d""","=""2D""","=""3/2""","=""""","=""7.4142866""","=""""","=""""","=""0.220077""","=""""","=""L9224"""
"=""7d""","=""2D""","=""5/2""","=""""","=""7.4260246""","=""""","=""""","=""0.011738""","=""""","=""L9224"""
"=""8p""","=""2P*""","=""1/2""","=""""","=""7.60513""","=""""","=""""","=""0.17911""","=""""","=""L3726"""
"=""8p""","=""2P*""","=""3/2""","=""""","=""7.64263""","=""""","=""""","=""0.0375""","=""""","=""L3726"""
"=""5g""","=""2G""","=""7/2""","=""""","=""7.8143180""","=""u""","=""""","=""0.17169""","=""""","=""L9224"""
"=""5g""","=""2G""","=""9/2""","=""""","=""7.8143180""","=""u""","=""""","=""0.000000""","=""""","=""L9224"""
"=""6f""","=""2F*""","=""5/2""","=""""","=""8.008924""","=""""","=""""","=""0.194606""","=""""","=""L6094"""
"=""6f""","=""2F*""","=""7/2""","=""""","=""8.021416""","=""""","=""""","=""0.01249""","=""""","=""L6094"""
"=""9s""","=""2S""","=""1/2""","=""""","=""8.1437342""","=""""","=""""","=""0.122318""","=""""","=""L9224"""
"=""8d""","=""2D""","=""3/2""","=""""","=""8.2664792""","=""""","=""""","=""0.122745""","=""""","=""L9224"""
"=""8d""","=""2D""","=""5/2""","=""""","=""8.2729189""","=""""","=""""","=""0.006440""","=""""","=""L9224"""
"=""9p""","=""2P*""","=""1/2""","=""""","=""8.37032""","=""""","=""""","=""0.09740""","=""""","=""L3726"""
"=""9p""","=""2P*""","=""3/2""","=""""","=""8.39142""","=""""","=""""","=""0.0211""","=""""","=""L3726"""
"=""6g""","=""2G""","=""7/2""","=""""","=""8.4837545""","=""u""","=""""","=""0.09233""","=""""","=""L9224"""
"=""6g""","=""2G""","=""9/2""","=""""","=""8.4837545""","=""u""","=""""","=""0.000000""","=""""","=""L9224"""
"=""7f""","=""2F*""","=""5/2""","=""""","=""8.581163""","=""""","=""""","=""0.097409""","=""""","=""L6094"""
"=""7f""","=""2F*""","=""7/2""","=""""","=""8.587203""","=""""","=""""","=""0.00604""","=""""","=""L6094"""
"=""10s""","=""2S""","=""1/2""","=""""","=""8.6807021""","=""""","=""""","=""0.093499""","=""""","=""L9224"""
"=""9d""","=""2D""","=""3/2""","=""""","=""8.7557947""","=""""","=""""","=""0.075093""","=""""","=""L9224"""
"=""9d""","=""2D""","=""5/2""","=""""","=""8.7597198""","=""""","=""""","=""0.003925""","=""""","=""L9224"""
"=""10p""","=""2P*""","=""1/2""","=""""","=""8.81897""","=""""","=""""","=""0.05925""","=""""","=""L3726"""
"=""10p""","=""2P*""","=""3/2""","=""""","=""8.83204""","=""""","=""""","=""0.0131""","=""""","=""L3726"""
"=""7g""","=""2G""","=""7/2""","=""""","=""8.8875126""","=""u""","=""""","=""0.05547""","=""""","=""L9224"""
"=""7g""","=""2G""","=""9/2""","=""""","=""8.8875126""","=""u""","=""""","=""0.000000""","=""""","=""L9224"""
"=""8f""","=""2F*""","=""5/2""","=""""","=""8.944564""","=""""","=""""","=""0.057051""","=""""","=""L6094"""
"=""8f""","=""2F*""","=""7/2""","=""""","=""8.947963""","=""""","=""""","=""0.00340""","=""""","=""L6094"""
"=""11s""","=""2S""","=""1/2""","=""""","=""9.014306""","=""""","=""""","=""0.06634""","=""""","=""L6094"""
"=""10d""","=""2D""","=""3/2""","=""""","=""9.063441""","=""""","=""""","=""0.04913""","=""""","=""L6094"""
"=""10d""","=""2D""","=""5/2""","=""""","=""9.066016""","=""""","=""""","=""0.00258""","=""""","=""L6094"""
"=""11p""","=""2P*""","=""1/2""","=""""","=""9.10490""","=""""","=""""","=""0.03888""","=""""","=""L3726"""
"=""11p""","=""2P*""","=""3/2""","=""""","=""9.11367""","=""""","=""""","=""0.0088""","=""""","=""L3726"""
"=""8g""","=""2G""","=""7/2""","=""""","=""9.149522""","=""u""","=""""","=""0.03585""","=""""","=""L6094"""
"=""8g""","=""2G""","=""9/2""","=""""","=""9.149522""","=""u""","=""""","=""0.00000""","=""""","=""L6094"""
"=""9f""","=""2F*""","=""5/2""","=""""","=""9.186119""","=""""","=""""","=""0.03660""","=""""","=""L6094"""
"=""9f""","=""2F*""","=""7/2""","=""""","=""9.188335""","=""""","=""""","=""0.00222""","=""""","=""L6094"""
"=""12s""","=""2S""","=""1/2""","=""""","=""9.235785""","=""""","=""""","=""0.04745""","=""""","=""L6094"""
"=""11d""","=""2D""","=""3/2""","=""""","=""9.269741""","=""""","=""""","=""0.03396""","=""""","=""L6094"""
"=""11d""","=""2D""","=""5/2""","=""""","=""9.271511""","=""""","=""""","=""0.00177""","=""""","=""L6094"""
"=""12p""","=""2P*""","=""1/2""","=""""","=""9.29849""","=""""","=""""","=""0.02698""","=""""","=""L3726"""
"=""12p""","=""2P*""","=""3/2""","=""""","=""9.30463""","=""""","=""""","=""0.0061""","=""""","=""L3726"""
"=""9g""","=""2G""","=""7/2""","=""""","=""9.329083""","=""u""","=""""","=""0.02445""","=""""","=""L6094"""
"=""9g""","=""2G""","=""9/2""","=""""","=""9.329083""","=""u""","=""""","=""0.00000""","=""""","=""L6094"""
"=""10f""","=""2F*""","=""5/2""","=""""","=""9.35430""","=""""","=""""","=""0.02522""","=""""","=""L3726"""
"=""10f""","=""2F*""","=""7/2""","=""""","=""9.35572""","=""""","=""""","=""0.0014""","=""""","=""L3726"""
"=""12d""","=""2D""","=""5/2""","=""""","=""9.416100""","=""""","=""""","=""0.06038""","=""""","=""L6094"""
"=""10g""","=""2G""","=""7/2""","=""""","=""9.457475""","=""u""","=""""","=""0.04138""","=""""","=""L6094"""
"=""10g""","=""2G""","=""9/2""","=""""","=""9.457475""","=""u""","=""""","=""0.00000""","=""""","=""L6094"""
"=""11f""","=""2F*""","=""5/2""","=""""","=""9.47557""","=""""","=""""","=""0.01809""","=""""","=""L3726"""
"=""11f""","=""2F*""","=""7/2""","=""""","=""9.47657""","=""""","=""""","=""0.0010""","=""""","=""L3726"""
"=""12f""","=""2F*""","=""5/2""","=""""","=""9.56591""","=""""","=""""","=""0.0893""","=""""","=""L3726"""
"=""12f""","=""2F*""","=""7/2""","=""""","=""9.56670""","=""""","=""""","=""0.0008""","=""""","=""L3726"""
"=""13f""","=""2F*""","=""5/2""","=""""","=""9.6348""","=""""","=""""","=""0.0681""","=""""","=""L3726"""
"=""13f""","=""2F*""","=""7/2""","=""""","=""9.6354""","=""""","=""""","=""0.001""","=""""","=""L3726"""
"=""14f""","=""2F*""","=""5/2""","=""""","=""9.6910""","=""u""","=""""","=""0.056""","=""""","=""L3726"""
"=""14f""","=""2F*""","=""7/2""","=""""","=""9.6910""","=""u""","=""""","=""0.000""","=""""","=""L3726"""
"=""20s""","=""2S""","=""1/2""","=""""","=""9.802072""","=""""","=""""","=""0.1111""","=""""","=""L6737"""
"=""19d""","=""2D""","=""3/2""","=""""","=""9.806772""","=""""","=""""","=""0.00470""","=""""","=""L6737"""
"=""19d""","=""2D""","=""5/2""","=""""","=""9.807008""","=""""","=""""","=""0.00024""","=""""","=""L6737"""
"=""21s""","=""2S""","=""1/2""","=""""","=""9.824570""","=""""","=""""","=""0.01756""","=""""","=""L6737"""
"=""20d""","=""2D""","=""3/2""","=""""","=""9.828503""","=""""","=""""","=""0.00393""","=""""","=""L6737"""
"=""20d""","=""2D""","=""5/2""","=""""","=""9.828712""","=""""","=""""","=""0.00021""","=""""","=""L6737"""
"=""22s""","=""2S""","=""1/2""","=""""","=""9.843494""","=""""","=""""","=""0.01478""","=""""","=""L6737"""
"=""21d""","=""2D""","=""3/2""","=""""","=""9.846830""","=""""","=""""","=""0.00334""","=""""","=""L6737"""
"=""21d""","=""2D""","=""5/2""","=""""","=""9.847002""","=""""","=""""","=""0.00017""","=""""","=""L6737"""
"=""23s""","=""2S""","=""1/2""","=""""","=""9.859593""","=""""","=""""","=""0.01259""","=""""","=""L6737"""
"=""22d""","=""2D""","=""3/2""","=""""","=""9.862423""","=""""","=""""","=""0.00283""","=""""","=""L6737"""
"=""22d""","=""2D""","=""5/2""","=""""","=""9.862514""","=""""","=""""","=""0.00009""","=""""","=""L6737"""
"=""24s""","=""2S""","=""1/2""","=""""","=""9.873368""","=""""","=""""","=""0.01085""","=""""","=""L6737"""
"=""23d""","=""2D""","=""3/2""","=""""","=""9.875834""","=""""","=""""","=""0.00247""","=""""","=""L6737"""
"=""23d""","=""2D""","=""5/2""","=""""","=""9.875956""","=""""","=""""","=""0.00012""","=""""","=""L6737"""
"=""25s""","=""2S""","=""1/2""","=""""","=""9.885263""","=""""","=""""","=""0.00931""","=""""","=""L6737"""
"=""24d""","=""2D""","=""3/2""","=""""","=""9.887395""","=""""","=""""","=""0.00213""","=""""","=""L6737"""
"=""24d""","=""2D""","=""5/2""","=""""","=""9.887509""","=""""","=""""","=""0.00011""","=""""","=""L6737"""
"=""26s""","=""2S""","=""1/2""","=""""","=""9.895597""","=""""","=""""","=""0.00809""","=""""","=""L6737"""
"=""25d""","=""2D""","=""3/2""","=""""","=""9.897450""","=""""","=""""","=""0.00185""","=""""","=""L6737"""
"=""25d""","=""2D""","=""5/2""","=""""","=""9.897548""","=""""","=""""","=""0.00010""","=""""","=""L6737"""
"=""27s""","=""2S""","=""1/2""","=""""","=""9.904643""","=""""","=""""","=""0.00709""","=""""","=""L6737"""
"=""26d""","=""2D""","=""3/2""","=""""","=""9.906272""","=""""","=""""","=""0.00163""","=""""","=""L6737"""
"=""26d""","=""2D""","=""5/2""","=""""","=""9.906366""","=""""","=""""","=""0.00009""","=""""","=""L6737"""
"=""28s""","=""2S""","=""1/2""","=""""","=""9.912600""","=""""","=""""","=""0.00623""","=""""","=""L6737"""
"=""27d""","=""2D""","=""3/2""","=""""","=""9.91404""","=""""","=""""","=""0.00144""","=""""","=""L6737"""
"=""27d""","=""2D""","=""5/2""","=""""","=""9.914113""","=""""","=""""","=""0.00007""","=""""","=""L6737"""
"=""29s""","=""2S""","=""1/2""","=""""","=""9.919631""","=""""","=""""","=""0.00552""","=""""","=""L6737"""
"=""28d""","=""2D""","=""3/2""","=""""","=""9.920906""","=""""","=""""","=""0.00127""","=""""","=""L6737"""
"=""28d""","=""2D""","=""5/2""","=""""","=""9.920970""","=""""","=""""","=""0.00006""","=""""","=""L6737"""
"=""30s""","=""2S""","=""1/2""","=""""","=""9.925879""","=""""","=""""","=""0.00491""","=""""","=""L6737"""
"=""29d""","=""2D""","=""3/2""","=""""","=""9.927022""","=""""","=""""","=""0.00114""","=""""","=""L6737"""
"=""29d""","=""2D""","=""5/2""","=""""","=""9.927073""","=""""","=""""","=""0.00005""","=""""","=""L6737"""
"=""31s""","=""2S""","=""1/2""","=""""","=""9.931468""","=""""","=""""","=""0.00440""","=""""","=""L6737"""
"=""30d""","=""2D""","=""3/2""","=""""","=""9.932509""","=""u""","=""""","=""0.00104""","=""""","=""L6737"""
"=""30d""","=""2D""","=""5/2""","=""""","=""9.932509""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""32s""","=""2S""","=""1/2""","=""""","=""9.936452""","=""""","=""""","=""0.00394""","=""""","=""L6737"""
"=""31d""","=""2D""","=""3/2""","=""""","=""9.937403""","=""u""","=""""","=""0.00095""","=""""","=""L6737"""
"=""31d""","=""2D""","=""5/2""","=""""","=""9.937403""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""33s""","=""2S""","=""1/2""","=""""","=""9.940965""","=""""","=""""","=""0.00356""","=""""","=""L6737"""
"=""32d""","=""2D""","=""3/2""","=""""","=""9.941813""","=""u""","=""""","=""0.00085""","=""""","=""L6737"""
"=""32d""","=""2D""","=""5/2""","=""""","=""9.941813""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""34s""","=""2S""","=""1/2""","=""""","=""9.945037""","=""""","=""""","=""0.00322""","=""""","=""L6737"""
"=""33d""","=""2D""","=""3/2""","=""""","=""9.945795""","=""u""","=""""","=""0.00076""","=""""","=""L6737"""
"=""33d""","=""2D""","=""5/2""","=""""","=""9.945795""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""35s""","=""2S""","=""1/2""","=""""","=""9.948712""","=""""","=""""","=""0.00292""","=""""","=""L6737"""
"=""34d""","=""2D""","=""3/2""","=""""","=""9.949406""","=""u""","=""""","=""0.00069""","=""""","=""L6737"""
"=""34d""","=""2D""","=""5/2""","=""""","=""9.949406""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""36s""","=""2S""","=""1/2""","=""""","=""9.952060""","=""""","=""""","=""0.00265""","=""""","=""L6737"""
"=""35d""","=""2D""","=""3/2""","=""""","=""9.952693""","=""u""","=""""","=""0.00063""","=""""","=""L6737"""
"=""35d""","=""2D""","=""5/2""","=""""","=""9.952693""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""37s""","=""2S""","=""1/2""","=""""","=""9.955107""","=""""","=""""","=""0.00241""","=""""","=""L6737"""
"=""36d""","=""2D""","=""3/2""","=""""","=""9.955684""","=""u""","=""""","=""0.00058""","=""""","=""L6737"""
"=""36d""","=""2D""","=""5/2""","=""""","=""9.955684""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""38s""","=""2S""","=""1/2""","=""""","=""9.957906""","=""""","=""""","=""0.00222""","=""""","=""L6737"""
"=""37d""","=""2D""","=""3/2""","=""""","=""9.958429""","=""u""","=""""","=""0.00052""","=""""","=""L6737"""
"=""37d""","=""2D""","=""5/2""","=""""","=""9.958429""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""39s""","=""2S""","=""1/2""","=""""","=""9.960457""","=""""","=""""","=""0.00203""","=""""","=""L6737"""
"=""38d""","=""2D""","=""3/2""","=""""","=""9.960945""","=""u""","=""""","=""0.00049""","=""""","=""L6737"""
"=""38d""","=""2D""","=""5/2""","=""""","=""9.960945""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""40s""","=""2S""","=""1/2""","=""""","=""9.962794""","=""""","=""""","=""0.00185""","=""""","=""L6737"""
"=""39d""","=""2D""","=""3/2""","=""""","=""9.963235""","=""u""","=""""","=""0.00044""","=""""","=""L6737"""
"=""39d""","=""2D""","=""5/2""","=""""","=""9.963235""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""41s""","=""2S""","=""1/2""","=""""","=""9.964957""","=""""","=""""","=""0.00172""","=""""","=""L6737"""
"=""40d""","=""2D""","=""3/2""","=""""","=""9.965366""","=""u""","=""""","=""0.00041""","=""""","=""L6737"""
"=""40d""","=""2D""","=""5/2""","=""""","=""9.965366""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""42s""","=""2S""","=""1/2""","=""""","=""9.966948""","=""""","=""""","=""0.00158""","=""""","=""L6737"""
"=""41d""","=""2D""","=""3/2""","=""""","=""9.967330""","=""u""","=""""","=""0.00038""","=""""","=""L6737"""
"=""41d""","=""2D""","=""5/2""","=""""","=""9.967330""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""43s""","=""2S""","=""1/2""","=""""","=""9.968792""","=""""","=""""","=""0.00146""","=""""","=""L6737"""
"=""42d""","=""2D""","=""3/2""","=""""","=""9.969153""","=""u""","=""""","=""0.00036""","=""""","=""L6737"""
"=""42d""","=""2D""","=""5/2""","=""""","=""9.969153""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""44s""","=""2S""","=""1/2""","=""""","=""9.970503""","=""""","=""""","=""0.00135""","=""""","=""L6737"""
"=""43d""","=""2D""","=""3/2""","=""""","=""9.970829""","=""u""","=""""","=""0.00033""","=""""","=""L6737"""
"=""43d""","=""2D""","=""5/2""","=""""","=""9.970829""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""45s""","=""2S""","=""1/2""","=""""","=""9.972100""","=""""","=""""","=""0.00127""","=""""","=""L6737"""
"=""44d""","=""2D""","=""3/2""","=""""","=""9.972404""","=""u""","=""""","=""0.00030""","=""""","=""L6737"""
"=""44d""","=""2D""","=""5/2""","=""""","=""9.972404""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""46s""","=""2S""","=""1/2""","=""""","=""9.973575""","=""""","=""""","=""0.00117""","=""""","=""L6737"""
"=""45d""","=""2D""","=""3/2""","=""""","=""9.973856""","=""u""","=""""","=""0.00028""","=""""","=""L6737"""
"=""45d""","=""2D""","=""5/2""","=""""","=""9.973856""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""47s""","=""2S""","=""1/2""","=""""","=""9.974959""","=""""","=""""","=""0.00110""","=""""","=""L6737"""
"=""46d""","=""2D""","=""3/2""","=""""","=""9.975232""","=""u""","=""""","=""0.00027""","=""""","=""L6737"""
"=""46d""","=""2D""","=""5/2""","=""""","=""9.975232""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""48s""","=""2S""","=""1/2""","=""""","=""9.976247""","=""""","=""""","=""0.00102""","=""""","=""L6737"""
"=""47d""","=""2D""","=""3/2""","=""""","=""9.976486""","=""u""","=""""","=""0.00024""","=""""","=""L6737"""
"=""47d""","=""2D""","=""5/2""","=""""","=""9.976486""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""49s""","=""2S""","=""1/2""","=""""","=""9.977440""","=""""","=""""","=""0.00095""","=""""","=""L6737"""
"=""48d""","=""2D""","=""3/2""","=""""","=""9.977679""","=""u""","=""""","=""0.00024""","=""""","=""L6737"""
"=""48d""","=""2D""","=""5/2""","=""""","=""9.977679""","=""u""","=""""","=""0.00000""","=""""","=""L6737"""
"=""50s""","=""2S""","=""1/2""","=""""","=""9.978571""","=""""","=""""","=""0.00089""","=""""","=""L6737"""
"=""Ba III (5s2.5p6 1S<0>)""","=""Limit""","=""---""","=""""","=""10.003826""","=""""","=""0.000012""","=""""","=""""","=""L9224"""
