Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5s2.5p3""","=""4S*""","=""3/2""","=""""","=""0.00000""","=""""","=""0""","=""""","=""L11173"""
"=""5s2.5p3""","=""2D*""","=""3/2""","=""""","=""1.64490""","=""""","=""""","=""1.64490""","=""L11173"""
"=""5s2.5p3""","=""2D*""","=""5/2""","=""""","=""2.17105""","=""""","=""""","=""0.5262""","=""L11173"""
"=""5s2.5p3""","=""2P*""","=""1/2""","=""""","=""3.47607""","=""""","=""""","=""1.3050""","=""L11173"""
"=""5s2.5p3""","=""2P*""","=""3/2""","=""""","=""4.41999""","=""""","=""""","=""0.9439""","=""L11173"""
"=""5s.5p4""","=""4P""","=""5/2""","=""""","=""12.35674""","=""""","=""""","=""7.9367""","=""L11502"""
"=""5s.5p4""","=""4P""","=""3/2""","=""""","=""13.25679""","=""""","=""""","=""0.9001""","=""L11502"""
"=""5s.5p4""","=""4P""","=""1/2""","=""""","=""13.54582""","=""""","=""""","=""0.2890""","=""L11502"""
"=""5s.5p4""","=""2D""","=""3/2""","=""""","=""15.11726""","=""""","=""""","=""1.5714""","=""L11502"""
"=""5s.5p4""","=""2D""","=""5/2""","=""""","=""15.55688""","=""""","=""""","=""0.4396""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2P""","=""3/2""","=""""","=""16.49330""","=""""","=""""","=""0.9364""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2P""","=""1/2""","=""""","=""16.96058""","=""""","=""""","=""0.4673""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""3/2""","=""""","=""16.73546""","=""""","=""""","=""-0.2251""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""5/2""","=""""","=""16.92333""","=""""","=""""","=""0.1879""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""7/2""","=""""","=""17.55924""","=""""","=""""","=""0.6359""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""9/2""","=""""","=""18.10059""","=""""","=""""","=""0.5414""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2F""","=""5/2""","=""""","=""17.58398""","=""""","=""""","=""-0.5166""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2F""","=""7/2""","=""""","=""17.97910""","=""""","=""""","=""0.3951""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""1/2""","=""""","=""17.99081""","=""""","=""""","=""0.0117""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""","=""""","=""18.12730""","=""""","=""""","=""0.1365""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""5/2""","=""""","=""18.43459""","=""""","=""""","=""0.3073""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""7/2""","=""""","=""19.32466""","=""""","=""""","=""0.8901""","=""L11502"""
"=""5s.5p4""","=""2S""","=""1/2""","=""""","=""18.68904""","=""""","=""""","=""-0.6356""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""1/2""","=""""","=""19.49094""","=""""","=""""","=""0.8019""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""3/2""","=""""","=""20.49211""","=""""","=""""","=""1.0012""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""","=""""","=""21.13810""","=""""","=""""","=""0.6460""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""","=""""","=""19.79318""","=""""","=""""","=""-1.3449""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""","=""""","=""20.01535""","=""""","=""""","=""0.2222""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""1/2""","=""""","=""20.19287""","=""""","=""""","=""0.1775""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2G""","=""7/2""","=""""","=""19.91993""","=""""","=""""","=""-0.2729""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2G""","=""9/2""","=""""","=""20.26684""","=""""","=""""","=""0.3469""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""","=""""","=""20.28341""","=""""","=""""","=""0.0166""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""","=""""","=""20.95352""","=""""","=""""","=""0.6701""","=""L11502"""
"=""5s.5p4""","=""2P""","=""3/2""","=""""","=""20.58079""","=""""","=""""","=""-0.3727""","=""L11502"""
"=""5s.5p4""","=""2P""","=""1/2""","=""""","=""22.06312""","=""""","=""""","=""1.4823""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""2P""","=""1/2""","=""""","=""20.73095""","=""""","=""""","=""-1.3322""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""2P""","=""3/2""","=""""","=""21.47677""","=""""","=""""","=""0.7458""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2P""","=""1/2""","=""""","=""21.43590""","=""""","=""""","=""-0.0409""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2P""","=""3/2""","=""""","=""22.63592""","=""""","=""""","=""1.2000""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2F""","=""5/2""","=""""","=""21.82641""","=""""","=""""","=""-0.8095""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2F""","=""7/2""","=""""","=""22.05968""","=""""","=""""","=""0.2333""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""","=""""","=""21.83637""","=""""","=""""","=""-0.2233""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2D""","=""5/2""","=""""","=""22.19323""","=""""","=""""","=""0.3569""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4G*""","=""5/2""","=""""","=""22.33594""","=""""","=""""","=""0.1427""","=""L11502"""
