Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6p4""","=""3P""","=""2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L16139"""
"=""Rn IV (6p3 4S*<3/2>)""","=""Limit""","=""---""","=""[""","=""29.4""","=""]""","=""1.0""","=""""","=""L16139"""
