Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""4d7.(a 4F).5s""","=""a 5F""","=""5""","=""""","=""0.000000""","=""""","=""0""","=""""","=""1.397""","=""L3466"""
"=""4d7.(a 4F).5s""","=""a 5F""","=""4""","=""""","=""0.147621""","=""""","=""""","=""0.147621""","=""1.349""","="""""
"=""4d7.(a 4F).5s""","=""a 5F""","=""3""","=""""","=""0.259318""","=""""","=""""","=""0.11170""","=""1.249""","="""""
"=""4d7.(a 4F).5s""","=""a 5F""","=""2""","=""""","=""0.336399""","=""""","=""""","=""0.07708""","=""1.000""","="""""
"=""4d7.(a 4F).5s""","=""a 5F""","=""1""","=""""","=""0.385032""","=""""","=""""","=""0.04863""","=""0.000""","="""""
"=""4d7.(a 4F).5s""","=""a 3F""","=""4""","=""""","=""0.811480""","=""""","=""""","=""0.42645""","=""1.284""","="""""
"=""4d7.(a 4F).5s""","=""a 3F""","=""3""","=""""","=""1.002303""","=""""","=""""","=""0.19082""","=""1.196""","="""""
"=""4d7.(a 4F).5s""","=""a 3F""","=""2""","=""""","=""1.138629""","=""""","=""""","=""0.13633""","=""1.089""","="""""
"=""4d6.5s2""","=""a 5D""","=""4""","=""""","=""0.927782""","=""""","=""""","=""-0.21085""","=""1.447""","="""""
"=""4d6.5s2""","=""a 5D""","=""3""","=""""","=""1.063217""","=""""","=""""","=""0.13544""","=""1.420""","="""""
"=""4d6.5s2""","=""a 5D""","=""2""","=""""","=""1.123004""","=""""","=""""","=""0.05979""","=""1.232""","="""""
"=""4d6.5s2""","=""a 5D""","=""1""","=""""","=""1.124906""","=""""","=""""","=""0.00190""","=""1.795""","="""""
"=""4d6.5s2""","=""a 5D""","=""0""","=""""","=""1.176904""","=""""","=""""","=""0.05200""","=""0""","="""""
"=""4d7.(a 4P).5s""","=""a 5P""","=""2""","=""""","=""0.997290""","=""""","=""""","=""-0.17961""","=""1.536""","="""""
"=""4d7.(a 4P).5s""","=""a 5P""","=""3""","=""""","=""1.087457""","=""""","=""""","=""0.09017""","=""1.624""","="""""
"=""4d7.(a 4P).5s""","=""a 5P""","=""1""","=""""","=""1.192764""","=""""","=""""","=""0.10531""","=""1.985""","="""""
"=""4d8""","=""b 3F""","=""4""","=""""","=""1.130814""","=""""","=""""","=""-0.06195""","=""1.255""","="""""
"=""4d8""","=""b 3F""","=""3""","=""""","=""1.321005""","=""""","=""""","=""0.19019""","=""1.086""","="""""
"=""4d8""","=""b 3F""","=""2""","=""""","=""1.419286""","=""""","=""""","=""0.09828""","=""0.764""","="""""
"=""4d7.(a 2P).5s""","=""a 3P""","=""2""","=""""","=""1.317150""","=""""","=""""","=""-0.10214""","=""1.534""","="""""
"=""4d7.(a 2P).5s""","=""a 3P""","=""0""","=""""","=""1.457139""","=""""","=""""","=""0.13999""","=""0""","="""""
"=""4d7.(a 2P).5s""","=""a 3P""","=""1""","=""""","=""1.461284""","=""""","=""""","=""0.00415""","=""1.684""","="""""
"=""4d7.(a 2G).5s""","=""a 3G""","=""5""","=""""","=""1.513481""","=""""","=""""","=""0.05220""","=""1.190""","="""""
"=""4d7.(a 2G).5s""","=""a 3G""","=""4""","=""""","=""1.589067""","=""""","=""""","=""0.07559""","=""1.033""","="""""
"=""4d7.(a 2G).5s""","=""a 3G""","=""3""","=""""","=""1.698468""","=""""","=""""","=""0.10940""","=""0.757""","="""""
"=""4d7.(a 4P).5s""","=""b 3P""","=""2""","=""""","=""1.691857""","=""""","=""""","=""-0.00661""","=""1.315""","="""""
"=""4d7.(a 4P).5s""","=""b 3P""","=""1""","=""""","=""1.733506""","=""""","=""""","=""0.04165""","=""1.441""","="""""
"=""4d7.(a 4P).5s""","=""b 3P""","=""0""","=""""","=""1.838376""","=""""","=""""","=""0.10487""","=""0""","="""""
"=""4d7.(a 2G).5s""","=""a 1G""","=""4""","=""""","=""1.822607""","=""""","=""""","=""-0.01577""","=""0.992""","="""""
"=""4d7.(a 2D).5s""","=""a 3D""","=""2""","=""""","=""1.866467""","=""""","=""""","=""0.04386""","=""1.162""","="""""
"=""4d7.(a 2D).5s""","=""a 3D""","=""3""","=""""","=""2.007380""","=""""","=""""","=""0.14091""","=""1.333""","="""""
"=""4d7.(a 2D).5s""","=""a 3D""","=""1""","=""""","=""2.072096""","=""""","=""""","=""0.06472""","=""0.676""","="""""
"=""4d7.(a 2H).5s""","=""a 3H""","=""6""","=""""","=""1.927974""","=""""","=""""","=""-0.14412""","=""1.164""","="""""
"=""4d7.(a 2H).5s""","=""a 3H""","=""5""","=""""","=""2.013520""","=""""","=""""","=""0.08555""","=""1.041""","="""""
"=""4d7.(a 2H).5s""","=""a 3H""","=""4""","=""""","=""2.119742""","=""""","=""""","=""0.10622""","=""0.834""","="""""
"=""4d7.(a 2D).5s""","=""a 1D""","=""2""","=""""","=""2.113431""","=""""","=""""","=""-0.00631""","=""1.175""","="""""
"=""4d7.(a 2H).5s""","=""a 1H""","=""5""","=""""","=""2.486591""","=""""","=""""","=""0.37316""","=""1.007""","="""""
"=""4d7.(a 2P).5s""","=""a 1P""","=""1""","=""""","=""2.509689""","=""""","=""""","=""0.02310""","=""0.927""","="""""
"=""4d8""","=""c 3P""","=""2""","=""""","=""2.595454""","=""""","=""""","=""0.08577""","=""1.343""","="""""
"=""4d8""","=""c 3P""","=""1""","=""""","=""2.763935""","=""""","=""""","=""0.16848""","=""1.35""","="""""
"=""4d8""","=""c 3P""","=""0""","=""""","=""2.997154""","=""?""","=""""","=""0.23322""","=""""","="""""
"=""4d6.5s2""","=""c 3F""","=""4""","=""""","=""2.683401""","=""""","=""""","=""-0.31375""","=""1.08""","="""""
"=""4d6.5s2""","=""c 3F""","=""2""","=""""","=""2.770196""","=""""","=""""","=""0.08679""","=""0.697""","="""""
"=""4d6.5s2""","=""c 3F""","=""3""","=""""","=""2.779659""","=""""","=""""","=""0.00946""","=""1.070""","="""""
"=""4d6.5s2""","=""b 3H""","=""6""","=""""","=""2.747745""","=""""","=""""","=""-0.03191""","=""1.063""","="""""
"=""4d6.5s2""","=""b 3H""","=""5""","=""""","=""2.791985""","=""""","=""""","=""0.04424""","=""0.99""","="""""
"=""4d6.5s2""","=""b 3H""","=""4""","=""""","=""2.852228""","=""""","=""""","=""0.06024""","=""0.91?""","="""""
"=""4d8""","=""b 1G""","=""4""","=""""","=""2.900313""","=""""","=""""","=""0.04808""","=""0.950""","="""""
"=""4d8""","=""b 1D""","=""2""","=""""","=""2.907860""","=""""","=""""","=""0.00755""","=""1.162""","="""""
"=""4d6.5s2""","=""d 3P?""","=""0""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""4d6.5s2""","=""d 3P?""","=""2""","=""""","=""3.090614""","=""""","=""""","=""""","=""""","="""""
"=""4d6.5s2""","=""d 3P?""","=""1""","=""""","=""3.417078""","=""""","=""""","=""0.32646""","=""""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7D*""","=""5""","=""""","=""3.126157""","=""""","=""""","=""-0.29092""","=""1.592""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7D*""","=""4""","=""""","=""3.157194""","=""""","=""""","=""0.03104""","=""1.625""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7D*""","=""3""","=""""","=""3.227998""","=""""","=""""","=""0.07080""","=""1.737""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7D*""","=""2""","=""""","=""3.282201""","=""""","=""""","=""0.05420""","=""1.992""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7D*""","=""1""","=""""","=""3.320354""","=""""","=""""","=""0.03815""","=""""","="""""
"=""4d6.5s2""","=""b 3G""","=""5""","=""""","=""3.174318""","=""""","=""""","=""-0.14604""","=""""","="""""
"=""4d6.5s2""","=""b 3G""","=""4""","=""""","=""3.179288""","=""""","=""""","=""0.00497""","=""""","="""""
"=""4d6.5s2""","=""b 3G""","=""3""","=""""","=""3.232975""","=""""","=""""","=""0.05369""","=""""","="""""
"=""4d7.(a 4F).5p""","=""z 5D*""","=""4""","=""""","=""3.262375""","=""""","=""""","=""0.02940""","=""1.486""","="""""
"=""4d7.(a 4F).5p""","=""z 5D*""","=""3""","=""""","=""3.410383""","=""""","=""""","=""0.14801""","=""1.425""","="""""
"=""4d7.(a 4F).5p""","=""z 5D*""","=""2""","=""""","=""3.529296""","=""""","=""""","=""0.11891""","=""1.324""","="""""
"=""4d7.(a 4F).5p""","=""z 5D*""","=""1""","=""""","=""3.610233""","=""""","=""""","=""0.08094""","=""0.953""","="""""
"=""4d7.(a 4F).5p""","=""z 5D*""","=""0""","=""""","=""3.666200""","=""""","=""""","=""0.05597""","=""0""","="""""
"=""4d7.(a 4F).5p""","=""z 5F*""","=""5""","=""""","=""3.324789""","=""""","=""""","=""-0.34141""","=""1.394""","="""""
"=""4d7.(a 4F).5p""","=""z 5F*""","=""4""","=""""","=""3.473391""","=""""","=""""","=""0.14860""","=""1.364""","="""""
"=""4d7.(a 4F).5p""","=""z 5F*""","=""3""","=""""","=""3.581962""","=""""","=""""","=""0.10857""","=""1.293""","="""""
"=""4d7.(a 4F).5p""","=""z 5F*""","=""2""","=""""","=""3.648523""","=""""","=""""","=""0.06656""","=""1.164""","="""""
"=""4d7.(a 4F).5p""","=""z 5F*""","=""1""","=""""","=""3.681533""","=""""","=""""","=""0.03301""","=""0.567""","="""""
"=""4d7.(a 2F).5s?""","=""d 3F""","=""2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""4d7.(a 2F).5s?""","=""d 3F""","=""4""","=""""","=""3.383435""","=""""","=""""","=""""","=""""","="""""
"=""4d7.(a 2F).5s?""","=""d 3F""","=""3""","=""""","=""3.411620""","=""""","=""""","=""0.02819""","=""""","="""""
"=""4d7.(a 4F).5p""","=""z 3G*""","=""5""","=""""","=""3.532942""","=""""","=""""","=""0.12132""","=""1.230""","="""""
"=""4d7.(a 4F).5p""","=""z 3G*""","=""4""","=""""","=""3.706001""","=""""","=""""","=""0.17306""","=""""","="""""
"=""4d7.(a 4F).5p""","=""z 3G*""","=""3""","=""""","=""3.949256""","=""""","=""""","=""0.24325""","=""0.868""","="""""
"=""4d7.(a 4F).5p""","=""z 5G*""","=""6""","=""""","=""3.542463""","=""""","=""""","=""-0.40679""","=""1.379""","="""""
"=""4d7.(a 4F).5p""","=""z 5G*""","=""5""","=""""","=""3.754202""","=""""","=""""","=""0.21174""","=""1.263""","="""""
"=""4d7.(a 4F).5p""","=""z 5G*""","=""3""","=""""","=""3.786113""","=""""","=""""","=""0.03191""","=""0.944""","="""""
"=""4d7.(a 4F).5p""","=""z 5G*""","=""2""","=""""","=""3.838402""","=""""","=""""","=""0.05229""","=""0.375""","="""""
"=""4d7.(a 4F).5p""","=""z 5G*""","=""4""","=""""","=""3.886383""","=""""","=""""","=""0.04798""","=""1.111""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""6""","=""""","=""3.615436""","=""""","=""""","=""-0.27095""","=""1.462""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""5""","=""""","=""3.653571""","=""""","=""""","=""0.03814""","=""1.474""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""4""","=""""","=""3.669258""","=""""","=""""","=""0.01569""","=""1.370""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""3""","=""""","=""3.706123""","=""""","=""""","=""0.03686""","=""""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""2""","=""""","=""3.721800""","=""""","=""""","=""0.01568""","=""1.497""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""1""","=""""","=""3.730112""","=""""","=""""","=""0.00831""","=""""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7F*""","=""0""","=""""","=""3.733815""","=""""","=""""","=""0.00370""","=""0""","="""""
"=""4d6.5s2""","=""b 3D""","=""1""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""4d6.5s2""","=""b 3D""","=""2""","=""""","=""3.639235""","=""""","=""""","=""""","=""""","="""""
"=""4d6.5s2""","=""b 3D""","=""3""","=""""","=""3.716922""","=""""","=""""","=""0.07769""","=""""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7P*""","=""4""","=""""","=""3.750572""","=""""","=""""","=""0.03365""","=""1.656""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7P*""","=""3""","=""""","=""3.891199""","=""""","=""""","=""0.14063""","=""1.895""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 7P*""","=""2""","=""""","=""4.010058""","=""""","=""""","=""0.11886""","=""2.059""","="""""
"=""4d7.(a 4F).5p""","=""z 3F*""","=""4""","=""""","=""3.762728""","=""""","=""""","=""-0.24733""","=""1.276""","="""""
"=""4d7.(a 4F).5p""","=""z 3F*""","=""3""","=""""","=""4.016090""","=""""","=""""","=""0.25336""","=""1.133""","="""""
"=""4d7.(a 4F).5p""","=""z 3F*""","=""2""","=""""","=""4.112806""","=""""","=""""","=""0.09672""","=""1.026""","="""""
"=""4d7.(a 4F).5p""","=""z 3D*""","=""3""","=""""","=""3.849009""","=""""","=""""","=""-0.26380""","=""1.204""","="""""
"=""4d7.(a 4F).5p""","=""z 3D*""","=""2""","=""""","=""3.993240""","=""""","=""""","=""0.14423""","=""1.032""","="""""
"=""4d7.(a 4F).5p""","=""z 3D*""","=""1""","=""""","=""4.163417""","=""""","=""""","=""0.17018""","=""0.522""","="""""
"=""4d7.(a 4P).5p""","=""z 5S*""","=""2""","=""""","=""3.866575""","=""""","=""""","=""-0.29684""","=""2.034""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5D*""","=""3""","=""""","=""4.144872""","=""""","=""""","=""0.27830""","=""1.496""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5D*""","=""4""","=""""","=""4.146880""","=""""","=""""","=""0.00201""","=""1.492""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5D*""","=""2""","=""""","=""4.181821""","=""""","=""""","=""0.03494""","=""1.477""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5D*""","=""1""","=""""","=""4.226753""","=""""","=""""","=""0.04493""","=""1.522""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5D*""","=""0""","=""""","=""4.262532""","=""""","=""""","=""0.03578""","=""0""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 5P*""","=""3""","=""""","=""4.224440""","=""""","=""""","=""-0.03809""","=""1.646""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 5P*""","=""2""","=""""","=""4.324807""","=""""","=""""","=""0.10037""","=""1.808""","="""""
"=""4d6.5s.(a 6D).5p""","=""z 5P*""","=""1""","=""""","=""4.345246""","=""""","=""""","=""0.02044""","=""2.385""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5F*""","=""5""","=""""","=""4.311247""","=""""","=""""","=""-0.03400""","=""1.402""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5F*""","=""4""","=""""","=""4.397862""","=""""","=""""","=""0.08662""","=""1.364""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5F*""","=""3""","=""""","=""4.439455""","=""""","=""""","=""0.04159""","=""1.276""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5F*""","=""2""","=""""","=""4.458952""","=""""","=""""","=""0.01950""","=""1.069""","="""""
"=""4d6.5s.(a 6D).5p""","=""y 5F*""","=""1""","=""""","=""4.493035""","=""""","=""""","=""0.03408""","=""0.145""","="""""
"=""4d7.(a 4P).5p""","=""x 5D*""","=""4""","=""""","=""4.530707""","=""""","=""""","=""0.03767""","=""1.481""","="""""
