Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6p3""","=""4S*""","=""3/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L16139"""
"=""Po III (6p2 3P<0>)""","=""Limit""","=""---""","=""[""","=""19.3""","=""]""","=""1.7""","=""""","=""L16139"""
