Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f11.5p6""","=""4I*""","=""15/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L4095"""
"=""Tm VI (4f11.5p5 5I<8>)""","=""Limit""","=""---""","=""[""","=""65.4""","=""]""","=""0.3""","=""""","=""L4095"""
