Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""3p6.4s""","=""2S""","=""1/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""L7185"""
"=""3p6.3d""","=""2D""","=""3/2""","=""""","=""1.692408""","=""""","=""""","=""1.692408""","="""""
"=""3p6.3d""","=""2D""","=""5/2""","=""""","=""1.699932""","=""""","=""""","=""0.00752""","="""""
"=""3p6.4p""","=""2P*""","=""1/2""","=""""","=""3.123349""","=""""","=""""","=""1.42342""","="""""
"=""3p6.4p""","=""2P*""","=""3/2""","=""""","=""3.150984""","=""""","=""""","=""0.02763""","="""""
"=""3p6.5s""","=""2S""","=""1/2""","=""""","=""6.467875""","=""""","=""""","=""3.31689""","="""""
"=""3p6.4d""","=""2D""","=""3/2""","=""""","=""7.047169""","=""""","=""""","=""0.57929""","="""""
"=""3p6.4d""","=""2D""","=""5/2""","=""""","=""7.049551""","=""""","=""""","=""0.00238""","="""""
"=""3p6.5p""","=""2P*""","=""1/2""","=""""","=""7.505138""","=""""","=""""","=""0.45559""","="""""
"=""3p6.5p""","=""2P*""","=""3/2""","=""""","=""7.514841""","=""""","=""""","=""0.00970""","="""""
"=""3p6.4f""","=""2F*""","=""5/2""","=""""","=""8.437981""","=""""","=""""","=""0.92314""","="""""
"=""3p6.4f""","=""2F*""","=""7/2""","=""""","=""8.437981""","=""""","=""""","=""0.00000""","="""""
"=""3p6.6s""","=""2S""","=""1/2""","=""""","=""8.762908""","=""""","=""""","=""0.32493""","="""""
"=""3p6.5d""","=""2D""","=""3/2""","=""""","=""9.016407""","=""""","=""""","=""0.25350""","="""""
"=""3p6.5d""","=""2D""","=""5/2""","=""""","=""9.017486""","=""""","=""""","=""0.00108""","="""""
"=""3p6.6p""","=""2P*""","=""1/2""","=""""","=""9.234953""","=""""","=""""","=""0.21747""","="""""
"=""3p6.6p""","=""2P*""","=""3/2""","=""""","=""9.239519""","=""""","=""""","=""0.00457""","="""""
"=""3p6.5f""","=""2F*""","=""5/2""","=""""","=""9.675031""","=""""","=""""","=""0.43551""","="""""
"=""3p6.5f""","=""2F*""","=""7/2""","=""""","=""9.675031""","=""""","=""""","=""0.00000""","="""""
"=""3p6.5g""","=""2G""","=""7/2""","=""""","=""9.691190""","=""""","=""""","=""0.01616""","="""""
"=""3p6.5g""","=""2G""","=""9/2""","=""""","=""9.691190""","=""""","=""""","=""0.00000""","="""""
"=""3p6.7s""","=""2S""","=""1/2""","=""""","=""9.850331""","=""""","=""""","=""0.15914""","="""""
"=""3p6.6d""","=""2D""","=""3/2""","=""""","=""9.983397""","=""""","=""""","=""0.13307""","="""""
"=""3p6.6d""","=""2D""","=""5/2""","=""""","=""9.983971""","=""""","=""""","=""0.00057""","="""""
"=""3p6.6f""","=""2F*""","=""5/2""","=""""","=""10.347483""","=""""","=""""","=""0.36351""","="""""
"=""3p6.6f""","=""2F*""","=""7/2""","=""""","=""10.347483""","=""""","=""""","=""0.00000""","="""""
"=""3p6.6g""","=""2G""","=""7/2""","=""""","=""10.357640""","=""""","=""""","=""0.01016""","="""""
"=""3p6.6g""","=""2G""","=""9/2""","=""""","=""10.357640""","=""""","=""""","=""0.00000""","="""""
"=""3p6.8s""","=""2S""","=""1/2""","=""""","=""10.451978""","=""""","=""""","=""0.09434""","="""""
"=""3p6.7d""","=""2D""","=""3/2""","=""""","=""10.530431""","=""""","=""""","=""0.07845""","="""""
"=""3p6.7d""","=""2D""","=""5/2""","=""""","=""10.530773""","=""""","=""""","=""0.00034""","="""""
"=""3p6.7f""","=""2F*""","=""5/2""","=""""","=""10.752785""","=""""","=""""","=""0.22201""","="""""
"=""3p6.7f""","=""2F*""","=""7/2""","=""""","=""10.752785""","=""""","=""""","=""0.00000""","="""""
"=""3p6.7g""","=""2G""","=""7/2""","=""""","=""10.759490""","=""""","=""""","=""0.00671""","="""""
"=""3p6.7g""","=""2G""","=""9/2""","=""""","=""10.759490""","=""""","=""""","=""0.00000""","="""""
"=""3p6.9s""","=""2S""","=""1/2""","=""""","=""10.819836""","=""""","=""""","=""0.06035""","="""""
"=""3p6.8d""","=""2D""","=""3/2""","=""""","=""10.869934""","=""""","=""""","=""0.05010""","="""""
"=""3p6.8d""","=""2D""","=""5/2""","=""""","=""10.870156""","=""""","=""""","=""0.00022""","="""""
"=""3p6.8f""","=""2F*""","=""5/2""","=""""","=""11.015663""","=""""","=""""","=""0.14551""","="""""
"=""3p6.8f""","=""2F*""","=""7/2""","=""""","=""11.015663""","=""""","=""""","=""0.00000""","="""""
"=""3p6.8g""","=""2G""","=""7/2""","=""""","=""11.020278""","=""""","=""""","=""0.00461""","="""""
"=""3p6.8g""","=""2G""","=""9/2""","=""""","=""11.020278""","=""""","=""""","=""0.00000""","="""""
"=""3p6.8h""","=""2H*""","=""9/2""","=""""","=""11.021035""","=""""","=""""","=""0.00076""","="""""
"=""3p6.8h""","=""2H*""","=""11/2""","=""""","=""11.021035""","=""""","=""""","=""0.00000""","="""""
"=""3p6.10s""","=""2S""","=""1/2""","=""""","=""11.061142""","=""""","=""""","=""0.04011""","="""""
"=""3p6.9d""","=""2D""","=""3/2""","=""""","=""11.095089""","=""""","=""""","=""0.03395""","="""""
"=""3p6.9d""","=""2D""","=""5/2""","=""""","=""11.095238""","=""""","=""""","=""0.00015""","="""""
"=""3p6.9f""","=""2F*""","=""5/2""","=""""","=""11.19577""","=""""","=""""","=""0.10053""","="""""
"=""3p6.9f""","=""2F*""","=""7/2""","=""""","=""11.19577""","=""""","=""""","=""0.0000""","="""""
"=""3p6.9g""","=""2G""","=""7/2""","=""""","=""11.199053""","=""""","=""""","=""0.00328""","="""""
"=""3p6.9g""","=""2G""","=""9/2""","=""""","=""11.199053""","=""""","=""""","=""0.00000""","="""""
"=""3p6.10d""","=""2D""","=""3/2""","=""""","=""11.252052""","=""""","=""""","=""0.05300""","="""""
"=""3p6.10d""","=""2D""","=""5/2""","=""""","=""11.252161""","=""""","=""""","=""0.00011""","="""""
"=""3p6.10f""","=""2F*""","=""7/2""","=""""","=""11.32447""","=""""","=""""","=""0.07231""","="""""
"=""3p6.10f""","=""2F*""","=""5/2""","=""""","=""11.32447""","=""""","=""""","=""0.0000""","="""""
