Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4f6.5s2.5p6""","=""7F""","=""0""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L4095"""
"=""Gd VI (4f6.5s2.5p5*)""","=""Limit""","=""---""","=""[""","=""64.8""","=""]""","=""0.4""","=""""","=""L4095"""
