Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5d6.(5D).6s""","=""a 6D""","=""9/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""1.52""","=""L3466"""
"=""5d6.(5D).6s""","=""a 6D""","=""7/2""","=""""","=""0.445494""","=""""","=""""","=""0.445494""","=""1.57""","="""""
"=""5d6.(5D).6s""","=""a 6D""","=""5/2""","=""""","=""0.487126""","=""""","=""""","=""0.04163""","=""1.62""","="""""
"=""5d6.(5D).6s""","=""a 6D""","=""3/2""","=""""","=""0.693326""","=""""","=""""","=""0.20620""","=""1.79""","="""""
"=""5d6.(5D).6s""","=""a 6D""","=""1/2""","=""""","=""0.822830""","=""""","=""""","=""0.12950""","=""3.17""","="""""
"=""""","=""7891""","=""5/2""","=""""","=""0.978475""","=""""","=""""","=""0.15565""","=""1.70""","="""""
"=""""","=""1145""","=""7/2""","=""""","=""1.420847""","=""""","=""""","=""0.44237""","=""1.27""","="""""
"=""""","=""1165""","=""5/2""","=""""","=""1.444922""","=""""","=""""","=""0.02408""","=""1.55""","="""""
"=""""","=""1313""","=""3/2""","=""""","=""1.628732""","=""""","=""""","=""0.18381""","=""1.40""","="""""
"=""""","=""1320""","=""7/2""","=""""","=""1.637072""","=""""","=""""","=""0.00834""","=""1.25""","="""""
"=""""","=""1341""","=""5/2""","=""""","=""1.663223""","=""""","=""""","=""0.02615""","=""1.34""","="""""
"=""""","=""1560""","=""9/2""","=""""","=""1.934845""","=""""","=""""","=""0.27162""","=""1.14""","="""""
"=""""","=""1724""","=""7/2""","=""""","=""2.137768""","=""""","=""""","=""0.20292""","=""0.99""","="""""
"=""""","=""1742""","=""3/2""","=""""","=""2.160349""","=""""","=""""","=""0.02258""","=""0.97""","="""""
"=""""","=""1756""","=""5/2""","=""""","=""2.178328""","=""""","=""""","=""0.01798""","=""1.35""","="""""
"=""""","=""1768""","=""11/2""","=""""","=""2.193112""","=""""","=""""","=""0.01478""","=""1.20""","="""""
"=""""","=""1959""","=""5/2""","=""""","=""2.428963""","=""""","=""""","=""0.23585""","=""0.81""","="""""
"=""""","=""1998""","=""7/2""","=""""","=""2.477940""","=""""","=""""","=""0.04898""","=""1.10""","="""""
"=""""","=""2159""","=""9/2""","=""""","=""2.676919""","=""""","=""""","=""0.19898""","=""1.11""","="""""
"=""""","=""2446""","=""5/2""","=""""","=""3.033355""","=""""","=""""","=""0.35644""","=""1.27""","="""""
"=""""","=""2498""","=""7/2""","=""""","=""3.097216""","=""""","=""""","=""0.06386""","=""1.18""","="""""
"=""""","=""2545""","=""5/2""","=""""","=""3.155662""","=""""","=""""","=""0.05845""","=""1.09""","="""""
"=""""","=""3732*""","=""5/2""","=""""","=""4.627280""","=""""","=""""","=""1.47162""","=""2.22""","="""""
"=""""","=""3938*""","=""7/2""","=""""","=""4.883674""","=""""","=""""","=""0.25639""","=""1.85""","="""""
"=""5d6.(5D).6p""","=""z 6D*""","=""7/2""","=""""","=""5.430800""","=""""","=""""","=""0.54713""","=""1.56""","="""""
"=""5d6.(5D).6p""","=""z 6D*""","=""9/2""","=""""","=""5.494409""","=""""","=""""","=""0.06361""","=""1.44""","="""""
"=""5d6.(5D).6p""","=""z 6D*""","=""3/2""","=""""","=""5.722762""","=""""","=""""","=""0.22835""","=""1.74""","="""""
"=""5d6.(5D).6p""","=""z 6D*""","=""5/2""","=""""","=""5.749582""","=""""","=""""","=""0.02682""","=""1.61""","="""""
"=""5d6.(5D).6p""","=""z 6D*""","=""1/2""","=""""","=""5.967121""","=""""","=""""","=""0.21754""","=""2.96""","="""""
"=""""","=""4879*""","=""5/2""","=""""","=""6.050268""","=""""","=""""","=""0.08315""","=""1.39""","="""""
"=""""","=""4914*""","=""7/2""","=""""","=""6.093748""","=""""","=""""","=""0.04348""","=""1.51""","="""""
"=""""","=""5195*""","=""9/2""","=""""","=""6.441179""","=""""","=""""","=""0.34743""","=""1.40""","="""""
"=""""","=""5220*""","=""7/2""","=""""","=""6.472779""","=""""","=""""","=""0.03160""","=""1.42""","="""""
"=""""","=""5437*""","=""7/2""","=""""","=""6.742170""","=""""","=""""","=""0.26939""","=""1.34""","="""""
"=""""","=""5444*""","=""5/2""","=""""","=""6.750343""","=""""","=""""","=""0.00817""","=""1.45""","="""""
"=""""","=""5553*""","=""5/2""","=""""","=""6.885915""","=""""","=""""","=""0.13557""","=""1.09""","="""""
"=""""","=""5563*""","=""3/2""","=""""","=""6.897975""","=""""","=""""","=""0.01206""","=""0.70""","="""""
"=""""","=""5679*""","=""7/2""","=""""","=""7.041230""","=""""","=""""","=""0.14325""","=""1.28""","="""""
"=""""","=""5740*""","=""7/2""","=""""","=""7.117014""","=""""","=""""","=""0.07578""","=""1.29""","="""""
"=""Os III (5d6 5D<4>)""","=""Limit""","=""---""","=""[""","=""17.0""","=""]""","=""1.0""","=""""","=""""","=""L16139"""
