Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f14.7s""","=""2S""","=""1/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13741"""
"=""Lr IV (5f14 1S<0>)""","=""Limit""","=""---""","=""(""","=""21.80""","="")""","=""0.04""","=""""","=""L19691"""
