Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f2.7s2""","=""3H""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13741"""
"=""Pa III (5f2.6d 4I<11/2>)""","=""Limit""","=""---""","=""[""","=""11.9""","=""]""","=""0.4""","=""""","=""L13741c99"""
