Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Leading percentages,Reference
"=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""1.99340""","=""  98         :     2                                6P*                ""","=""L3974"""
"=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""5/2""","=""""","=""1.602337""","=""""","=""""","=""1.602337""","=""""","=""  94                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""7/2""","=""""","=""1.617857""","=""""","=""""","=""0.01552""","=""""","=""  94                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""9/2""","=""""","=""1.639324""","=""""","=""""","=""0.02147""","=""""","=""  93                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""11/2""","=""""","=""1.668481""","=""""","=""""","=""0.02916""","=""""","=""  94                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""13/2""","=""""","=""1.708339""","=""""","=""""","=""0.03986""","=""""","=""  95                                                                   ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""7/2""","=""""","=""1.744192""","=""""","=""""","=""0.03585""","=""2.198""","=""  92     or  :    64                                (8S*<7/2>)(3P*<0>) ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""9/2""","=""""","=""1.805653""","=""""","=""""","=""0.06146""","=""1.936""","=""  85     or  :    91                                (8S*<7/2>)(3P*<1>) ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""11/2""","=""""","=""1.931870""","=""""","=""""","=""0.12622""","=""""","="" 100     or  :   100                                (8S*<7/2>)(3P*<2>) ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 8D*""","=""3/2""","=""""","=""1.876838""","=""""","=""""","=""-0.05503""","=""""","=""  87                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 8D*""","=""5/2""","=""""","=""1.890605""","=""""","=""""","=""0.01377""","=""""","=""  86                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 8D*""","=""7/2""","=""""","=""1.911991""","=""""","=""""","=""0.02139""","=""""","=""  85                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 8D*""","=""9/2""","=""""","=""1.944107""","=""""","=""""","=""0.03212""","=""""","=""  85                                                                   ""","="""""
"=""4f7.(8S*).5d (9D*).6s""","=""a 8D*""","=""11/2""","=""""","=""1.993636""","=""""","=""""","=""0.04953""","=""""","=""  87                                                                   ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 8P""","=""5/2""","=""""","=""1.970175""","=""""","=""""","=""-0.02346""","=""2.227""","=""  87     or  :    93  4f7.(8S*<7/2>).6s.6p.(3P*<1>)                    ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 8P""","=""7/2""","=""""","=""1.977834""","=""""","=""""","=""0.00766""","=""1.875""","=""  61     or  :    51  4f7.(8S*<7/2>).6s.6p.(3P*<1>)                    ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 8P""","=""9/2""","=""""","=""2.059599""","=""""","=""""","=""0.08176""","=""1.797""","=""  83     or  :    91  4f7.(8S*<7/2>).6s.6p.(3P*<2>)                    ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 6P""","=""7/2""","=""""","=""2.149967""","=""""","=""""","=""0.09037""","=""1.787""","=""  64     or  :    82  4f7.(8S*<7/2>).6s.6p.(3P*<2>)                    ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 6P""","=""5/2""","=""""","=""2.195440""","=""""","=""""","=""0.04547""","=""1.932""","=""  86     or  :    92  4f7.(8S*<7/2>).6s.6p.(3P*<2>)                    ""","="""""
"=""4f7.(8S*).6s.6p.(3P*)""","=""z 6P""","=""3/2""","=""""","=""2.224957""","=""""","=""""","=""0.02952""","=""""","="" 100     or  :   100  4f7.(8S*<7/2>).6s.6p.(3P*<2>)                    ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""9/2""","=""""","=""2.389577""","=""""","=""""","=""0.16462""","=""""","=""  66                                                                   ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""7/2""","=""""","=""2.400892""","=""""","=""""","=""0.01131""","=""""","=""  65                                                                   ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""5/2""","=""""","=""2.412987""","=""""","=""""","=""0.01210""","=""""","=""  70                                                                   ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""3/2""","=""""","=""2.423109""","=""""","=""""","=""0.01012""","=""""","=""  80                                                                   ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""1/2""","=""""","=""2.429986""","=""""","=""""","=""0.00688""","=""""","=""  94                                                                   ""","="""""
"=""4f7.(8S*).5d (7D*).6s""","=""b 8D*""","=""11/2""","=""""","=""2.411144""","=""""","=""""","=""-0.01884""","=""""","=""  86                                                                   ""","="""""
