Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6p2""","=""3P""","=""0""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L15918"""
"=""At V (6p 2P*<1/2>)""","=""Limit""","=""---""","=""[""","=""39.65""","=""]""","=""""","=""""","=""L15918"""
