Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d5""","=""""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Mt VI (6d4 <0>)""","=""Limit""","=""---""","=""(""","=""50.0""","="")""","=""1.9""","=""""","=""L8672c99"""
