Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d4.7s2""","=""""","=""0""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13544"""
"=""Bh III (6d4.7s <1/2>)""","=""Limit""","=""---""","=""[""","=""17.5""","=""]""","=""0.5""","=""""","=""L13544"""
