Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""4p6.4d""","=""2D""","=""3/2""","=""""","=""0.000000""","=""""","=""0.000016""","=""""","=""0.79""","=""L2592"""
"=""4p6.4d""","=""2D""","=""5/2""","=""""","=""0.089783""","=""""","=""0.000022""","=""0.08978""","=""1.22""","=""L2592"""
"=""4p6.5s""","=""2S""","=""1/2""","=""""","=""0.925802""","=""""","=""0.000015""","=""0.83602""","=""2.00""","=""L2592"""
"=""4p6.5p""","=""2P*""","=""1/2""","=""""","=""5.133127""","=""""","=""0.000014""","=""4.20732""","=""0.66""","=""L2592"""
"=""4p6.5p""","=""2P*""","=""3/2""","=""""","=""5.325725""","=""""","=""0.000011""","=""0.19260""","=""1.33""","=""L2592"""
"=""4p6.6s""","=""2S""","=""1/2""","=""""","=""10.751611""","=""""","=""0.000004""","=""5.42589""","=""""","=""L2592"""
"=""4p6.5d""","=""2D""","=""3/2""","=""""","=""10.9576751""","=""""","=""0.0000025""","=""0.206064""","=""""","=""L2592"""
"=""4p6.5d""","=""2D""","=""5/2""","=""""","=""10.9823083""","=""""","=""0.0000025""","=""0.024633""","=""""","=""L2592"""
"=""4p6.6p""","=""2P*""","=""1/2""","=""""","=""12.3172871""","=""""","=""0.0000025""","=""1.334979""","=""""","=""L2592"""
"=""4p6.6p""","=""2P*""","=""3/2""","=""""","=""12.3914408""","=""""","=""0.0000025""","=""0.074154""","=""""","=""L2592"""
"=""4p6.4f""","=""2F*""","=""7/2""","=""""","=""12.533343""","=""""","=""0.000004""","=""0.141902""","=""""","=""L2592"""
"=""4p6.4f""","=""2F*""","=""5/2""","=""""","=""12.533739""","=""""","=""0.000004""","=""0.000396""","=""""","=""L2592"""
"=""4p6.7s""","=""2S""","=""1/2""","=""""","=""14.619625""","=""""","=""0.000005""","=""2.085886""","=""""","=""L2592"""
"=""4p6.6d""","=""2D""","=""3/2""","=""""","=""14.746297""","=""""","=""0.000004""","=""0.126672""","=""""","=""L2592"""
"=""4p6.6d""","=""2D""","=""5/2""","=""""","=""14.757752""","=""""","=""0.000005""","=""0.011455""","=""""","=""L2592"""
"=""4p6.5f""","=""2F*""","=""5/2""","=""""","=""15.273975""","=""""","=""0.000007""","=""0.516223""","=""""","=""L2592"""
"=""4p6.5f""","=""2F*""","=""7/2""","=""""","=""15.397972""","=""""","=""0.000007""","=""0.123997""","=""""","=""L2592"""
"=""4p6.7p""","=""2P*""","=""1/2""","=""""","=""15.379218""","=""""","=""0.000016""","=""-0.01875""","=""""","=""L2592"""
"=""4p6.7p""","=""2P*""","=""3/2""","=""""","=""15.416044""","=""""","=""0.000016""","=""0.03683""","=""""","=""L2592"""
"=""4p6.5g""","=""2G""","=""9/2""","=""""","=""15.601694""","=""""","=""0.000009""","=""0.18565""","=""""","=""L2592"""
"=""4p6.5g""","=""2G""","=""7/2""","=""""","=""15.601703""","=""""","=""0.000009""","=""0.00001""","=""""","=""L2592"""
"=""4p6.8s""","=""2S""","=""1/2""","=""""","=""16.564176""","=""""","=""0.000010""","=""0.96247""","=""""","=""L2592"""
"=""4p6.7d""","=""2D""","=""3/2""","=""""","=""16.639531""","=""""","=""0.000010""","=""0.07536""","=""""","=""L2592"""
"=""4p6.7d""","=""2D""","=""5/2""","=""""","=""16.645840""","=""""","=""0.000011""","=""0.00631""","=""""","=""L2592"""
"=""4p6.6f""","=""2F*""","=""5/2""","=""""","=""16.972703""","=""""","=""0.000007""","=""0.32686""","=""""","=""L2592"""
"=""4p6.6f""","=""2F*""","=""7/2""","=""""","=""16.972930""","=""""","=""0.000009""","=""0.00023""","=""""","=""L2592"""
"=""4p6.8p""","=""2P*""","=""1/2""","=""""","=""16.99035""","=""""","=""0.00009""","=""0.01742""","=""""","=""L2592"""
"=""4p6.8p""","=""2P*""","=""3/2""","=""""","=""17.01131""","=""""","=""0.00006""","=""0.0210""","=""""","=""L2592"""
"=""4p6.6g""","=""2G""","=""7/2""","=""""","=""17.106536""","=""""","=""0.000012""","=""0.09523""","=""""","=""L2592"""
"=""4p6.6g""","=""2G""","=""9/2""","=""""","=""17.106550""","=""""","=""0.000012""","=""0.00001""","=""""","=""L2592"""
"=""4p6.6h""","=""2H*""","=""9/2,11/2""","=""""","=""17.118573""","=""""","=""0.000009""","=""0.01202""","=""""","=""L2592"""
"=""4p6.9s""","=""2S""","=""1/2""","=""""","=""17.68271""","=""""","=""0.00005""","=""0.56414""","=""""","=""L2592"""
"=""4p6.8d""","=""2D""","=""3/2""","=""""","=""17.73026""","=""""","=""0.00006""","=""0.04755""","=""""","=""L2592"""
"=""4p6.8d""","=""2D""","=""5/2""","=""""","=""17.734129""","=""""","=""0.000025""","=""0.00387""","=""""","=""L2592"""
"=""4p6.7f""","=""2F*""","=""5/2""","=""""","=""17.923875""","=""""","=""0.000009""","=""0.18975""","=""""","=""L2592"""
"=""4p6.7f""","=""2F*""","=""7/2""","=""""","=""17.924097""","=""""","=""0.000009""","=""0.00022""","=""""","=""L2592"""
"=""4p6.9p""","=""2P*""","=""1/2""","=""""","=""17.94561""","=""""","=""0.00011""","=""0.0215""","=""""","=""L2592"""
"=""4p6.9p""","=""2P*""","=""3/2""","=""""","=""17.95878""","=""""","=""0.00009""","=""0.0132""","=""""","=""L2592"""
