Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f13""","=""2F*""","=""7/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13741"""
"=""Md IV (5f12 3H<6>)""","=""Limit""","=""---""","=""[""","=""24.3""","=""]""","=""0.4""","=""""","=""L13741c99"""
