Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5p6.5d""","=""2D""","=""3/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""""","=""L3974"""
"=""5p6.5d""","=""2D""","=""5/2""","=""""","=""0.198775""","=""""","=""""","=""0.198775""","=""""","="""""
"=""5p6.4f""","=""2F*""","=""5/2""","=""""","=""0.892084""","=""""","=""""","=""0.69331""","=""""","="""""
"=""5p6.4f""","=""2F*""","=""7/2""","=""""","=""1.078093""","=""""","=""""","=""0.18601""","=""""","="""""
"=""5p6.6s""","=""2S""","=""1/2""","=""""","=""1.685087""","=""""","=""""","=""0.60699""","=""2.10""","="""""
"=""5p6.6p""","=""2P*""","=""1/2""","=""""","=""5.209201""","=""""","=""""","=""3.52411""","=""0.63""","="""""
"=""5p6.6p""","=""2P*""","=""3/2""","=""""","=""5.593044""","=""""","=""""","=""0.38384""","=""1.37""","="""""
"=""5p6.7s""","=""2S""","=""1/2""","=""""","=""10.209762""","=""""","=""""","=""4.61672""","=""""","="""""
"=""5p6.6d""","=""2D""","=""3/2""","=""""","=""10.213912""","=""""","=""""","=""0.00415""","=""""","="""""
"=""5p6.6d""","=""2D""","=""5/2""","=""""","=""10.267661""","=""""","=""""","=""0.05375""","=""""","="""""
"=""5p6.5f""","=""2F*""","=""5/2""","=""""","=""11.462902""","=""""","=""""","=""1.19524""","=""""","="""""
"=""5p6.5f""","=""2F*""","=""7/2""","=""""","=""11.472844""","=""""","=""""","=""0.00994""","=""""","="""""
"=""5p6.7p""","=""2P*""","=""1/2""","=""""","=""11.559343""","=""""","=""""","=""0.08650""","=""""","="""""
"=""5p6.7p""","=""2P*""","=""3/2""","=""""","=""11.711726""","=""""","=""""","=""0.15238""","=""""","="""""
"=""5p6.8s""","=""2S""","=""1/2""","=""""","=""13.664245""","=""""","=""""","=""1.95252""","=""""","="""""
"=""5p6.7d""","=""2D""","=""3/2""","=""""","=""13.704494""","=""""","=""""","=""0.04025""","=""""","="""""
"=""5p6.7d""","=""2D""","=""5/2""","=""""","=""13.729801""","=""""","=""""","=""0.02531""","=""""","="""""
"=""5p6.5g""","=""2G""","=""7/2""","=""""","=""14.227794""","=""""","=""""","=""0.49799""","=""""","="""""
"=""5p6.5g""","=""2G""","=""9/2""","=""""","=""14.227849""","=""""","=""""","=""0.00006""","=""""","="""""
"=""5p6.6f""","=""2F*""","=""5/2""","=""""","=""14.244520""","=""""","=""""","=""0.01667""","=""""","="""""
"=""5p6.6f""","=""2F*""","=""7/2""","=""""","=""14.250607""","=""""","=""""","=""0.00609""","=""""","="""""
"=""5p6.8p""","=""2P*""","=""1/2""","=""""","=""14.332854""","=""""","=""""","=""0.08225""","=""""","="""""
"=""5p6.8p""","=""2P*""","=""3/2""","=""""","=""14.410178""","=""""","=""""","=""0.07732""","=""""","="""""
"=""5p6.9s""","=""2S""","=""1/2""","=""""","=""15.436541""","=""""","=""""","=""1.02636""","=""""","="""""
"=""5p6.8d""","=""2D""","=""3/2""","=""""","=""15.466067""","=""""","=""""","=""0.02953""","=""""","="""""
"=""5p6.8d""","=""2D""","=""5/2""","=""""","=""15.480181""","=""""","=""""","=""0.01411""","=""""","="""""
"=""5p6.6g""","=""2G""","=""7/2""","=""""","=""15.740100""","=""""","=""""","=""0.25992""","=""""","="""""
"=""5p6.6g""","=""2G""","=""9/2""","=""""","=""15.740186""","=""""","=""""","=""0.00009""","=""""","="""""
"=""5p6.7f""","=""2F*""","=""5/2""","=""""","=""15.751272""","=""""","=""""","=""0.01109""","=""""","="""""
"=""5p6.7f""","=""2F*""","=""7/2""","=""""","=""15.755366""","=""""","=""""","=""0.00409""","=""""","="""""
"=""5p6.9p""","=""2P*""","=""1/2""","=""""","=""15.814052""","=""""","=""""","=""0.05869""","=""""","="""""
"=""5p6.9p""","=""2P*""","=""3/2""","=""""","=""15.861923""","=""""","=""""","=""0.04787""","=""""","="""""
"=""5p6.10s""","=""2S""","=""1/2""","=""""","=""16.470112""","=""""","=""""","=""0.60819""","=""""","="""""
"=""5p6.9d""","=""2D""","=""3/2""","=""""","=""16.490723""","=""""","=""""","=""0.02061""","=""""","="""""
"=""5p6.9d""","=""2D""","=""5/2""","=""""","=""16.499433""","=""""","=""""","=""0.00871""","=""""","="""""
"=""5p6.7g""","=""2G""","=""7/2""","=""""","=""16.653312""","=""""","=""""","=""0.15388""","=""""","="""""
"=""5p6.7g""","=""2G""","=""9/2""","=""""","=""16.653482""","=""""","=""""","=""0.00017""","=""""","="""""
"=""5p6.8f""","=""2F*""","=""5/2""","=""""","=""16.660232""","=""""","=""""","=""0.00675""","=""""","="""""
"=""5p6.8f""","=""2F*""","=""7/2""","=""""","=""16.663430""","=""""","=""""","=""0.00320""","=""""","="""""
"=""5p6.8g""","=""2G""","=""7/2""","=""""","=""17.246262""","=""""","=""""","=""0.58283""","=""""","="""""
"=""5p6.8g""","=""2G""","=""9/2""","=""""","=""17.246413""","=""""","=""""","=""0.00015""","=""""","="""""
"=""La IV (5s2.5p6 1S<0>)""","=""Limit""","=""---""","=""""","=""19.1773""","=""""","=""0.0006""","=""""","=""""","=""L3974,L3420"""
