Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Leading percentages,Reference
"=""5d10.6s""","=""2S""","=""1/2""","=""""","=""0.00000""","=""""","=""0""","=""""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d10.6p""","=""2P*""","=""1/2""","=""""","=""9.44230""","=""""","=""""","=""9.44230""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d10.6p""","=""2P*""","=""3/2""","=""""","=""12.05356""","=""""","=""""","=""2.6113""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9.6s2""","=""2D""","=""5/2""","=""""","=""12.55359""","=""""","=""""","=""0.5000""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9.6s2""","=""2D""","=""3/2""","=""""","=""15.19647""","=""""","=""""","=""2.6429""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9<5/2>.6s.6p<1/2>""","=""1*""","=""5/2""","=""""","=""20.62705""","=""""","=""""","=""5.4306""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9<5/2>.6s.6p<1/2>""","=""2*""","=""7/2""","=""""","=""21.40797""","=""""","=""""","=""0.7809""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9<5/2>.6s.6p<1/2>""","=""3*""","=""5/2""","=""""","=""21.48013""","=""""","=""""","=""0.0722""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d9<5/2>.6s.6p<1/2>""","=""4*""","=""3/2""","=""""","=""21.74544""","=""""","=""""","=""0.2653""","=""""","=""                                          ""","=""L3138,L3466"""
"=""5d10.6d""","=""2D""","=""3/2""","=""""","=""22.88244""","=""""","=""""","=""1.1370""","=""0.78""","=""                                          ""","=""L3138,L3466"""
"=""5d10.6d""","=""2D""","=""5/2""","=""""","=""23.16236""","=""""","=""""","=""0.2799""","=""1.17""","=""                                          ""","=""L3138,L3466"""
"=""5d10.7s""","=""2S""","=""1/2""","=""""","=""22.94991""","=""""","=""""","=""-0.2125""","=""1.92""","=""                                          ""","=""L3138,L3466"""
