Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4d5""","=""6S""","=""5/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L8672"""
"=""Ru V (4d4 5D<0>)""","=""Limit""","=""---""","=""(""","=""45.0""","="")""","=""1.7""","=""""","=""L8672c99"""
