Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""5f4""","=""5I""","=""4""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13741"""
"=""Np V (5f3.6p6 4I*<9/2>)""","=""Limit""","=""---""","=""[""","=""33.8""","=""]""","=""0.4""","=""""","=""L13741c99"""
