Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""0.447""","=""L3466"""
"=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""0.249221""","=""""","=""""","=""0.249221""","=""1.031""","="""""
"=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""0.491463""","=""""","=""""","=""0.24224""","=""1.218""","="""""
"=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""0.696920""","=""""","=""""","=""0.20546""","=""1.272""","="""""
"=""5d3.6s2""","=""a 4P""","=""1/2""","=""""","=""0.750032""","=""""","=""""","=""0.05311""","=""2.454""","="""""
"=""5d3.6s2""","=""a 4P""","=""3/2""","=""""","=""0.752449""","=""""","=""""","=""0.00242""","=""1.527""","="""""
"=""5d3.6s2""","=""a 4P""","=""5/2""","=""""","=""1.147279""","=""""","=""""","=""0.39483""","=""1.580""","="""""
"=""5d3.6s2""","=""a 2G""","=""7/2""","=""""","=""1.203314""","=""""","=""""","=""0.05604""","=""0.912""","="""""
"=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""1.325431""","=""""","=""""","=""0.12212""","=""1.063""","="""""
"=""5d4.(5D).6s""","=""a 6D""","=""1/2""","=""""","=""1.209958""","=""""","=""""","=""-0.11547""","=""3.020""","="""""
"=""5d4.(5D).6s""","=""a 6D""","=""3/2""","=""""","=""1.236843""","=""""","=""""","=""0.02688""","=""1.542""","="""""
"=""5d4.(5D).6s""","=""a 6D""","=""5/2""","=""""","=""1.394032""","=""""","=""""","=""0.15719""","=""1.641""","="""""
"=""5d4.(5D).6s""","=""a 6D""","=""7/2""","=""""","=""1.516917""","=""""","=""""","=""0.12289""","=""1.578""","="""""
"=""5d4.(5D).6s""","=""a 6D""","=""9/2""","=""""","=""1.655369""","=""""","=""""","=""0.13845""","=""1.533""","="""""
"=""5d3.6s2""","=""a 2P""","=""3/2""","=""""","=""1.357654""","=""""","=""""","=""-0.29772""","=""1.407""","="""""
"=""5d3.6s2""","=""a 2P""","=""1/2""","=""""","=""1.462038""","=""""","=""""","=""0.10438""","=""1.116""","="""""
"=""5d5""","=""a 6S""","=""5/2""","=""""","=""1.462535""","=""""","=""""","=""0.00050""","=""2.134""","="""""
"=""5d3.6s2""","=""a 2D""","=""5/2""","=""""","=""1.595177""","=""""","=""""","=""0.13264""","=""1.214""","="""""
"=""5d3.6s2""","=""a 2D""","=""3/2""","=""""","=""1.971816""","=""""","=""""","=""0.37664""","=""1.199""","="""""
"=""""","=""148""","=""5/2""","=""""","=""1.844352""","=""?""","=""""","=""-0.12746""","=""""","="""""
"=""5d3.6s2""","=""a 2H""","=""11/2""","=""""","=""1.873915""","=""""","=""""","=""0.02956""","=""1.021""","="""""
"=""5d3.6s2""","=""a 2H""","=""9/2""","=""""","=""1.908242""","=""""","=""""","=""0.03433""","=""1.014""","="""""
"=""5d3.6s2""","=""a 2F""","=""5/2""","=""""","=""2.135562""","=""""","=""""","=""0.22732""","=""0.882""","="""""
"=""5d3.6s2""","=""a 2F""","=""7/2""","=""""","=""2.155232""","=""""","=""""","=""0.01967""","=""1.125""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""13/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""3/2""","=""""","=""2.155422""","=""""","=""""","=""""","=""""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""5/2""","=""""","=""2.377825""","=""""","=""""","=""0.22240""","=""0.851""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""7/2""","=""""","=""2.549147""","=""""","=""""","=""0.17132""","=""1.194""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""9/2""","=""""","=""2.812174""","=""""","=""""","=""0.26303""","=""1.231""","="""""
"=""5d3.6s.(5F).6p""","=""z 6G*""","=""11/2""","=""""","=""3.100700""","=""""","=""""","=""0.28853""","=""1.302""","="""""
"=""""","=""179*""","=""5/2""","=""""","=""2.230939""","=""""","=""""","=""-0.86976""","=""0.732""","="""""
"=""5d2.6s2.(3F).6p""","=""z 4D*""","=""1/2""","=""""","=""2.294293""","=""""","=""""","=""0.06335""","=""0.172""","="""""
"=""5d2.6s2.(3F).6p""","=""z 4D*""","=""3/2""","=""""","=""2.437254""","=""""","=""""","=""0.14296""","=""1.018""","="""""
"=""5d2.6s2.(3F).6p""","=""z 4D*""","=""5/2""","=""""","=""2.624449""","=""""","=""""","=""0.18720""","=""1.120""","="""""
"=""5d2.6s2.(3F).6p""","=""z 4D*""","=""7/2""","=""""","=""2.966530""","=""""","=""""","=""0.34208""","=""1.326""","="""""
"=""5d2.6s2.(3P).6p""","=""z 2S*""","=""1/2""","=""""","=""2.521887""","=""""","=""""","=""-0.44464""","=""1.956""","="""""
"=""5d4.(3H).6s""","=""a 4H""","=""7/2""","=""""","=""2.559845""","=""""","=""""","=""0.03796""","=""0.818""","="""""
"=""5d4.(3H).6s""","=""a 4H""","=""9/2""","=""""","=""2.622679""","=""""","=""""","=""0.06283""","=""1.089""","="""""
"=""5d4.(3H).6s""","=""a 4H""","=""11/2""","=""""","=""2.780787""","=""""","=""""","=""0.15811""","=""1.159""","="""""
"=""5d4.(3H).6s""","=""a 4H""","=""13/2""","=""""","=""2.915471""","=""""","=""""","=""0.13468""","=""1.217""","="""""
"=""5d2.6s2.(3P).6p""","=""z 2D*""","=""3/2""","=""""","=""2.575439""","=""""","=""""","=""-0.34003""","=""0.812""","="""""
"=""5d2.6s2.(3P).6p""","=""z 2D*""","=""5/2""","=""""","=""2.733535""","=""""","=""""","=""0.15810""","=""1.179""","="""""
"=""""","=""210""","=""5/2""","=""""","=""2.615016""","=""""","=""""","=""-0.11852""","=""""","="""""
"=""5d4.(5D).6s""","=""a 4D""","=""3/2""","=""""","=""2.650907""","=""""","=""""","=""0.03589""","=""1.020""","="""""
"=""5d4.(5D).6s""","=""a 4D""","=""1/2""","=""""","=""2.756909""","=""""","=""""","=""0.10600""","=""""","="""""
"=""5d4.(5D).6s""","=""a 4D""","=""5/2""","=""""","=""3.043341""","=""""","=""""","=""0.28643""","=""1.294""","="""""
"=""5d4.(5D).6s""","=""a 4D""","=""7/2""","=""""","=""3.294883""","=""""","=""""","=""0.25154""","=""1.42""","="""""
"=""5d4.(3G).6s""","=""a 4G""","=""5/2""","=""""","=""2.680900""","=""""","=""""","=""-0.61398""","=""0.894""","="""""
"=""5d4.(3G).6s""","=""a 4G""","=""7/2""","=""""","=""2.822030""","=""""","=""""","=""0.14113""","=""1.008""","="""""
"=""5d4.(3G).6s""","=""a 4G""","=""9/2""","=""""","=""2.964820""","=""""","=""""","=""0.14279""","=""1.185""","="""""
"=""5d4.(3G).6s""","=""a 4G""","=""11/2""","=""""","=""3.226409""","=""""","=""""","=""0.26159""","=""1.260""","="""""
"=""5d3.6s.(5F).6p""","=""z 4F*""","=""3/2""","=""""","=""2.709683""","=""""","=""""","=""-0.51673""","=""0.666""","="""""
"=""5d3.6s.(5F).6p""","=""z 4F*""","=""5/2""","=""""","=""2.896654""","=""""","=""""","=""0.18697""","=""1.078""","="""""
"=""5d3.6s.(5F).6p""","=""z 4F*""","=""7/2""","=""""","=""3.097355""","=""""","=""""","=""0.20070""","=""1.235""","="""""
"=""5d3.6s.(5F).6p""","=""z 4F*""","=""9/2""","=""""","=""3.214456""","=""""","=""""","=""0.11710""","=""1.292""","="""""
"=""""","=""223*""","=""7/2""","=""""","=""2.774832""","=""""","=""""","=""-0.43962""","=""1.060""","="""""
"=""""","=""224""","=""5/2""","=""""","=""2.781507""","=""""","=""""","=""0.00667""","=""""","="""""
"=""""","=""228""","=""3/2""","=""""","=""2.832151""","=""""","=""""","=""0.05064""","=""0.894""","="""""
"=""""","=""231""","=""11/2""","=""""","=""2.86917""","=""?""","=""""","=""0.03702""","=""""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""1/2""","=""""","=""2.895702""","=""""","=""""","=""0.02653""","=""-0.320""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""3/2""","=""""","=""3.005801""","=""""","=""""","=""0.11010""","=""1.126""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""5/2""","=""""","=""3.122061""","=""""","=""""","=""0.11626""","=""1.239""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""7/2""","=""""","=""3.296235""","=""""","=""""","=""0.17417""","=""1.356""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""9/2""","=""""","=""3.438507""","=""""","=""""","=""0.14227""","=""1.390""","="""""
"=""5d3.6s.(5F).6p""","=""z 6F*""","=""11/2""","=""""","=""3.764312""","=""""","=""""","=""0.32580""","=""1.334""","="""""
"=""5d4.(a 3F).6s""","=""b 4F""","=""3/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d4.(a 3F).6s""","=""b 4F""","=""7/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d4.(a 3F).6s""","=""b 4F""","=""9/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d4.(a 3F).6s""","=""b 4F""","=""5/2""","=""""","=""2.915159""","=""""","=""""","=""""","=""1.048""","="""""
"=""5d3.6s.(5F).6p""","=""z 6D*""","=""1/2""","=""""","=""3.039682""","=""""","=""""","=""0.12452""","=""2.888""","="""""
"=""5d3.6s.(5F).6p""","=""z 6D*""","=""3/2""","=""""","=""3.067249""","=""""","=""""","=""0.02757""","=""1.620""","="""""
"=""5d3.6s.(5F).6p""","=""z 6D*""","=""5/2""","=""""","=""3.322127""","=""""","=""""","=""0.25488""","=""1.416""","="""""
"=""5d3.6s.(5F).6p""","=""z 6D*""","=""7/2""","=""""","=""3.444358""","=""""","=""""","=""0.12223""","=""1.374""","="""""
"=""5d3.6s.(5F).6p""","=""z 6D*""","=""9/2""","=""""","=""3.566610""","=""""","=""""","=""0.12225""","=""1.337""","="""""
"=""""","=""246""","=""1/2""","=""""","=""3.062249""","=""""","=""""","=""-0.50436""","=""""","="""""
"=""""","=""249""","=""7/2""","=""""","=""3.089426""","=""""","=""""","=""0.02718""","=""""","="""""
"=""""","=""249""","=""9/2""","=""""","=""3.091494""","=""""","=""""","=""0.00207""","=""""","="""""
"=""""","=""251*""","=""9/2""","=""""","=""3.122652""","=""""","=""""","=""0.03116""","=""""","="""""
"=""""","=""252""","=""5/2""","=""""","=""3.127385""","=""""","=""""","=""0.00473""","=""""","="""""
"=""""","=""253""","=""9/2""","=""""","=""3.146274""","=""""","=""""","=""0.01889""","=""""","="""""
"=""""","=""254""","=""3/2""","=""""","=""3.158907""","=""""","=""""","=""0.01263""","=""""","="""""
"=""5d3.6s.(5F).6p""","=""y 4D*""","=""7/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d3.6s.(5F).6p""","=""y 4D*""","=""1/2""","=""""","=""3.163163""","=""""","=""""","=""""","=""0.028""","="""""
"=""5d3.6s.(5F).6p""","=""y 4D*""","=""3/2""","=""""","=""3.268681""","=""""","=""""","=""0.10552""","=""1.393""","="""""
"=""5d3.6s.(5F).6p""","=""y 4D*""","=""5/2""","=""""","=""3.488157""","=""""","=""""","=""0.21948""","=""1.394""","="""""
"=""5d2.6s2.(3P).6p""","=""z 4P*?""","=""5/2""","=""""","=""3.250819""","=""""","=""""","=""-0.23734""","=""1.338""","="""""
"=""5d2.6s2.(3P).6p""","=""z 4P*?""","=""3/2""","=""""","=""3.296744""","=""""","=""""","=""0.04592""","=""1.576""","="""""
"=""5d2.6s2.(3P).6p""","=""z 4P*?""","=""1/2""","=""""","=""3.330966""","=""""","=""""","=""0.03422""","=""2.650""","="""""
"=""""","=""266""","=""9/2""","=""""","=""3.30770""","=""?""","=""""","=""-0.02327""","=""""","="""""
"=""""","=""269*""","=""7/2""","=""""","=""3.342671""","=""""","=""""","=""0.03497""","=""1.223""","="""""
"=""""","=""271""","=""5/2""","=""""","=""3.368380""","=""""","=""""","=""0.02571""","=""1.606""","="""""
"=""""","=""277*""","=""11/2""","=""""","=""3.44465""","=""?""","=""""","=""0.07627""","=""1.351""","="""""
"=""""","=""281*""","=""7/2""","=""""","=""3.494197""","=""""","=""""","=""0.04955""","=""1.115""","="""""
