Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""2s2.2p6""","=""1S""","=""0""","=""""","=""0.0000000""","=""""","=""0.000005""","=""""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""""","=""16.61907009""","=""""","=""0.00000012""","=""16.619070""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""""","=""16.67082693""","=""""","=""0.00000012""","=""0.0517568""","=""L8826c189"""
"=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""""","=""16.71538108""","=""""","=""0.00000012""","=""0.0445541""","=""L8826c189"""
"=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""""","=""16.84805369""","=""""","=""0.00000012""","=""0.1326726""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""""","=""18.38162323""","=""""","=""0.00000012""","=""1.5335695""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""""","=""18.71137667""","=""""","=""0.00000012""","=""0.3297534""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""""","=""18.55510805""","=""""","=""0.00000012""","=""-0.1562686""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""""","=""18.57583601""","=""""","=""0.00000012""","=""0.0207280""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""""","=""18.61270528""","=""""","=""0.00000012""","=""0.0368693""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""""","=""18.63679156""","=""""","=""0.00000012""","=""0.0240863""","=""L8826c189"""
