Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""2s2.2p3""","=""4S*""","=""3/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""L7288"""
"=""2s2.2p3""","=""2D*""","=""5/2""","=""""","=""2.3835298""","=""""","=""""","=""2.3835298""","="""""
"=""2s2.2p3""","=""2D*""","=""3/2""","=""""","=""2.3846100""","=""""","=""""","=""0.001080""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""","=""""","=""3.5755704""","=""""","=""""","=""1.190960""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""","=""""","=""3.5756182""","=""""","=""""","=""0.000048""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""""","=""10.3259087""","=""""","=""""","=""6.750290""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""""","=""10.3300944""","=""""","=""""","=""0.004186""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""""","=""10.3358956""","=""""","=""""","=""0.005801""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""""","=""10.6796703""","=""""","=""""","=""0.343775""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""""","=""10.6899808""","=""""","=""""","=""0.010311""","="""""
"=""2s.2p4""","=""4P""","=""5/2""","=""""","=""10.9239080""","=""""","=""""","=""0.233927""","="""""
"=""2s.2p4""","=""4P""","=""3/2""","=""""","=""10.9293522""","=""""","=""""","=""0.005444""","="""""
"=""2s.2p4""","=""4P""","=""1/2""","=""""","=""10.9317574""","=""""","=""""","=""0.002405""","="""""
"=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""""","=""11.6026335""","=""""","=""""","=""0.670876""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""""","=""11.7500916""","=""""","=""""","=""0.147458""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""""","=""11.7528949""","=""""","=""""","=""0.002803""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""""","=""11.7575319""","=""""","=""""","=""0.004637""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""""","=""11.7638464""","=""""","=""""","=""0.006315""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""""","=""11.8374298""","=""""","=""""","=""0.073583""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""""","=""11.8397086""","=""""","=""""","=""0.002279""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""""","=""11.8444770""","=""""","=""""","=""0.004768""","="""""
"=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""""","=""11.9955753""","=""""","=""""","=""0.151098""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""""","=""12.0001429""","=""""","=""""","=""0.004568""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""""","=""12.0096116""","=""""","=""""","=""0.009469""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""""","=""12.1219574""","=""""","=""""","=""0.112346""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""""","=""12.1263787""","=""""","=""""","=""0.004421""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""""","=""12.3566901""","=""""","=""""","=""0.230311""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""""","=""12.3567502""","=""""","=""""","=""0.000060""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""1/2""","=""""","=""12.847554""","=""""","=""""","=""0.490804""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""3/2""","=""""","=""12.853090""","=""""","=""""","=""0.00554""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""","=""""","=""12.861560""","=""""","=""""","=""0.00847""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""""","=""12.9123120""","=""""","=""""","=""0.050752""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""""","=""12.9218353""","=""""","=""""","=""0.009523""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""""","=""12.9706652""","=""""","=""""","=""0.048830""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""""","=""12.9754460""","=""""","=""""","=""0.004781""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""""","=""12.9766983""","=""""","=""""","=""0.001252""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""""","=""12.9790453""","=""""","=""""","=""0.002347""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""""","=""12.9832471""","=""""","=""""","=""0.004202""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""9/2""","=""""","=""12.989300""","=""""","=""""","=""0.006053""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""""","=""12.9948285""","=""""","=""""","=""0.005529""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""","=""""","=""13.0036301""","=""""","=""""","=""0.008802""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""""","=""12.9966572""","=""""","=""""","=""-0.006973""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""""","=""13.000950""","=""""","=""""","=""0.004293""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""""","=""13.004219""","=""""","=""""","=""0.00327""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""""","=""13.016403""","=""""","=""""","=""0.01218""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""""","=""13.017878""","=""""","=""""","=""0.00147""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""""","=""13.019401""","=""""","=""""","=""0.00152""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""""","=""13.0205230""","=""""","=""""","=""0.001122""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""""","=""13.0332041""","=""""","=""""","=""0.012681""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""""","=""13.0361586""","=""""","=""""","=""0.002954""","="""""
"=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""","=""""","=""13.2015647""","=""""","=""""","=""0.165406""","="""""
"=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""","=""""","=""13.2363957""","=""""","=""""","=""0.034831""","="""""
"=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""""","=""13.2388265""","=""""","=""""","=""0.002431""","="""""
"=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""","=""""","=""13.2433051""","=""""","=""""","=""0.004479""","="""""
"=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""","=""""","=""13.2500220""","=""""","=""""","=""0.006717""","="""""
"=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""","=""""","=""13.2638891""","=""""","=""""","=""0.013867""","="""""
"=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""","=""""","=""13.2658173""","=""""","=""""","=""0.001928""","="""""
"=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""","=""""","=""13.2709052""","=""""","=""""","=""0.005088""","="""""
"=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""","=""""","=""13.2889721""","=""""","=""""","=""0.018067""","="""""
"=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""","=""""","=""13.2976904""","=""""","=""""","=""0.008718""","="""""
"=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""","=""""","=""13.3215593""","=""""","=""""","=""0.023869""","="""""
"=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""""","=""13.3392701""","=""""","=""""","=""0.017711""","="""""
"=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""""","=""13.3442064""","=""""","=""""","=""0.004936""","="""""
"=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""""","=""13.6149817""","=""""","=""""","=""0.270775""","="""""
"=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""""","=""13.6204726""","=""""","=""""","=""0.005491""","="""""
"=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""","=""""","=""13.6291690""","=""""","=""""","=""0.008696""","="""""
"=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""","=""""","=""13.6426905""","=""""","=""""","=""0.013522""","="""""
"=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""","=""""","=""13.6511356""","=""""","=""""","=""0.008445""","="""""
"=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""","=""""","=""13.6623958""","=""""","=""""","=""0.011260""","="""""
"=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""","=""""","=""13.6645956""","=""""","=""""","=""0.002200""","="""""
"=""2s2.2p2.(3P).4d""","=""4F""","=""7/2""","=""""","=""13.6689216""","=""""","=""""","=""0.004326""","="""""
"=""2s2.2p2.(3P).4d""","=""4F""","=""9/2""","=""""","=""13.6758579""","=""""","=""""","=""0.006936""","="""""
"=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""","=""""","=""13.6655516""","=""""","=""""","=""-0.010306""","="""""
"=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""","=""""","=""13.6686606""","=""""","=""""","=""0.003109""","="""""
"=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""","=""""","=""13.6737591""","=""""","=""""","=""0.005098""","="""""
"=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""","=""""","=""13.6832014""","=""""","=""""","=""0.009442""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""","=""""","=""13.6754539""","=""""","=""""","=""-0.007747""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""","=""""","=""13.6782741""","=""""","=""""","=""0.002820""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""","=""""","=""13.6816580""","=""""","=""""","=""0.003384""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""","=""""","=""13.681543""","=""""","=""""","=""-0.000115""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""7/2""","=""""","=""13.681553""","=""""","=""""","=""0.00001""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""5/2""","=""""","=""13.686032""","=""""","=""""","=""0.00448""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""7/2""","=""""","=""13.686040""","=""""","=""""","=""0.00001""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""","=""""","=""13.6860943""","=""""","=""""","=""0.000054""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""","=""""","=""13.6872930""","=""""","=""""","=""0.001199""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""","=""""","=""13.6880236""","=""""","=""""","=""0.000731""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""","=""""","=""13.6882547""","=""""","=""""","=""0.000231""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""9/2""","=""""","=""13.688115""","=""""","=""""","=""-0.000140""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""7/2""","=""""","=""13.688126""","=""""","=""""","=""0.00001""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""3/2""","=""""","=""13.688413""","=""""","=""""","=""0.00029""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""5/2""","=""""","=""13.688420""","=""""","=""""","=""0.00001""","="""""
"=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""""","=""13.6936867""","=""""","=""""","=""0.005267""","="""""
"=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""""","=""13.6965647""","=""""","=""""","=""0.002878""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""1/2""","=""""","=""13.695269""","=""""","=""""","=""-0.001296""","="""""
"=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""3/2""","=""""","=""13.695269""","=""""","=""""","=""0.00000""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""11/2""","=""""","=""13.696918""","=""""","=""""","=""0.00165""","="""""
"=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""""","=""13.696936""","=""""","=""""","=""0.00002""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""3/2""","=""""","=""13.698513""","=""""","=""""","=""0.00158""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""","=""""","=""13.698523""","=""""","=""""","=""0.00001""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""7/2""","=""""","=""13.700058""","=""""","=""""","=""0.00154""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""5/2""","=""""","=""13.700059""","=""""","=""""","=""0.00000""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""9/2""","=""""","=""13.700462""","=""""","=""""","=""0.00040""","="""""
"=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""7/2""","=""""","=""13.700481""","=""""","=""""","=""0.00002""","="""""
"=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""""","=""13.7028638""","=""""","=""""","=""0.002383""","="""""
"=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""""","=""13.7058146""","=""""","=""""","=""0.002951""","="""""
"=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""""","=""13.7263822""","=""""","=""""","=""0.020568""","="""""
