Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""""","=""571*""","=""7/2""","=""""","=""7.088511""","=""""","=""""","=""0.01022""","=""1.19""","="""""
"=""""","=""572*""","=""9/2""","=""""","=""7.101922""","=""""","=""""","=""0.01341""","=""1.19""","="""""
"=""""","=""573*""","=""7/2""","=""""","=""7.113190""","=""""","=""""","=""0.01127""","=""""","="""""
"=""""","=""573*""","=""11/2""","=""""","=""7.115632""","=""""","=""""","=""0.00244""","=""1.30""","="""""
"=""""","=""574*""","=""13/2""","=""""","=""7.123243""","=""""","=""""","=""0.00761""","=""""","="""""
"=""""","=""575*""","=""5/2""","=""""","=""7.132105""","=""""","=""""","=""0.00886""","=""1.40""","="""""
"=""""","=""576*""","=""9/2""","=""""","=""7.148538""","=""""","=""""","=""0.01643""","=""1.19""","="""""
"=""5d4.6s2.(5D).7s""","=""f 6D""","=""1/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d4.6s2.(5D).7s""","=""f 6D""","=""3/2""","=""""","=""7.149602""","=""""","=""""","=""""","=""""","="""""
"=""5d4.6s2.(5D).7s""","=""f 6D""","=""7/2""","=""""","=""7.198602""","=""""","=""""","=""0.04900""","=""""","="""""
"=""5d4.6s2.(5D).7s""","=""f 6D""","=""9/2""","=""""","=""7.236821""","=""""","=""""","=""0.03822""","=""""","="""""
"=""5d4.6s2.(5D).7s""","=""f 6D""","=""5/2""","=""""","=""7.348393""","=""""","=""""","=""0.11157""","=""""","="""""
"=""""","=""580*""","=""3/2""","=""""","=""7.197355""","=""""","=""""","=""-0.15104""","=""1.111""","="""""
"=""""","=""582*""","=""7/2""","=""""","=""7.223323""","=""""","=""""","=""0.02597""","=""1.43""","="""""
"=""""","=""582*""","=""9/2""","=""""","=""7.225714""","=""""","=""""","=""0.00239""","=""""","="""""
"=""""","=""583*""","=""5/2""","=""""","=""7.232298""","=""""","=""""","=""0.00658""","=""""","="""""
"=""""","=""584*""","=""3/2""","=""""","=""7.245948""","=""""","=""""","=""0.01365""","=""1.32""","="""""
"=""""","=""585*""","=""1/2""","=""""","=""7.258268""","=""""","=""""","=""0.01232""","=""""","="""""
"=""""","=""586*""","=""11/2""","=""""","=""7.267869""","=""""","=""""","=""0.00960""","=""1.165""","="""""
"=""""","=""591*""","=""3/2""","=""""","=""7.330851""","=""""","=""""","=""0.06298""","=""1.20""","="""""
"=""""","=""591*""","=""5/2""","=""""","=""7.336360""","=""""","=""""","=""0.00551""","=""""","="""""
"=""""","=""592*""","=""3/2""","=""""","=""7.351451""","=""""","=""""","=""0.01509""","=""""","="""""
"=""""","=""593*""","=""9/2""","=""""","=""7.363953""","=""""","=""""","=""0.01250""","=""""","="""""
"=""""","=""594*""","=""11/2""","=""""","=""7.366206""","=""""","=""""","=""0.00225""","=""1.15""","="""""
"=""""","=""597*""","=""7/2""","=""""","=""7.412354""","=""""","=""""","=""0.04615""","=""""","="""""
"=""""","=""599*""","=""7/2""","=""""","=""7.429990""","=""""","=""""","=""0.01764""","=""1.100""","="""""
"=""""","=""607*""","=""5/2""","=""""","=""7.530463""","=""""","=""""","=""0.10047""","=""""","="""""
"=""""","=""608*""","=""5/2""","=""""","=""7.542839""","=""""","=""""","=""0.01238""","=""1.22""","="""""
"=""""","=""621*""","=""11/2""","=""""","=""7.704746""","=""""","=""""","=""0.16191""","=""""","="""""
"=""""","=""623*""","=""7/2""","=""""","=""7.730431""","=""""","=""""","=""0.02569""","=""""","="""""
"=""""","=""624*""","=""7/2""","=""""","=""7.748208""","=""""","=""""","=""0.01778""","=""1.17""","="""""
"=""Re II (5d5.6s 7S<3>)""","=""Limit""","=""---""","=""""","=""7.83352""","=""""","=""0.00011""","=""""","=""""","=""L11604"""
"=""""","=""632*""","=""11/2""","=""""","=""7.844186""","=""""","=""""","=""0.01067""","=""1.135""","="""""
"=""""","=""637*""","=""13/2""","=""""","=""7.906770""","=""""","=""""","=""0.06258""","=""""","="""""
"=""""","=""639*""","=""13/2""","=""""","=""7.926900""","=""""","=""""","=""0.02013""","=""1.07""","="""""
