Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5d7.6s2""","=""a 4F""","=""9/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""1.30""","=""L3466"""
"=""5d7.6s2""","=""a 4F""","=""3/2""","=""""","=""0.505724""","=""""","=""""","=""0.505724""","=""1.12""","="""""
"=""5d7.6s2""","=""a 4F""","=""5/2""","=""""","=""0.717201""","=""""","=""""","=""0.21148""","=""1.20""","="""""
"=""5d7.6s2""","=""a 4F""","=""7/2""","=""""","=""0.784065""","=""""","=""""","=""0.06686""","=""1.21""","="""""
"=""5d8.(3F).6s""","=""b 4F""","=""9/2""","=""""","=""0.351493""","=""""","=""""","=""-0.43257""","=""1.33""","="""""
"=""5d8.(3F).6s""","=""b 4F""","=""7/2""","=""""","=""0.881107""","=""""","=""""","=""0.52961""","=""1.23""","="""""
"=""5d8.(3F).6s""","=""b 4F""","=""5/2""","=""""","=""1.224659""","=""""","=""""","=""0.34355""","=""1.17""","="""""
"=""5d8.(3F).6s""","=""b 4F""","=""3/2""","=""""","=""1.466868""","=""""","=""""","=""0.24221""","=""0.54""","="""""
"=""5d8.(3P).6s""","=""a 2P""","=""3/2""","=""""","=""1.311589""","=""""","=""""","=""-0.15528""","=""0.97""","="""""
"=""5d8.(3P).6s""","=""a 2P""","=""1/2""","=""""","=""1.550507""","=""""","=""""","=""0.23892""","=""1.22""","="""""
"=""5d8.(3F).6s""","=""a 2F""","=""5/2""","=""""","=""1.514897""","=""""","=""""","=""-0.03561""","=""1.13""","="""""
"=""5d8.(3F).6s""","=""a 2F""","=""7/2""","=""""","=""1.622693""","=""""","=""""","=""0.10780""","=""1.17""","="""""
"=""5d8.(3P).6s""","=""a 4P""","=""5/2""","=""""","=""1.605802""","=""""","=""""","=""-0.01689""","=""1.49""","="""""
"=""5d8.(3P).6s""","=""a 4P""","=""3/2""","=""""","=""2.053842""","=""""","=""""","=""0.44804""","=""1.39""","="""""
"=""5d8.(3P).6s""","=""a 4P""","=""1/2""","=""""","=""2.068205""","=""""","=""""","=""0.01436""","=""2.61""","="""""
"=""5d7.6s2""","=""a 2G""","=""9/2""","=""""","=""1.728315""","=""""","=""""","=""-0.33989""","=""1.10""","="""""
"=""5d7.6s2""","=""a 2G""","=""7/2""","=""""","=""2.204345""","=""""","=""""","=""0.47603""","=""0.92""","="""""
"=""5d7.6s2""","=""b 4P""","=""5/2""","=""""","=""1.996557""","=""""","=""""","=""-0.20779""","=""1.34""","="""""
"=""5d7.6s2""","=""b 4P""","=""3/2""","=""""","=""2.299540""","=""""","=""""","=""0.30298""","=""1.39""","="""""
"=""5d7.6s2""","=""b 4P""","=""1/2""","=""""","=""2.509031""","=""""","=""""","=""0.20949""","=""2.08""","="""""
"=""5d8.(1D).6s""","=""a 2D""","=""5/2""","=""""","=""2.363216""","=""""","=""""","=""-0.14581""","=""1.00""","="""""
"=""5d8.(1D).6s""","=""a 2D""","=""3/2""","=""""","=""2.741320""","=""""","=""""","=""0.37810""","=""1.00""","="""""
"=""5d7.6s2""","=""a 2H""","=""11/2""","=""""","=""2.429253""","=""""","=""""","=""-0.31207""","=""1.09""","="""""
"=""5d7.6s2""","=""a 2H""","=""9/2""","=""""","=""2.914361""","=""""","=""""","=""0.48511""","=""1.04""","="""""
"=""5d7.6s2""","=""b 2D""","=""5/2""","=""""","=""2.890116""","=""""","=""""","=""-0.02425""","=""1.20""","="""""
"=""5d7.6s2""","=""b 2D""","=""3/2""","=""""","=""3.252041""","=""""","=""""","=""0.36193""","=""0.94""","="""""
"=""5d7.6s.(5F).6p""","=""z 6D*""","=""9/2""","=""""","=""3.261714""","=""""","=""""","=""0.00967""","=""1.48""","="""""
"=""5d7.6s.(5F).6p""","=""z 6D*""","=""7/2""","=""""","=""3.785195""","=""""","=""""","=""0.52348""","=""1.44""","="""""
"=""5d7.6s.(5F).6p""","=""z 6D*""","=""3/2""","=""""","=""4.024971""","=""""","=""""","=""0.23978""","=""1.58""","="""""
"=""5d7.6s.(5F).6p""","=""z 6D*""","=""5/2""","=""""","=""4.099516""","=""""","=""""","=""0.07455""","=""1.50""","="""""
"=""5d7.6s.(5F).6p""","=""z 6D*""","=""1/2""","=""""","=""4.419781""","=""""","=""""","=""0.32027""","=""1.30""","="""""
"=""5d8.(1G).6s""","=""b 2G""","=""7/2""","=""""","=""3.268863""","=""""","=""""","=""-1.15092""","=""0.92""","="""""
"=""5d8.(1G).6s""","=""b 2G""","=""9/2""","=""""","=""3.460875""","=""""","=""""","=""0.19201""","=""1.03""","="""""
"=""5d9""","=""c 2D""","=""5/2""","=""""","=""3.273700""","=""""","=""""","=""-0.18718""","=""1.16""","="""""
"=""5d9""","=""c 2D""","=""3/2""","=""""","=""3.467844""","=""""","=""""","=""0.19414""","=""0.85""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""11/2""","=""""","=""3.527638""","=""""","=""""","=""0.05979""","=""1.40""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""9/2""","=""""","=""4.031152""","=""""","=""""","=""0.50351""","=""1.36""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""7/2""","=""""","=""4.199894""","=""""","=""""","=""0.16874""","=""1.38""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""5/2""","=""""","=""4.329507""","=""""","=""""","=""0.12961""","=""1.34""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""3/2""","=""""","=""4.511804""","=""""","=""""","=""0.18230""","=""1.14""","="""""
"=""5d7.6s.(5F).6p""","=""z 6F*""","=""1/2""","=""""","=""4.726394""","=""""","=""""","=""0.21459""","=""0.66""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""13/2""","=""""","=""4.070498""","=""""","=""""","=""-0.65590""","=""1.37""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""11/2""","=""""","=""4.237839""","=""""","=""""","=""0.16734""","=""1.34""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""9/2""","=""""","=""4.349465""","=""""","=""""","=""0.11163""","=""1.27""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""7/2""","=""""","=""4.390359""","=""""","=""""","=""0.04089""","=""1.32""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""5/2""","=""""","=""4.406441""","=""""","=""""","=""0.01608""","=""1.59""","="""""
"=""5d7.6s.(5F).6p""","=""z 6G*""","=""3/2""","=""""","=""4.673305""","=""""","=""""","=""0.26686""","=""0.79""","="""""
"=""5d7.6s.(5F).6p""","=""z 4D*""","=""3/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
"=""5d7.6s.(5F).6p""","=""z 4D*""","=""1/2""","=""""","=""""","=""""","=""""","=""""","=""""","="""""
