Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""4d8.(3F).5s""","=""a 4F""","=""9/2""","=""""","=""0.000000""","=""""","=""0""","=""""","=""1.329""","=""L3466"""
"=""4d8.(3F).5s""","=""a 4F""","=""7/2""","=""""","=""0.189692""","=""""","=""""","=""0.189692""","=""1.230""","="""""
"=""4d8.(3F).5s""","=""a 4F""","=""5/2""","=""""","=""0.322115""","=""""","=""""","=""0.13242""","=""1.105""","="""""
"=""4d8.(3F).5s""","=""a 4F""","=""3/2""","=""""","=""0.430557""","=""""","=""""","=""0.10844""","=""0.473""","="""""
"=""4d9""","=""a 2D""","=""5/2""","=""""","=""0.410370""","=""""","=""""","=""-0.02019""","=""1.116""","="""""
"=""4d9""","=""a 2D""","=""3/2""","=""""","=""0.701499""","=""""","=""""","=""0.29113""","=""0.744""","="""""
"=""4d8.(3F).5s""","=""a 2F""","=""7/2""","=""""","=""0.705590""","=""""","=""""","=""0.00409""","=""1.143""","="""""
"=""4d8.(3F).5s""","=""a 2F""","=""5/2""","=""""","=""0.965989""","=""""","=""""","=""0.26040""","=""0.947""","="""""
"=""4d8.(3P).5s""","=""a 4P""","=""5/2""","=""""","=""1.143286""","=""""","=""""","=""0.17730""","=""1.478""","="""""
"=""4d8.(3P).5s""","=""a 4P""","=""3/2""","=""""","=""1.278700""","=""""","=""""","=""0.13541""","=""1.576""","="""""
"=""4d8.(3P).5s""","=""a 4P""","=""1/2""","=""""","=""1.364576""","=""""","=""""","=""0.08588""","=""2.661""","="""""
"=""4d8.(3P).5s""","=""a 2P""","=""3/2""","=""""","=""1.483871""","=""""","=""""","=""0.11929""","=""1.230""","="""""
"=""4d8.(3P).5s""","=""a 2P""","=""1/2""","=""""","=""1.732646""","=""""","=""""","=""0.24877""","=""0.681""","="""""
"=""4d7.5s2""","=""b 4F""","=""9/2""","=""""","=""1.577460""","=""""","=""""","=""-0.15519""","=""1.317""","="""""
