Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""6d3.7s2""","=""4F""","=""3/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L12825"""
"=""Db II (6d2.7s2 3F<2>)""","=""Limit""","=""---""","=""(""","=""6.8""","="")""","=""0.5""","=""""","=""L12825"""
