Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""3d10.4s2.4p""","=""2P*""","=""1/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""L12180"""
"=""3d10.4s2.4p""","=""2P*""","=""3/2""","=""""","=""0.1024345""","=""""","=""""","=""0.1024345""","="""""
"=""4s2.5s""","=""2S""","=""1/2""","=""""","=""3.0733860""","=""""","=""""","=""2.970951""","="""""
"=""4s2.5p""","=""2P*""","=""1/2""","=""""","=""4.096940""","=""""","=""""","=""1.023554""","="""""
"=""4s2.5p""","=""2P*""","=""3/2""","=""""","=""4.110705""","=""""","=""""","=""0.01377""","="""""
"=""4s2.4d""","=""2D""","=""3/2""","=""""","=""4.312376""","=""""","=""""","=""0.20167""","="""""
"=""4s2.4d""","=""2D""","=""5/2""","=""""","=""4.313144""","=""""","=""""","=""0.00077""","="""""
"=""4s2.6s""","=""2S""","=""1/2""","=""""","=""4.659918""","=""""","=""""","=""0.34677""","="""""
"=""4s.4p2""","=""4P""","=""1/2""","=""""","=""4.7083952""","=""""","=""""","=""0.048477""","="""""
"=""4s.4p2""","=""4P""","=""3/2""","=""""","=""4.7537677""","=""""","=""""","=""0.045373""","="""""
"=""4s.4p2""","=""4P""","=""5/2""","=""""","=""4.8248185""","=""""","=""""","=""0.071051""","="""""
"=""4s2.6p""","=""2P*""","=""1/2""","=""""","=""5.006042""","=""""","=""""","=""0.181223""","="""""
"=""4s2.6p""","=""2P*""","=""3/2""","=""""","=""5.011146""","=""""","=""""","=""0.00510""","="""""
"=""4s2.5d""","=""2D""","=""3/2""","=""""","=""5.058910""","=""""","=""""","=""0.04776""","="""""
"=""4s2.5d""","=""2D""","=""5/2""","=""""","=""5.059970""","=""""","=""""","=""0.00106""","="""""
"=""4s2.4f""","=""2F*""","=""5/2""","=""""","=""5.139663""","=""""","=""""","=""0.07969""","="""""
"=""4s2.4f""","=""2F*""","=""7/2""","=""""","=""5.139663""","=""""","=""""","=""0.00000""","="""""
"=""4s2.7s""","=""2S""","=""1/2""","=""""","=""5.227021""","=""""","=""""","=""0.08736""","="""""
